Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore,Euclidean Distance
John Fleck,"MF,DF",-1.156124582755412,0.7456168216432189,-0.10890012435683888,-0.30010661102132485,-0.44801928026338284,-0.300251708848013,1.3782608695652177,England,31.0,1.0,0.99232,4.243949565217392,3.45034712641763
Christian Pulisic,"FW,MF",1.6139793584255007,0.310772568614144,0.9979638921881169,-0.28295572851890194,0.8243751217363797,0.3728875364546246,1.9385689847309364,Italy,24.0,2.0,0.87481,3.878772340075109,3.4505763575343784
Dany Mota,"FW,MF",1.0036735897111402,0.2823025978145033,1.1649185823362016,-0.3994352227436926,0.09729260630794402,0.012277226471068707,1.8398722611800364,Italy,25.0,2.0,0.87481,3.914619469767024,3.4527071397987643
Youssef Maziz,"FW,MF",-1.120808516573026,0.875709978087735,-0.3259682711046514,0.027067848445717448,1.7635233708314428,-0.300251708848013,1.6628617511520738,France,25.0,5.0,0.6495000000000001,3.743235138248848,3.4540665536746267
Enzo Fernández,MF,1.1802539206230709,0.11373577605556848,-0.03921771169837694,0.9949750029263662,-0.08447802254916494,-0.10792621019011657,2.432127160687725,England,22.0,1.0,0.99232,4.028962654447021,3.455161583864796
Darko Lazović,"FW,MF",0.8701347144589926,0.2434815542452265,-0.08708635182966645,-0.26643886581475773,-0.023887812930128555,-0.08388552285787954,1.3483544809400083,Italy,32.0,2.0,0.87481,4.295132912611006,3.4576438181144833
Randy Nteka,"FW,MF",-0.62638359001962,0.20491714017069843,-0.1383105813025654,-0.432501683663466,0.036702396688907735,0.08439928846777987,1.19490034965035,Spain,25.0,3.0,0.8173900000000001,3.481032727272728,3.4640498625725367
Bilal Boutobba,"FW,MF",-0.23569960787697336,-0.014733471362594305,0.6377697616350287,-0.013383383019946075,-0.14506823216820122,-0.05984483552564246,1.847523747614754,France,24.0,5.0,0.6495000000000001,3.7632654359495903,3.466250612002846
Jens Cajuste,MF,-0.13637317173901234,0.13314284616992123,-0.22646089969934277,-0.22113247859179122,-0.44801928026338284,0.13248066313225396,1.3116127099156851,Italy,23.0,2.0,0.87481,3.371250761445196,3.4664283401297693
Emanuel Vignato,"MF,FW",-0.914430254819707,0.2252441958651541,-0.32797493001751304,-0.24285400285878214,-0.44801928026338284,0.3969282237868615,1.2987593017914565,Italy,22.0,2.0,0.87481,3.262896046164447,3.4713446024820693
Bambasé Conté,"MF,FW",-1.204684173756193,0.7456168216432189,1.4682356293577357,-0.11228423614209684,-0.44801928026338284,-0.300251708848013,2.275,Germany,20.0,4.0,0.78425,3.6748125,3.471603447619429
Marvin Mehlem,MF,0.3779170420419858,0.13851542490214322,-0.24511697757915032,-0.33265235047408176,0.09729260630794402,-0.01176346086116837,1.2073063427800272,Germany,25.0,4.0,0.78425,3.4808116228070176,3.472784802026452
Lamine Camara,MF,1.231020765760251,0.4118319899688425,-0.5553939004860561,-0.08431494413125665,-0.3268388610253102,0.08439928846777987,1.3365646239874205,France,19.0,5.0,0.6495000000000001,2.931142005591824,3.474431789292959
Aron Dønnum,"FW,MF",0.5026269007485369,0.15909513326624788,0.7238011856085743,-0.11824273906929986,-0.44801928026338284,-0.1560075848545907,1.8126974124648,France,25.0,5.0,0.6495000000000001,3.84062831810212,3.475528182767607
Sargis Adamyan,"FW,MF",-0.3736529914019192,0.15215815291879664,-0.22546246720315966,-0.5102988417850451,-0.11477312735868307,0.2286434124612022,1.08823595505618,Germany,30.0,4.0,0.78425,3.903415870786517,3.4766744491712878
Jakub Kamiński,"FW,MF",-0.7356426697713772,-0.04476046845365314,0.11338821302365078,-0.18717493360979748,-0.44801928026338284,0.613294409776995,1.5201191112529415,Germany,21.0,4.0,0.78425,3.284139922314412,3.4798799872117234
Paul Pogba,MF,-1.1980624113469955,0.44206612327268113,-0.2335133197120646,0.9436948937344521,-0.44801928026338284,-0.300251708848013,2.333333333333334,Italy,30.0,2.0,0.87481,4.735369166666667,3.4803596710631988
Merlin Röhl,"MF,FW",0.37239890670098796,-0.020663599853138596,0.2026117717503593,-0.4427854902457622,-0.08447802254916494,0.2767247871256763,1.3150302690027578,Germany,21.0,4.0,0.78425,3.150832174851793,3.480601261108295
Kai Havertz,"MF,FW",1.6492954246078868,0.3540053404689415,-0.1421113859890972,-0.19691126518790847,0.8849653313554161,0.2767247871256763,1.4823849736058528,England,24.0,1.0,0.99232,3.611630232843805,3.4821318002777257
Manu Koné,MF,0.4651035804297516,0.1876450177019991,0.09101185159980661,-0.04642006701404444,-0.2662486514062739,-0.300251708848013,1.5749364680266469,Germany,22.0,4.0,0.78425,3.4197712042173207,3.482262052509331
Sven Michel,"FW,MF",-0.6142436922694248,0.32531585466862795,-0.5518327042451175,-0.4783284597060401,0.4911289688316801,0.06035860113554279,1.001188019527642,Germany,33.0,4.0,0.78425,4.146834712692968,3.4823317002089738
Enes Ünal,"FW,MF",-0.8956685946603143,0.18910720796389954,-0.4781806910802516,-0.53373932123695,1.2182114842601162,1.0219860944250252,1.1014363143631438,Spain,26.0,3.0,0.8173900000000001,3.520281104336044,3.4828549385414944
Enes Ünal,"FW,MF",-0.8956685946603143,0.18910720796389954,-0.4781806910802516,-0.53373932123695,1.2182114842601162,1.0219860944250252,1.1014363143631438,England,26.0,1.0,0.99232,3.5640136043360435,3.4828549385414944
Aymen Barkok,"MF,FW",-0.9033939841377113,0.18910720796389954,0.737479686151668,0.05728250603858933,0.40024365440312576,-0.300251708848013,1.9880207684319835,Germany,25.0,4.0,0.78425,3.9882759994807895,3.4828667913217926
Lucas Paquetá,"FW,MF",1.636051899789492,0.269949747907943,-0.4483071169690983,0.5025869068835866,-0.023887812930128555,0.20460272512896513,1.8896951174439915,England,25.0,1.0,0.99232,3.976381826338595,3.4852646061122687
Frenkie de Jong,MF,0.54566835640832,-0.0249349511435308,0.6838502830590553,1.1556662245787042,-0.11477312735868307,-0.300251708848013,2.852540344600321,Spain,26.0,3.0,0.8173900000000001,4.658498723990209,3.487273510960802
Federico Valverde,MF,1.94727473302177,0.3057972339112943,0.4356389421231244,0.6731547860801296,-0.2662486514062739,0.2286434124612022,2.451851853747153,Spain,25.0,3.0,0.8173900000000001,4.29805120493565,3.487836498265855
Ilias Akhomach,"MF,FW",0.40992222701977327,0.06262775030950883,0.7912467148247954,-0.3587280749478926,-0.08447802254916494,-0.01176346086116837,1.6441283917935143,Spain,19.0,3.0,0.8173900000000001,3.1730309546657844,3.4883312427906126
Ross Barkley,MF,1.6316373915166937,0.30124363433789564,-0.24062931387005018,0.3147569801417523,0.06699750149842593,0.03631791380330578,1.8121312431251788,England,29.0,1.0,0.99232,4.325965308031367,3.48926527118372
Mikkel Damsgaard,MF,-0.328404281605737,-0.10690854399318536,-0.21479174107496724,0.5259549313216172,-0.44801928026338284,0.20460272512896513,1.9218467175418208,England,23.0,1.0,0.99232,3.797280366402184,3.489552325979051
Carles Aleñá,MF,-0.13195866346621407,0.37490888911990705,-0.49483452055993493,-0.508699930887197,-0.17536333697771941,-0.08388552285787954,0.9722311296199896,Spain,25.0,3.0,0.8173900000000001,3.336297734252993,3.4910056785022734
Marco Richter,"MF,FW",-0.46635766513068283,0.1764592621984605,0.12924664124357654,-0.10866924482642973,-0.054182917739646744,-0.300251708848013,1.5432301255230123,Germany,25.0,4.0,0.78425,3.699162081589958,3.4920480144479846
Azzedine Ounahi,MF,0.07662685242350406,-0.05630069494760494,0.07407719165173361,0.7045333673649381,0.006407291879389546,-0.300251708848013,2.1743644679826675,France,23.0,5.0,0.6495000000000001,3.875711904188734,3.492175002156709
Sandro Tonali,MF,-0.774269617158362,0.2252441958651539,0.021687676255144134,-0.07677808856218796,0.1881779207364985,-0.300251708848013,1.5395909980430529,England,23.0,1.0,0.99232,3.5488141487279847,3.4972177364405823
Nadiem Amiri,MF,0.19361132165265815,-0.1650352734683945,-0.47925717435460374,0.41136168840712434,-0.23595354659675571,0.3488468491223875,1.711574144486692,Germany,26.0,4.0,0.78425,3.9085856939163497,3.501155366997566
Nadiem Amiri,MF,0.19361132165265815,-0.1650352734683945,-0.47925717435460374,0.41136168840712434,-0.23595354659675571,0.3488468491223875,1.711574144486692,Germany,26.0,4.0,0.78425,3.9085856939163497,3.501155366997566
Ander Herrera,MF,-0.1209223927842184,-0.11710621583094122,-0.5368194175329877,0.9161070894587714,-0.44801928026338284,0.3248061617901504,2.123477772100153,Spain,33.0,3.0,0.8173900000000001,4.8846080518651,3.5012014503394404
Dani Rodríguez,MF,1.628326510312095,0.4264191800577046,-0.1510374926141462,-0.04058852118819813,-0.23595354659675571,0.03631791380330578,1.5628357217480435,Spain,35.0,3.0,0.8173900000000001,4.7201907191362285,3.502124379585208
Reinier,"MF,FW",-0.08891720780643096,0.1590951332662475,-0.5846718921755512,-0.34969597458717194,0.06699750149842593,0.10843997580001695,1.0530674605079944,Italy,21.0,2.0,0.87481,3.0031963493301967,3.5021268301055617
Daniel Muñoz,"DF,MF",0.33046107810940445,0.11954350625398467,-0.27782937441883093,-0.42869771854809036,-0.44801928026338284,0.30076547445791335,1.1255472550382208,England,27.0,1.0,0.99232,3.679685715774844,3.5023202882117217
Tijjani Reijnders,MF,1.8545700592930063,0.3790284383075533,0.2573831296500637,0.5237542571723273,-0.14506823216820122,-0.05984483552564246,2.223318605125417,Italy,25.0,2.0,0.87481,4.163859593331521,3.5028699739792346
Darko Brašanac,MF,-1.204684173756193,0.7456168216432189,0.6621440219036198,-0.5442756983643213,-0.44801928026338284,-0.300251708848013,1.525,Spain,31.0,3.0,0.8173900000000001,4.2955975,3.5032959657572187
Rodri,MF,1.9770726638631582,0.29308418542211057,0.05324370839170795,1.683774432790018,0.3093583399745712,0.3728875364546246,3.185457918631594,Spain,23.0,3.0,0.8173900000000001,4.574895147110537,3.5074250961403615
Rodri,MF,1.9770726638631582,0.29308418542211057,0.05324370839170795,1.683774432790018,0.3093583399745712,0.3728875364546246,3.185457918631594,England,27.0,1.0,0.99232,5.018627647110536,3.5074250961403615
Antonio Puertas,"MF,FW",-0.4520105132440885,0.0485744772367989,0.00401991499587577,-0.3513589631801498,-0.44801928026338284,0.30076547445791335,1.3082149501099274,Spain,31.0,3.0,0.8173900000000001,4.154687217571453,3.5094201043752724
Jonas Martin,MF,0.0755232253553045,-0.05630069494760494,-0.05319555027420509,0.8260813241816756,-0.44801928026338284,-0.13196689752235363,2.226668676485124,France,33.0,5.0,0.6495000000000001,4.909709639715331,3.509501975155473
Arne Engels,"MF,DF",0.29293775779061915,0.033440183158495694,-0.3166405206705594,-0.20882894727218843,0.12758771111746223,0.012277226471068707,1.262443836116434,Germany,19.0,4.0,0.78425,2.9166509934756824,3.5127572574356907
Roland Sallai,"MF,FW",0.7730155324574307,0.21886708035316804,0.03829921265652147,-0.5142241183836449,0.006407291879389546,-0.05984483552564246,1.1901832907075875,Germany,26.0,4.0,0.78425,3.569681638959932,3.5134864926228255
Roberto Pereyra,"FW,MF",0.792880819685023,0.029472941021464576,-0.13787369830380217,-0.1950554743289171,0.12758771111746223,0.06035860113554279,1.3626926123715863,Italy,32.0,2.0,0.87481,4.304452698041532,3.5173311940827
Nikola Moro,MF,-0.3306115357421361,0.001428012734803491,0.017270735940326996,0.4554759713499695,-0.11477312735868307,-0.300251708848013,1.940416282642089,Italy,25.0,2.0,0.87481,3.9799730837173577,3.517691287036925
Francesco Gelli,"MF,DF",0.4651035804297516,0.2402838671304159,0.09101185159980661,-0.16597183618765196,-0.44801928026338284,-0.300251708848013,1.4767175332249596,Italy,26.0,2.0,0.87481,3.778568896596224,3.5178182868784074
Luca Waldschmidt,"MF,FW",0.007098347126931351,0.07159086148186722,0.06285078494820377,-0.14394853180236458,0.279063235165053,-0.300251708848013,1.469685781423919,Germany,27.0,4.0,0.78425,3.851358257925548,3.519761250358337
Óliver Torres,MF,0.5258030691807277,0.03733185877863078,0.00769340991116927,0.2555500782253419,-0.44801928026338284,-0.1560075848545907,1.7772959295929591,Spain,28.0,3.0,0.8173900000000001,4.159589854235424,3.5207576660249145
Aïssa Laïdouni,MF,-0.07567368298803616,-0.15738273485401122,-0.08298267406236962,0.10794670538295884,-0.44801928026338284,0.30076547445791335,1.621218487394958,Germany,26.0,4.0,0.78425,3.849854516806723,3.5228587771235103
Mathys Tel,"FW,MF",-0.09884985142022706,-0.14168521974758377,0.7082063994724265,-0.4430662700722573,1.3696870083077068,0.7334978464381803,1.6284139194139198,Germany,18.0,4.0,0.78425,3.054531547619048,3.525485738989863
Emil Forsberg,"MF,FW",-0.7455753133851732,-0.024934951143531205,-0.2829288971805162,0.006885822401964975,0.7334898073078254,0.15652135046449103,1.4905623342175065,Germany,31.0,4.0,0.78425,4.264928017241379,3.526595627757988
Simone Bastoni,"MF,DF",-0.43545610722109496,0.2409180701355777,-0.3268059501944501,-0.11344394476551228,-0.08447802254916494,-0.300251708848013,1.3400828010026684,Italy,26.0,2.0,0.87481,3.6897563206517354,3.526941691115708
Manu Trigueros,MF,-0.9166375089561061,0.2635068889370707,-0.07351239654965112,0.3658422366087148,-0.44801928026338284,-0.300251708848013,1.8669331810394063,Spain,31.0,3.0,0.8173900000000001,4.517854067675614,3.5270029245566272
Mateo Kovačić,MF,0.45406730974775594,0.03615530568417139,-0.027009731471079105,0.36065032404703096,-0.2662486514062739,-0.300251708848013,1.840128019432324,England,29.0,1.0,0.99232,4.344163212631012,3.530286249708717
Marciano Tchami,"FW,MF",-1.210202309097191,0.7456168216432189,-0.05021600328838981,-0.49404413298964417,-0.44801928026338284,-0.300251708848013,1.2372093023255817,Spain,19.0,3.0,0.8173900000000001,2.908533546511628,3.5322021554178407
Robert Andrich,"MF,DF",0.6074714722274958,-0.010030661534502845,-0.49214100178807296,0.21388209864817445,0.1881779207364985,-0.03580414819340541,1.5341963993453354,Germany,28.0,4.0,0.78425,3.993290159574468,3.5341824692054735
Riccardo Pagano,"MF,DF",-1.2013732925515943,0.44206612327268113,-0.1913647389301501,0.24347343862914686,-0.44801928026338284,-0.300251708848013,1.7450980392156863,Italy,18.0,2.0,0.87481,3.1530162254901963,3.5354620737995717
Emile Smith Rowe,MF,-0.8680779179553252,-0.14168521974758377,0.2556728997312893,0.37477695922460397,-0.44801928026338284,0.30076547445791335,2.013839253286845,England,23.0,1.0,0.99232,3.85707551463645,3.541586954672005
Nathan N'Goumou,"FW,MF",0.2708652164266278,-0.12955532171079925,0.5026717472159467,-0.2726045333133773,0.5214240736411984,0.012277226471068707,1.5654348070701862,Germany,23.0,4.0,0.78425,3.5135951245956214,3.5518424401274866
Ludovic Blas,"FW,MF",0.46731083456615075,-0.028960822474705012,0.18870058259275677,-0.19354174727026957,0.24876813035553488,-0.1560075848545907,1.4800981092946808,France,25.0,5.0,0.6495000000000001,3.624438771041542,3.5522754384519746
Leandro Trossard,"FW,MF",0.5622227624313135,0.11861046107456714,0.598595259642228,-0.020594113778374355,1.5211625323552977,-0.18004827218682773,1.8923254033741264,England,28.0,1.0,0.99232,4.278091512193183,3.5537031814914934
Mattia Zaccagni,"FW,MF",0.9010362723685805,0.14131312719127265,0.7907230513134786,-0.3932111993050159,0.40024365440312576,-0.18004827218682773,1.626232026236182,Italy,28.0,2.0,0.87481,4.075753317053518,3.555506902733615
Sergi Roberto,"MF,DF",-0.30853899437814475,-0.22195102941287034,-0.3651541196890677,0.2292904084057087,0.4911289688316801,0.20460272512896513,1.6001046511627908,Spain,31.0,3.0,0.8173900000000001,4.3444155232558135,3.5575867547066977
Luis Rioja,"FW,MF",1.4992021433327458,0.26736068536158014,0.1342153310329497,-0.3370996488278022,0.09729260630794402,0.03631791380330578,1.4142114266953132,Spain,29.0,3.0,0.8173900000000001,4.023584927351954,3.5628245148340634
Khéphren Thuram,MF,1.0687875867349146,0.13073207366187325,0.27974762368060474,0.04674108391693842,-0.3268388610253102,-0.2040889595190648,1.7411090676138117,France,22.0,5.0,0.6495000000000001,3.4940958939489777,3.5644138445860687
Lee Jae-sung,"MF,FW",1.0743057220759125,0.1643495268911252,-0.4922493544125917,-0.171573173219449,0.3396534447840894,0.012277226471068707,1.2488406621622985,Germany,30.0,4.0,0.78425,4.007808930405494,3.564630601019186
Henrikh Mkhitaryan,MF,1.8159431119060214,0.10315029499489631,0.32812976157972396,0.45326006233626254,-0.2662486514062739,0.3248061617901504,2.1784472526770204,Italy,34.0,2.0,0.87481,5.034693214240064,3.5681030473251365
Oualid El Hajjam,"DF,MF",-0.8239328352273425,0.37307732818846784,-0.26086163548658925,-0.1320701046408245,-0.44801928026338284,-0.300251708848013,1.3716169326856351,France,32.0,5.0,0.6495000000000001,4.253926006245663,3.571385523678299
James Ward-Prowse,MF,2.0543265586371278,0.6745148562591289,-0.7179621690658063,0.018709509483436162,0.1881779207364985,0.20460272512896513,1.4400604923483964,England,28.0,1.0,0.99232,3.984119320026458,3.571585233231108
Pablo Ibáñez,MF,0.013720109536128752,-0.22195102941287034,-0.07677328492931987,0.2297090047838309,-0.20565844178723755,0.08439928846777987,1.696625,Spain,24.0,3.0,0.8173900000000001,3.70715375,3.5757859443551823
Lázaro,"FW,MF",-0.9431245585928957,0.6317853097542672,-0.27122520778009335,-0.5397284198146136,-0.44801928026338284,-0.300251708848013,1.069736842105263,Spain,21.0,3.0,0.8173900000000001,2.999676447368421,3.576418826943825
Jordan Ferri,MF,0.983808302483548,0.05255416518659269,-0.24515554217324337,0.7899844899764047,-0.3268388610253102,-0.2040889595190648,2.124939752421537,France,31.0,5.0,0.6495000000000001,4.643585839074,3.577725815206563
Pep Chavarría,"DF,MF",0.030274515559122254,-0.1650352734683945,-0.02168690472840662,0.3385860303417673,-0.20565844178723755,-0.10792621019011657,1.8052647814910023,Spain,25.0,3.0,0.8173900000000001,3.877769607969152,3.578712340628358
Junior Sambia,"DF,MF",-0.11871513864781927,-0.12544170411571567,-0.08770863619323228,-0.15246948844183864,-0.17536333697771941,0.10843997580001695,1.3849747219413548,Italy,26.0,2.0,0.87481,3.718936069261881,3.5791241444792936
Tomáš Suslov,"MF,FW",1.0511295536437215,0.02337550483055996,-0.09925034536661617,-0.34190876099444545,-0.054182917739646744,0.2286434124612022,1.26684202544999,Italy,21.0,2.0,0.87481,3.142149816542493,3.581229758140555
Maximilian Arnold,MF,1.5080311598783422,0.4966615726199,-0.6412411310908248,0.20696883170928385,-0.23595354659675571,-0.2040889595190648,1.5351138447581918,Germany,29.0,4.0,0.78425,4.093886499092825,3.5818847032673196
Unai López,MF,1.0687875867349146,0.13073207366187325,-0.36267832533406086,0.1647804967442638,-0.3268388610253102,-0.08388552285787954,1.5597143807067906,Spain,27.0,3.0,0.8173900000000001,3.918161847459414,3.5877025226334975
José Arnaiz,"FW,MF",-0.23238872667237465,0.16209217817364122,0.007899595616856084,-0.7307434877627197,0.12758771111746223,-0.05984483552564246,0.9796175342523018,Spain,28.0,3.0,0.8173900000000001,3.641098897263997,3.5906753096347255
Davide Frattesi,MF,-0.2036944228991859,-0.21658161847471222,0.1438819831844294,-0.17289874497746657,1.2788016938791522,0.3728875364546246,1.535961967796108,Italy,23.0,2.0,0.87481,3.5170777790674705,3.593410429785641
Gonçalo Paciência,"FW,MF",-0.5403006787000538,0.06262775030950883,-0.41429830928126127,-0.3063480930173115,0.8243751217363797,0.03631791380330578,1.164769230769231,Germany,28.0,4.0,0.78425,3.7531625000000006,3.595543085700185
Ryan Christie,MF,1.9505856142263687,0.4749586138081884,-0.15143450450517834,0.21494149478784416,-0.44801928026338284,0.06035860113554279,1.7911300309597524,England,28.0,1.0,0.99232,4.212314520123839,3.6006218759164303
Jeffrey Schlupp,"FW,MF",0.23444552317604211,0.07780528522803568,-0.37766645398393817,-0.4701469859119871,-0.054182917739646744,0.012277226471068707,1.0109546351084813,England,30.0,1.0,0.99232,3.905200512820513,3.6017689032261218
Wilson Odobert,"MF,FW",1.057751316052919,0.135909839508405,0.931097370434545,-0.40302396190843665,-0.054182917739646744,-0.08388552285787954,1.6788303595903722,England,18.0,1.0,0.99232,3.139319733733742,3.604189683552345
Bruno Guimarães,MF,2.3434768505054144,0.47969637513679747,-0.17927430938314662,0.8221306398506892,0.12758771111746223,0.2286434124612022,2.346303588359003,England,25.0,1.0,0.99232,4.273177332433352,3.6047760742354136
Fermin López,"MF,FW",0.33818646758680143,-0.05756701379683775,0.17380636759531717,0.11357022128529026,1.0667359602125253,-0.300251708848013,1.7424821525218424,Spain,20.0,3.0,0.8173900000000001,3.3369608991391977,3.6051143764425255
Giovanni Fabbian,"MF,FW",-0.0911244619428301,0.1696488298632241,-0.5473747003501437,-0.6427713865341946,0.854670226545898,0.10843997580001695,0.8443254655572537,Italy,20.0,2.0,0.87481,2.767514052612215,3.6051765523099664
Gavi,"MF,FW",-0.21583432064938116,-0.12167088798688905,0.11564123718896481,-0.119606125332304,-0.14506823216820122,-0.05984483552564246,1.4889305891848266,Spain,18.0,3.0,0.8173900000000001,2.9721523829701377,3.6067785378955697
Jean-Ricner Bellegarde,"MF,FW",-0.20038354169458722,-0.1650352734683945,0.26162251339823445,-0.1321251801272512,0.12758771111746223,-0.08388552285787954,1.5424509394572024,England,25.0,1.0,0.99232,3.7506731106471816,3.6083150490845037
Jean-Ricner Bellegarde,"MF,FW",-0.20038354169458722,-0.1650352734683945,0.26162251339823445,-0.1321251801272512,0.12758771111746223,-0.08388552285787954,1.5424509394572024,France,25.0,5.0,0.6495000000000001,3.664968110647181,3.6083150490845037
Eliesse Ben Seghir,"MF,FW",-0.7853058878403576,-0.12709143617207722,1.4004335315344925,0.041133292497571756,0.8243751217363797,0.20460272512896513,2.289968847352025,France,18.0,5.0,0.6495000000000001,3.4508547507788165,3.612612786700354
Felipe Anderson,"FW,MF",1.7993887058830278,0.16611094293582845,0.5585452449167371,-0.03305980913527743,0.036702396688907735,0.15652135046449103,1.8663048900557928,Italy,30.0,2.0,0.87481,4.431800678536265,3.6126233242914942
Youssouf Fofana,MF,1.7188239299044594,0.13851542490214322,-0.18967692034488984,0.9381421669922556,-0.054182917739646744,0.012277226471068707,2.3342395253985915,France,24.0,5.0,0.6495000000000001,4.0796306915090845,3.6137722764977123
Marcel Sabitzer,MF,0.9065544077095783,-0.15668066709122377,-0.18053205932072372,0.19744549148893212,0.09729260630794402,0.03631791380330578,1.6386834090451887,Germany,29.0,4.0,0.78425,4.1612067158793735,3.6157426157695927
Junior Messias,"MF,DF",-0.09553897021562836,0.09181531746052218,0.3360328872640629,-0.4052015239167106,-0.17536333697771941,-0.300251708848013,1.3594273504273504,Italy,32.0,2.0,0.87481,4.302330277777778,3.616633031372252
Gaetano Oristanio,"FW,MF",-0.03925398973745046,0.03486396692195962,-0.07385266316318174,-0.487928985900553,0.036702396688907735,-0.10792621019011657,1.115424178154825,Italy,20.0,2.0,0.87481,2.943728215800636,3.6169307588753354
Manu Sánchez,"DF,MF",0.7012797730244589,-0.15116747506567962,-0.0562993149935133,-0.11179748519874799,-0.44801928026338284,0.30076547445791335,1.4442428683777793,Spain,22.0,3.0,0.8173900000000001,3.343105364445557,3.6176018880359258
Carles Pérez,"MF,DF",-0.40565817637970664,-0.01678958356650369,0.7540301118724829,-0.4927948505347299,-0.08447802254916494,-0.01176346086116837,1.4929933726955056,Spain,25.0,3.0,0.8173900000000001,3.6747931922520793,3.6200886611913736
Douglas Luiz,MF,2.0454975420915313,0.3736988488649024,-0.17438138162210162,0.18764167715485694,0.36994854959360757,0.06035860113554279,1.76151778373763,England,25.0,1.0,0.99232,3.8930665594294593,3.6229346090942207
Xeber,"FW,MF",-0.924362898433503,0.5313457404404862,-0.18131607066426314,-0.5643017926395238,-0.44801928026338284,-0.300251708848013,1.0681729645500586,Spain,26.0,3.0,0.8173900000000001,3.4986599269575382,3.6259031617450135
Maxence Caqueret,MF,2.077502727069319,0.4691688641986219,-0.05378909338653479,0.9861348226651743,-0.35713396583482837,-0.08388552285787954,2.489735747376383,France,23.0,5.0,0.6495000000000001,4.080703235794649,3.627461694394623
Jacob Ramsey,"FW,MF",-0.31626438385554173,-0.11710621583094122,0.5468530768750123,-0.29561472772995767,-0.11477312735868307,-0.03580414819340541,1.5417478867156165,England,22.0,1.0,0.99232,3.450216126365151,3.6275564614657623
Emran Soglo,"MF,DF",-1.1373629225960196,0.44206612327268113,-0.5950630722908731,-0.40556284352232264,2.0664744189266244,1.6951253397276627,1.3258837920489297,France,18.0,5.0,0.6495000000000001,2.8241994648318043,3.628010481442071
Weston McKennie,"MF,DF",1.6051503418799042,0.2207270723774973,0.004592039878596843,-0.24084915859219608,-0.44801928026338284,0.2767247871256763,1.4392202946971646,Italy,24.0,2.0,0.87481,3.5541956915531574,3.628398333906948
Mitchell Weiser,"DF,MF",1.651502678744286,0.07428285391588606,0.23891534788370453,-0.1031068757913969,-0.14506823216820122,0.2767247871256763,1.6456371169472832,Germany,29.0,4.0,0.78425,4.165726626015735,3.629428357060779
Warren Zaïre-Emery,"MF,DF",0.9076580347777778,-0.19845369897707757,0.11488916913660518,0.24969026125511884,-0.17536333697771941,0.03631791380330578,1.8032935779816512,France,17.0,5.0,0.6495000000000001,3.0345158256880733,3.6299899237428095
Josh Wilson-Esbrand,"DF,MF",-0.7488861945897719,-0.1828911969019555,-0.026793273838075855,-0.12165498369572421,0.1578828159269804,0.1805620377967281,1.447445025732636,France,20.0,5.0,0.6495000000000001,3.103214266726213,3.6326025512577007
Facundo Buonanotte,"FW,MF",0.24768904799443692,0.0027164282626922862,-0.2976014110182897,-0.33778124574783275,0.1578828159269804,-0.13196689752235363,1.1356133662602257,England,18.0,1.0,0.99232,2.786228688069147,3.6328702955769385
Zito Luvumbo,"FW,MF",0.8900000016865848,0.020467931091378403,0.7400192645559193,-0.752501798859926,0.09729260630794402,0.25268409979343925,1.3082135053861672,Italy,21.0,2.0,0.87481,3.169041278501009,3.6335456639939907
Unai Gómez,MF,-0.2919845883551513,0.05089254289827654,-0.06564154368352483,-0.31272827461320896,0.1881779207364985,-0.300251708848013,1.2558512518409426,Spain,20.0,3.0,0.8173900000000001,3.0206508136966126,3.6335606384509727
Lucas Beltrán,"FW,MF",0.6096787263638949,0.13528616215352052,-0.6756250287649131,-0.37576839040529764,0.5214240736411984,-0.03580414819340541,0.9798936170212766,Italy,22.0,2.0,0.87481,3.05563335106383,3.633770067606539
Olasagasti,MF,-0.8603525284779282,0.29029077408741216,-0.09020814505355514,-0.2274819594013567,-0.44801928026338284,-0.300251708848013,1.35,Spain,22.0,3.0,0.8173900000000001,3.2818475000000005,3.6342130733606126
Dion Drena Beljo,"FW,MF",-0.6164509464058239,0.04511521001890095,0.11550014352681826,-0.2624774811832145,0.4911289688316801,-0.300251708848013,1.3924722626770818,Germany,21.0,4.0,0.78425,3.201169470740103,3.6368711167112098
Antoine Griezmann,"FW,MF",1.6603316952898826,0.25621875692337226,-0.3207755478513234,-0.05085125966873961,1.187916379450598,0.1805620377967281,1.502583572612101,Spain,32.0,3.0,0.8173900000000001,4.381026822197866,3.6391870178651655
Daler Kuzyaev,MF,1.0489222995073224,0.06262775030950883,-0.5242376931819595,0.2043717065011797,-0.17536333697771941,-0.08388552285787954,1.5089665071770333,France,30.0,5.0,0.6495000000000001,4.143203229665072,3.642148894701835
Anthony Elanga,"FW,MF",1.4274663838997739,0.0036040034041264304,0.6084708445885492,-0.5586576582656778,0.09729260630794402,0.4930909731158098,1.4415832762478875,England,21.0,1.0,0.99232,3.285109129561127,3.6434151149905607
Ramón Terrats,"MF,DF",-0.3913110244931123,-0.2383061316957656,-0.013535312752186815,0.027493893035540323,-0.44801928026338284,0.25268409979343925,1.5599144154037634,Spain,22.0,3.0,0.8173900000000001,3.4182918700124465,3.644350679815861
