Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore,Euclidean Distance
Morgan Sanson,MF,0.5946682823386852,0.19724770642201842,0.058044806517311615,0.03818737270875763,0.015,0.012444444444444445,1.6552713802574786,France,28.0,5.0,0.6495000000000001,4.038301397167361,0.3372306665412286
Dominik Szoboszlai,MF,0.6370796728264162,0.23931623931623933,0.07129277566539925,0.07224334600760457,0.021666666666666667,0.008,2.460647687757954,England,22.0,1.0,0.99232,4.04750099704267,0.3373673162820842
David Brooks,"FW,MF",0.08512571947894577,0.25806451612903225,0.056737588652482275,0.07446808510638298,0.05333333333333333,0.028444444444444446,2.4951928620452986,England,26.0,1.0,0.99232,4.469955360329444,0.3375016801506783
Daniel Maldini,"MF,FW",0.1005755831566192,0.2972972972972973,0.09009009009009009,0.030030030030030026,0.18,0.024000000000000004,2.134945945945946,Italy,21.0,2.0,0.87481,3.706417364864865,0.33758692746022356
Daniel Maldini,"MF,FW",0.1005755831566192,0.2972972972972973,0.09009009009009009,0.030030030030030026,0.18,0.024000000000000004,2.134945945945946,Italy,21.0,2.0,0.87481,3.706417364864865,0.33758692746022356
Simone Bastoni,"MF,DF",0.22538624659194184,0.14457831325301204,0.03221476510067114,0.04161073825503356,0.019999999999999997,0.0,1.3400828010026684,Italy,26.0,2.0,0.87481,3.6897563206517354,0.33766900938418454
Oihan Sancet,MF,0.5980006058770069,0.19178082191780824,0.0769620253164557,0.06126582278481014,0.03,0.020444444444444446,2.2660046818103,Spain,23.0,3.0,0.8173900000000001,3.977250543176696,0.33768079478741264
Florian Pick,"MF,FW",0.09875795213571645,0.25,0.07339449541284404,0.03669724770642202,0.0,0.02488888888888889,1.9051009174311928,Germany,27.0,4.0,0.78425,4.134378096330275,0.33778425306712956
Merlin Röhl,"MF,FW",0.44713723114207815,0.11585365853658539,0.05958023019634394,0.025727826675693975,0.019999999999999997,0.021333333333333333,1.3150302690027578,Germany,21.0,4.0,0.78425,3.150832174851793,0.33830287977296697
Mateo Kovačić,MF,0.46955468039987885,0.12209302325581398,0.04771115409413281,0.06447453255963895,0.009999999999999998,0.0,1.840128019432324,England,29.0,1.0,0.99232,4.344163212631012,0.3384107239659819
Pablo Torre,"MF,FW",0.21205695243865497,0.14102564102564105,0.07132667617689016,0.09272467902995721,0.0,0.023111111111111114,2.6710355901825227,Spain,20.0,3.0,0.8173900000000001,3.94052063361864,0.3387293341778053
Hamza Rafia,MF,0.3644350196910027,0.11194029850746268,0.024916943521594685,0.03820598006644518,0.011666666666666667,0.0,1.1428407299052907,Italy,24.0,2.0,0.87481,3.3615489744384397,0.338814564939903
Sargis Adamyan,"FW,MF",0.24235080278703425,0.1348314606741573,0.03745318352059925,0.022471910112359557,0.018333333333333333,0.019555555555555555,1.08823595505618,Germany,30.0,4.0,0.78425,3.903415870786517,0.33892149941282446
Bilal Boutobba,"FW,MF",0.2802181157225083,0.11650485436893204,0.08207343412526998,0.04643628509719223,0.016666666666666666,0.008888888888888889,1.847523747614754,France,24.0,5.0,0.6495000000000001,3.7632654359495903,0.3389991328164231
Matheus Nunes,MF,0.19993941229930326,0.15000000000000002,0.08472012102874434,0.051437216338880494,0.0,0.024000000000000004,2.0693509833585475,England,24.0,1.0,0.99232,3.993158139183056,0.3391677323742583
Matheus Nunes,MF,0.19993941229930326,0.15000000000000002,0.08472012102874434,0.051437216338880494,0.0,0.024000000000000004,2.0693509833585475,England,24.0,1.0,0.99232,3.993158139183056,0.3391677323742583
Arthur Atta,"MF,FW",0.27961223871554075,0.11650485436893204,0.03463203463203463,0.051948051948051945,0.016666666666666666,0.01688888888888889,1.5467629554911109,France,20.0,5.0,0.6495000000000001,3.1677709210692218,0.33983961417962
Azor Matusiwa,MF,0.4192668888215692,0.11363636363636363,0.017328519855595668,0.05631768953068592,0.009999999999999998,0.0,1.4029478175254348,France,25.0,5.0,0.6495000000000001,3.5742910813915327,0.33991155236132237
Azor Matusiwa,MF,0.4192668888215692,0.11363636363636363,0.017328519855595668,0.05631768953068592,0.009999999999999998,0.0,1.4029478175254348,France,25.0,5.0,0.6495000000000001,3.5742910813915327,0.33991155236132237
Fermin López,"MF,FW",0.4377461375340806,0.11180124223602483,0.058091286307053944,0.05255878284923928,0.08333333333333333,0.0,1.7424821525218424,Spain,20.0,3.0,0.8173900000000001,3.3369608991391977,0.34018197029027736
Abdoul Kader Bamba,"FW,MF",0.18479248712511362,0.16176470588235295,0.1342062193126023,0.05073649754500818,0.048333333333333325,0.013333333333333334,2.518642341388274,France,29.0,5.0,0.6495000000000001,4.699492521902378,0.3402979113315906
Alfred Duncan,MF,0.571644956073917,0.17142857142857143,0.024364406779661014,0.0704449152542373,0.016666666666666666,0.021333333333333333,1.912145278450364,Italy,30.0,2.0,0.87481,4.461596930992736,0.34036048435429483
Mohammed Daramy,"FW,MF",0.4989397152378067,0.12568306010928962,0.08737864077669902,0.041868932038834954,0.03666666666666667,0.024000000000000004,1.8944146639079,France,21.0,5.0,0.6495000000000001,3.493744531540135,0.34070167922867056
Unai Gómez,MF,0.2647682520448349,0.12371134020618556,0.04571428571428572,0.03200000000000001,0.034999999999999996,0.0,1.2558512518409426,Spain,20.0,3.0,0.8173900000000001,3.0206508136966126,0.3407474356411238
Răzvan Marin,MF,0.5504392608300515,0.1633663366336634,0.023102310231023104,0.039603960396039604,0.0,0.013333333333333334,1.2925247524752477,Italy,27.0,2.0,0.87481,3.758843589108911,0.3412881095212373
Kiké,"FW,MF",0.43077855195395337,0.11392405063291139,0.025298664792691498,0.022487702037947997,0.03166666666666666,0.011555555555555557,0.9183147210831102,Spain,33.0,3.0,0.8173900000000001,4.101252068704022,0.34154243172695675
Iliman Ndiaye,"FW,MF",0.48985156013329295,0.12222222222222223,0.0630407911001236,0.038318912237330034,0.028333333333333335,0.015111111111111113,1.5695519846174977,France,23.0,5.0,0.6495000000000001,3.4825837900013736,0.3427633809561346
Mathias Pereira Lage,"FW,MF",0.35928506513177827,0.10606060606060606,0.032013479359730417,0.01937657961246841,0.03833333333333333,0.013333333333333334,0.9170209593832174,France,26.0,5.0,0.6495000000000001,3.3584386235990915,0.34281843082642877
Nathan N'Goumou,"FW,MF",0.4192668888215692,0.10389610389610389,0.07509025270758125,0.03393501805054151,0.05333333333333333,0.011555555555555557,1.5654348070701862,Germany,23.0,4.0,0.78425,3.5135951245956214,0.3428339062189858
Alassane Pléa,"FW,MF",0.5792184186610118,0.16901408450704225,0.05854678515420805,0.06011500261369576,0.055,0.01688888888888889,2.0370192824484805,Germany,30.0,4.0,0.78425,4.520125033591512,0.343209956709762
Joan Gonzàlez,MF,0.3907906694940927,0.1048951048951049,0.038729666924864445,0.037955073586367155,0.011666666666666667,0.006222222222222223,1.2695485366685983,Italy,21.0,2.0,0.87481,3.143909048834589,0.3432238037624284
Leandro Trossard,"FW,MF",0.4992426537412905,0.13114754098360656,0.08004851425106126,0.046088538508186776,0.10833333333333334,0.0044444444444444444,1.8923254033741264,England,28.0,1.0,0.99232,4.278091512193183,0.34322573627173086
Hákon Arnar Haraldsson,"FW,MF",0.38867009996970614,0.1048951048951049,0.03894080996884735,0.037383177570093455,0.023333333333333334,0.0,1.2471546957715185,France,20.0,5.0,0.6495000000000001,2.973025552251487,0.34325257794998304
Pep Chavarría,"DF,MF",0.3532262950621024,0.1,0.04798628963153385,0.06341045415595545,0.013333333333333332,0.0071111111111111115,1.8052647814910023,Spain,25.0,3.0,0.8173900000000001,3.877769607969152,0.3434671682146268
Dodi Lukebakio,"FW,MF",0.3405028779157831,0.10400000000000001,0.08533333333333333,0.023111111111111114,0.06666666666666667,0.0071111111111111115,1.4560000000000002,Spain,25.0,3.0,0.8173900000000001,3.6507475,0.34361819003501853
Ander Herrera,MF,0.3117237200848228,0.10526315789473684,0.021359223300970873,0.0912621359223301,0.0,0.023111111111111114,2.123477772100153,Spain,33.0,3.0,0.8173900000000001,4.8846080518651,0.34431216869614417
Nadiem Amiri,MF,0.39806119357770375,0.1,0.024334600760456276,0.06692015209125475,0.011666666666666667,0.024000000000000004,1.711574144486692,Germany,26.0,4.0,0.78425,3.9085856939163497,0.3445090973413485
Nadiem Amiri,MF,0.39806119357770375,0.1,0.024334600760456276,0.06692015209125475,0.011666666666666667,0.024000000000000004,1.711574144486692,Germany,26.0,4.0,0.78425,3.9085856939163497,0.3445090973413485
Sandi Lovrić,MF,0.6016358679188124,0.19457013574660637,0.052340211373930544,0.04026170105686965,0.008333333333333333,0.012444444444444445,1.6319127928822412,Italy,25.0,2.0,0.87481,3.7794458153734567,0.34453856804100114
Mattias Svanberg,MF,0.5192365949712208,0.13612565445026178,0.0326530612244898,0.04897959183673469,0.008333333333333333,0.014222222222222223,1.500761512982156,Germany,24.0,4.0,0.78425,3.5715574834384016,0.3449653704774329
Marco Richter,"MF,FW",0.21690396849439564,0.1375,0.05578800557880056,0.04184100418410042,0.021666666666666667,0.0,1.5432301255230123,Germany,25.0,4.0,0.78425,3.699162081589958,0.3449840374979548
Óliver Torres,MF,0.4892456831263254,0.12222222222222223,0.049504950495049514,0.05940594059405941,0.0,0.005333333333333333,1.7772959295929591,Spain,28.0,3.0,0.8173900000000001,4.159589854235424,0.3451830857085235
Junior Sambia,"DF,MF",0.31232959709179037,0.10434782608695653,0.044573643410852716,0.03972868217054264,0.015,0.015111111111111113,1.3849747219413548,Italy,26.0,2.0,0.87481,3.718936069261881,0.34522549095637084
Nikola Moro,MF,0.25416540442290214,0.11827956989247311,0.05,0.06904761904761904,0.018333333333333333,0.0,1.940416282642089,Italy,25.0,2.0,0.87481,3.9799730837173577,0.3454309711659744
Ludovic Blas,"FW,MF",0.47318994244168433,0.11494252873563221,0.05886116442738323,0.037747920665387076,0.03833333333333333,0.005333333333333333,1.4800981092946808,France,25.0,5.0,0.6495000000000001,3.624438771041542,0.3454377445608721
Kevin Paredes,"FW,MF",0.4335049984853075,0.1069182389937107,0.04748603351955307,0.034916201117318434,0.03166666666666666,0.0,1.2887023997751308,Germany,20.0,4.0,0.78425,3.0337190598538357,0.34577852521584734
Aïssa Laïdouni,MF,0.3241441987276583,0.10084033613445378,0.044817927170868355,0.05228758169934641,0.0,0.022222222222222223,1.621218487394958,Germany,26.0,4.0,0.78425,3.849854516806723,0.3459801720507749
Mathys Tel,"FW,MF",0.31778249015449866,0.10256410256410259,0.08571428571428572,0.025714285714285717,0.09999999999999999,0.03822222222222222,1.6284139194139198,Germany,18.0,4.0,0.78425,3.054531547619048,0.3466577600059479
Benedict Hollerbach,"FW,MF",0.38806422296273857,0.09859154929577464,0.0764430577223089,0.03042121684867396,0.05833333333333333,0.0,1.4677525213684604,Germany,22.0,4.0,0.78425,3.350101638889499,0.347574102822864
Corentin Tolisso,MF,0.5271129960617994,0.13471502590673576,0.03446295232624928,0.08788052843193567,0.016666666666666666,0.0044444444444444444,2.186446134524557,France,28.0,5.0,0.6495000000000001,4.383564987440963,0.34765344583644486
Faride Alidou,"FW,MF",0.38806422296273857,0.09859154929577464,0.0795631825273011,0.02574102964118565,0.04666666666666667,0.0,1.4045902748786008,Germany,22.0,4.0,0.78425,3.3090461786710907,0.3482886369593688
Kevin Kampl,MF,0.41260224174492577,0.09933774834437088,0.04108584005869406,0.06456346294937637,0.011666666666666667,0.0,1.7375903903057628,Germany,32.0,4.0,0.78425,4.525496253698746,0.3484039360524448
William Carvalho,MF,0.20569524386549531,0.13157894736842107,0.03529411764705883,0.08529411764705883,0.021666666666666667,0.035555555555555556,2.2490990712074304,Spain,31.0,3.0,0.8173900000000001,4.7662618962848295,0.34872033540583175
Lucas Beltrán,"FW,MF",0.5122690093910935,0.13297872340425532,0.014184397163120567,0.028959810874704492,0.05333333333333333,0.009777777777777778,0.9798936170212766,Italy,22.0,2.0,0.87481,3.05563335106383,0.3490115979034793
Mathias Honsak,"FW,MF",0.3089972735534687,0.10619469026548672,0.043095004897159644,0.01860920666013712,0.015,0.008,0.9712101444878786,Germany,26.0,4.0,0.78425,3.427349093917121,0.3490512662372898
Pablo Ibáñez,MF,0.3486822175098455,0.09375,0.04513888888888889,0.058159722222222224,0.013333333333333332,0.014222222222222223,1.696625,Spain,24.0,3.0,0.8173900000000001,3.70715375,0.3493660980885954
Franco Cervi,"MF,DF",0.16510148439866706,0.1639344262295082,0.05860805860805861,0.04395604395604396,0.0,0.014222222222222223,1.6945501711403352,Spain,29.0,3.0,0.8173900000000001,4.205805111241219,0.34955693704434865
Lukas Daschner,"MF,FW",0.16207209936382916,0.16666666666666669,0.04104477611940299,0.03171641791044776,0.028333333333333335,0.015111111111111113,1.34163184079602,Germany,24.0,4.0,0.78425,3.4681231965174133,0.3495669368107419
Hans Nicolussi Caviglia,MF,0.08088458043017267,0.26666666666666666,0.0,0.05223880597014926,0.0,0.030222222222222227,1.57563184079602,Italy,23.0,2.0,0.87481,3.542863196517413,0.3497311678755249
Frenkie de Jong,MF,0.4946985761890336,0.1153846153846154,0.08445532435740516,0.10281517747858017,0.018333333333333333,0.0,2.852540344600321,Spain,26.0,3.0,0.8173900000000001,4.658498723990209,0.3499728788920211
Gavi,"MF,FW",0.2856710087852166,0.10476190476190478,0.05508474576271186,0.0413135593220339,0.016666666666666666,0.008888888888888889,1.4889305891848266,Spain,18.0,3.0,0.8173900000000001,2.9721523829701377,0.35000230704499186
Darwin Machís,MF,0.23750378673129355,0.12643678160919541,0.05095541401273886,0.019108280254777073,0.07666666666666666,0.0,1.101421333919028,Spain,30.0,3.0,0.8173900000000001,3.920271367047368,0.35056311624821673
Hicham Boudaoui,MF,0.48833686761587397,0.11731843575418995,0.03471791692498451,0.04835709857408556,0.018333333333333333,0.0,1.4285258981667806,France,23.0,5.0,0.6495000000000001,3.390916833808408,0.35085819349863745
Takefusa Kubo,"FW,MF",0.6510148439866706,0.24267782426778248,0.12651162790697673,0.0413953488372093,0.048333333333333325,0.015111111111111113,2.449076578768123,Spain,22.0,3.0,0.8173900000000001,3.99624727619928,0.35101417939159135
Wesley Saïd,"FW,MF",0.30869433504998484,0.10619469026548672,0.03529411764705882,0.025490196078431376,0.10333333333333333,0.008,1.077859968766267,France,28.0,5.0,0.6495000000000001,3.662983979698074,0.3513252752961012
Jovane Cabral,"MF,FW",0.20508936685852772,0.13333333333333333,0.06489675516224189,0.05899705014749263,0.021666666666666667,0.0,1.9256843657817109,Italy,25.0,2.0,0.87481,3.970397337758112,0.35150465146089077
Naatan Skyttä,"MF,FW",0.03604968191457134,0.3846153846153846,0.016666666666666666,0.1,0.0,0.0,2.7192307692307693,France,21.0,5.0,0.6495000000000001,4.0298750000000005,0.35220893770261896
Jean-Ricner Bellegarde,"MF,FW",0.2899121478339897,0.1,0.06263048016701461,0.0407098121085595,0.03166666666666666,0.008,1.5424509394572024,England,25.0,1.0,0.99232,3.7506731106471816,0.35231804976884207
Jean-Ricner Bellegarde,"MF,FW",0.2899121478339897,0.1,0.06263048016701461,0.0407098121085595,0.03166666666666666,0.008,1.5424509394572024,France,25.0,5.0,0.6495000000000001,3.664968110647181,0.35231804976884207
Adam Hložek,"MF,FW",0.1387458345955771,0.17647058823529413,0.06100217864923747,0.02832244008714597,0.065,0.052444444444444446,1.6277647058823532,Germany,21.0,4.0,0.78425,3.35410955882353,0.35234269419328823
Philipp Förster,"MF,FW",0.11632838533777642,0.2093023255813954,0.03636363636363637,0.05454545454545455,0.0,0.0,1.7276955602537,Germany,28.0,4.0,0.78425,4.119064614164905,0.35239749529361397
Oliver Norwood,MF,0.4359285065131778,0.10625000000000001,0.004166666666666667,0.050694444444444445,0.009999999999999998,0.0,1.1685,England,32.0,1.0,0.99232,4.207605,0.35273492348756136
Abdón Prats,"FW,MF",0.38442896092093304,0.09929078014184396,0.014173228346456693,0.02047244094488189,0.07166666666666666,0.006222222222222223,0.7586445524096723,Spain,30.0,3.0,0.8173900000000001,3.697466459066287,0.3537380224527064
Isaac Success,"FW,MF",0.2662829445622539,0.11224489795918367,0.03409090909090909,0.019318181818181818,0.016666666666666666,0.008888888888888889,0.919035250463822,Italy,27.0,2.0,0.87481,3.5160754128014844,0.35396115986726207
Serge Gnabry,"FW,MF",0.1305664950015147,0.1875,0.1064814814814815,0.05324074074074075,0.10333333333333333,0.018666666666666668,2.416666666666667,Germany,28.0,4.0,0.78425,4.566895833333334,0.35403171446229525
Keito Nakamura,"FW,MF",0.41805513480763407,0.0915032679738562,0.06951484431571325,0.04055032585083273,0.043333333333333335,0.006222222222222223,1.5855460001041206,France,23.0,5.0,0.6495000000000001,3.4929799000676787,0.3545366082490174
Adrian Beck,"MF,FW",0.2947591638897304,0.10185185185185185,0.03490759753593429,0.029774127310061602,0.015,0.008,1.0898063731082213,Germany,26.0,4.0,0.78425,3.504436642520344,0.3546287657835837
Alberto Moleiro,"FW,MF",0.5458951832777945,0.135,0.09539656128674431,0.048252911813643926,0.024999999999999998,0.013333333333333334,2.0571214642262894,Spain,19.0,3.0,0.8173900000000001,3.4414764517470884,0.354731097145693
Sven Michel,"FW,MF",0.17631020902756742,0.15384615384615385,0.020583190394511147,0.024013722126929673,0.051666666666666666,0.013333333333333334,1.001188019527642,Germany,33.0,4.0,0.78425,4.146834712692968,0.3551904736124567
Luca Koleosho,"MF,FW",0.2947591638897304,0.10185185185185185,0.10882956878850103,0.01950718685831622,0.015,0.008,1.5702991862499047,England,18.0,1.0,0.99232,3.0687744710624383,0.35547956226250793
Badredine Bouanani,MF,0.13389881853983643,0.18367346938775508,0.13544018058690746,0.07223476297968397,0.03333333333333333,0.0,2.906534297691989,France,18.0,5.0,0.6495000000000001,3.851622293499793,0.35558451221099685
Badredine Bouanani,MF,0.13389881853983643,0.18367346938775508,0.13544018058690746,0.07223476297968397,0.03333333333333333,0.0,2.906534297691989,France,18.0,5.0,0.6495000000000001,3.851622293499793,0.35558451221099685
Oliver Arblaster,MF,0.28536807028173283,0.10476190476190478,0.027571580063626724,0.04559915164369035,0.0,0.0,1.2784527596828763,England,19.0,1.0,0.99232,2.97907429379387,0.3557128757777414
Frank Onyeka,MF,0.35140866404119964,0.09302325581395349,0.02928509905254091,0.028423772609819122,0.013333333333333332,0.014222222222222223,1.0172403100775194,England,25.0,1.0,0.99232,3.409286201550388,0.3557217709735753
Mikkel Damsgaard,MF,0.25477128142986977,0.10638297872340424,0.03800475059382423,0.07244655581947744,0.0,0.018666666666666668,1.9218467175418208,England,23.0,1.0,0.99232,3.797280366402184,0.3561116049844673
Cauley Woodrow,"FW,MF",0.12905180248409573,0.19148936170212766,0.03278688524590165,0.014051522248243561,0.034999999999999996,0.018666666666666668,1.0149880910857545,England,28.0,1.0,0.99232,3.7078222592057406,0.35614595959836565
Sergi Canós,"MF,FW",0.3720084822780976,0.08759124087591241,0.05207485760781123,0.04231082180634663,0.011666666666666667,0.013333333333333334,1.457450992736365,Spain,26.0,3.0,0.8173900000000001,3.7516906452786376,0.3563143216658019
Harrison Reed,MF,0.40109057861254166,0.09523809523809525,0.015094339622641511,0.042264150943396236,0.0,0.012444444444444445,1.1290799640610962,England,28.0,1.0,0.99232,3.7819819766397127,0.35638486532748975
Lewis Miley,MF,0.36382914268403516,0.08955223880597016,0.023294509151414313,0.04409317803660566,0.011666666666666667,0.019555555555555555,1.255432264633571,England,17.0,1.0,0.99232,2.7641109720118213,0.35652672208213376
Antonio Puertas,"MF,FW",0.22084216903968495,0.12345679012345681,0.049315068493150684,0.030136986301369868,0.0,0.022222222222222223,1.3082149501099274,Spain,31.0,3.0,0.8173900000000001,4.154687217571453,0.3565726656639421
Moses Simon,"FW,MF",0.5413511057255377,0.1457286432160804,0.16331096196868009,0.020134228187919465,0.024999999999999998,0.022222222222222223,2.213672051532832,France,28.0,5.0,0.6495000000000001,4.401261833496341,0.35693818120054877
Hamed Junior Traorè,MF,0.11541956982732504,0.2,0.06282722513089006,0.0549738219895288,0.0,0.0,1.9549738219895287,Italy,23.0,2.0,0.87481,3.789435484293194,0.35697078243282604
Hamed Junior Traorè,MF,0.11541956982732504,0.2,0.06282722513089006,0.0549738219895288,0.0,0.0,1.9549738219895287,England,23.0,1.0,0.99232,3.818812984293194,0.35697078243282604
Nicolò Zaniolo,"FW,MF",0.25386246591941836,0.10752688172043011,0.0834326579261025,0.03575685339690107,0.034999999999999996,0.0,1.630571045920002,England,24.0,1.0,0.99232,3.707951179848002,0.3570000318831286
Hugo González,"MF,FW",0.02605271129960618,0.4,0.04597701149425288,0.02298850574712644,0.0,0.09155555555555556,1.936586206896552,Spain,20.0,3.0,0.8173900000000001,3.4631285344827587,0.35739868466396835
Ernest Nuamah,"FW,MF",0.5564980308997273,0.14215686274509806,0.11425462459194778,0.040261153427638745,0.024999999999999998,0.008888888888888889,2.0823061085152235,France,19.0,5.0,0.6495000000000001,3.4158739705348955,0.3574085666652893
Jacob Ramsey,"FW,MF",0.25810360496819146,0.10526315789473684,0.07737397420867526,0.032825322391559206,0.018333333333333333,0.009777777777777778,1.5417478867156165,England,22.0,1.0,0.99232,3.450216126365151,0.35747711543238475
Florent Muslija,"MF,FW",0.03150560436231445,0.5,0.11428571428571428,0.12380952380952381,0.0,0.0,4.257142857142857,Germany,25.0,4.0,0.78425,5.463205357142858,0.35751015956408555
James Mcatee,"MF,FW",0.5516510148439866,0.13861386138613865,0.06037321624588365,0.02799121844127333,0.024999999999999998,0.013333333333333334,1.3844286009281497,England,20.0,1.0,0.99232,3.1479585906032974,0.35752804260458965
James Mcatee,"MF,FW",0.5516510148439866,0.13861386138613865,0.06037321624588365,0.02799121844127333,0.024999999999999998,0.013333333333333334,1.3844286009281497,England,20.0,1.0,0.99232,3.1479585906032974,0.35752804260458965
Robert Andrich,"MF,DF",0.511663132384126,0.11702127659574468,0.023668639053254437,0.05739644970414201,0.034999999999999996,0.009777777777777778,1.5341963993453354,Germany,28.0,4.0,0.78425,3.993290159574468,0.35753250830386935
Carles Pérez,"MF,DF",0.23356558618600426,0.1162790697674419,0.08808290155440415,0.023316062176165803,0.019999999999999997,0.010666666666666666,1.4929933726955056,Spain,25.0,3.0,0.8173900000000001,3.6747931922520793,0.3575859717251782
Rubén Sobrino,"MF,FW",0.49833383823083915,0.12021857923497269,0.03280680437424059,0.020656136087484813,0.0,0.0044444444444444444,0.9225088474128372,Spain,31.0,3.0,0.8173900000000001,3.903978250818344,0.35764438962501954
Gonzalo Melero,"MF,FW",0.33383823083913966,0.08943089430894309,0.04170444242973708,0.04442429737080689,0.013333333333333332,0.0071111111111111115,1.385839123160044,Spain,29.0,3.0,0.8173900000000001,4.0051429300540295,0.3577101121335616
Julio Enciso,"MF,FW",0.1435928506513178,0.16981132075471703,0.11789473684210527,0.04421052631578948,0.0,0.03377777777777778,2.310464746772592,England,19.0,1.0,0.99232,3.6498820854021847,0.3577558828951934
Norman Theuerkauf,"MF,DF",0.38109663738261135,0.09285714285714286,0.0238284352660842,0.03653693407466243,0.0,0.006222222222222223,1.0788350164529672,Germany,36.0,4.0,0.78425,4.497305260694429,0.3578486227008427
Curtis Jones,MF,0.3532262950621024,0.08461538461538462,0.05312767780634105,0.06341045415595545,0.013333333333333332,0.0071111111111111115,1.8207680442950367,England,22.0,1.0,0.99232,3.6315792287917743,0.3580588091213339
Samuel Moutoussamy,MF,0.33504998485307486,0.08943089430894309,0.036133694670280034,0.053297199638663056,0.013333333333333332,0.0,1.4714146341463417,France,26.0,5.0,0.6495000000000001,3.718794512195122,0.35837723164414886
Houssem Aouar,"MF,FW",0.22871857013026356,0.11904761904761905,0.044973544973544985,0.03439153439153439,0.07999999999999999,0.0,1.309904761904762,Italy,25.0,2.0,0.87481,3.570140595238095,0.35843513748374983
Jonathan Bamba,"MF,FW",0.5998182368979097,0.17272727272727273,0.10802624936900555,0.04038364462392731,0.023333333333333334,0.008,2.085596393006287,Spain,27.0,3.0,0.8173900000000001,4.259985155454087,0.3586895525560593
Davide Frattesi,MF,0.2890033323235383,0.09433962264150944,0.05654450261780107,0.0387434554973822,0.09499999999999999,0.02488888888888889,1.535961967796108,Italy,23.0,2.0,0.87481,3.5170777790674705,0.35879174246978324
Jeong Woo-yeong,"MF,FW",0.19145713420175706,0.1285714285714286,0.0726698262243286,0.03475513428120063,0.04666666666666667,0.03822222222222222,1.693763710223426,Germany,23.0,4.0,0.78425,3.5970089116452275,0.3589461738939844
Matt Doherty,"DF,MF",0.34807634050287795,0.09375,0.020869565217391303,0.026956521739130435,0.013333333333333332,0.0,0.8685434782608695,England,31.0,1.0,0.99232,3.9126332608695655,0.35903110837106905
Isco,MF,0.7043320205998181,0.313953488372093,0.08598452278589853,0.09286328460877041,0.051666666666666666,0.01688888888888889,3.1613068047751405,Spain,31.0,3.0,0.8173900000000001,5.359196923103841,0.3590409966095197
Saúl Ñíguez,MF,0.4159345652832475,0.0915032679738562,0.030567685589519656,0.024745269286754006,0.011666666666666667,0.023111111111111114,0.9885305534149612,Spain,28.0,3.0,0.8173900000000001,3.646892359719725,0.3592055862876461
Elba Rashani,"MF,FW",0.35564980308997274,0.0916030534351145,0.0323404255319149,0.01872340425531915,0.024999999999999998,0.0,0.8262912132532078,France,30.0,5.0,0.6495000000000001,3.699464288614585,0.3597001684990165
Roland Sallai,"MF,FW",0.5571039079066948,0.14215686274509806,0.05108695652173914,0.022282608695652177,0.024999999999999998,0.008888888888888889,1.1901832907075875,Germany,26.0,4.0,0.78425,3.569681638959932,0.3597136966385595
Odsonne Édouard,"FW,MF",0.470766434413814,0.10404624277456649,0.04244372990353698,0.023151125401929255,0.06833333333333333,0.0,1.0478063119156924,England,25.0,1.0,0.99232,3.4291541027452,0.35986355517564067
Patrick Dorgu,"DF,MF",0.4734928809451681,0.10344827586206895,0.04731457800511509,0.031329923273657294,0.019999999999999997,0.0,1.208666372696005,Italy,18.0,2.0,0.87481,2.8043356422524037,0.35986696170504334
Jorginho,MF,0.2787034232050894,0.09803921568627452,0.01737242128121607,0.10966340933767645,0.0,0.017777777777777778,2.38637159098167,England,31.0,1.0,0.99232,4.899221534138086,0.3599391409416292
Amadou Haidara,MF,0.461981217812784,0.1,0.010484927916120575,0.063564875491481,0.019999999999999997,0.005333333333333333,1.468532110091743,Germany,25.0,4.0,0.78425,3.650608371559633,0.36000226693703363
Exequiel Palacios,MF,0.5543774613753407,0.1330049261083744,0.026215182960131075,0.08847624249044239,0.03333333333333333,0.017777777777777778,2.174518863685892,Germany,24.0,4.0,0.78425,4.00949976139583,0.36021201787684665
Álex Fernández,MF,0.3889730384731899,0.09090909090909093,0.017120622568093383,0.04046692607003891,0.0,0.006222222222222223,1.0853084541917228,Spain,30.0,3.0,0.8173900000000001,3.90979799522462,0.36052388145985764
Ivan Ilić,MF,0.6352620418055134,0.2017167381974249,0.04671115347950429,0.06577693040991421,0.021666666666666667,0.008,2.047818605088844,Italy,22.0,2.0,0.87481,3.7497845933077487,0.36063200905261833
Djibril Sow,MF,0.4419872765828537,0.09259259259259262,0.03424657534246576,0.05,0.009999999999999998,0.005333333333333333,1.417404363267377,Spain,26.0,3.0,0.8173900000000001,3.725660336123795,0.36097623142521357
Danny Welbeck,"FW,MF",0.5125719478945774,0.11702127659574468,0.037802717070289434,0.02598936798582398,0.045,0.0044444444444444444,1.084075630568926,England,32.0,1.0,0.99232,4.152729159869802,0.3610148709248531
Vincent Le Goff,"DF,MF",0.1635867918812481,0.15000000000000002,0.033271719038817,0.04066543438077635,0.028333333333333335,0.015111111111111113,1.3994232902033272,France,33.0,5.0,0.6495000000000001,4.372000138632163,0.3611004406121122
Sergio Arribas,"MF,FW",0.61981217812784,0.18502202643171808,0.05471421592574499,0.03957010258915486,0.06666666666666667,0.016,1.6687338427999283,Spain,21.0,3.0,0.8173900000000001,3.3890244978199537,0.3611945559306628
