Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore,Euclidean Distance
Nicolas Viola,"MF,FW",0.36534383520145414,0.2462686567164179,0.03645401822700912,0.04722452361226181,0.06166666666666666,0.013333333333333334,1.75266490249663,Italy,33.0,2.0,0.87481,4.65793468662281,0.20414260767958928
Angelo Fulgini,MF,0.4165404422902151,0.24836601307189543,0.05087209302325583,0.05377906976744186,0.011666666666666667,0.011555555555555557,1.9686041191670465,France,26.0,5.0,0.6495000000000001,4.04196767745858,0.2072302555163157
Luka Modrić,MF,0.5110572553771584,0.2925531914893617,0.06279620853080568,0.11611374407582938,0.018333333333333333,0.028444444444444446,3.347319653120904,Spain,37.0,3.0,0.8173900000000001,6.080105274528588,0.20761049922819086
Thomas Müller,"MF,FW",0.5007573462587094,0.27717391304347827,0.04594921402660218,0.04957678355501814,0.045,0.043555555555555556,2.0342728563167025,Germany,33.0,4.0,0.78425,4.818339856605857,0.21194781964399786
Imran Louza,MF,0.2611329900030294,0.2604166666666667,0.044032444959443806,0.09617612977983778,0.016666666666666666,0.027555555555555555,2.751295674005408,France,24.0,5.0,0.6495000000000001,4.350717188103515,0.21309428088488702
Suso,"MF,FW",0.4592547712814299,0.2485207100591716,0.05405405405405406,0.07251153592617009,0.009999999999999998,0.021333333333333333,2.366735553275892,Spain,29.0,3.0,0.8173900000000001,4.642725609629331,0.21607153480077151
Jonathan Viera,"MF,FW",0.2759769766737352,0.24637681159420288,0.07675438596491228,0.07456140350877194,0.0,0.02666666666666667,2.615648360030511,Spain,33.0,3.0,0.8173900000000001,5.204518934019832,0.2191616296671975
Jonathan Viera,"MF,FW",0.2759769766737352,0.24637681159420288,0.07675438596491228,0.07456140350877194,0.0,0.02666666666666667,2.615648360030511,Spain,33.0,3.0,0.8173900000000001,5.204518934019832,0.2191616296671975
Adrien Thomasson,MF,0.36110269615268104,0.2255639097744361,0.03352891869237217,0.05699916177703269,0.013333333333333332,0.013333333333333334,1.8318729997668104,France,29.0,5.0,0.6495000000000001,4.253092449848428,0.22462823924653963
Ianis Hagi,"MF,FW",0.24325961829748563,0.2696629213483146,0.04228855721393034,0.03980099502487563,0.0,0.019555555555555555,1.7023407680697638,Spain,24.0,3.0,0.8173900000000001,3.710868999245347,0.22626391908094584
Jadon Sancho,"FW,MF",0.286579824295668,0.2380952380952381,0.12882787750791974,0.06546990496304118,0.03166666666666666,0.01688888888888889,2.890099663096496,England,23.0,1.0,0.99232,4.4266447810127225,0.22627868798934225
Jadon Sancho,"FW,MF",0.286579824295668,0.2380952380952381,0.12882787750791974,0.06546990496304118,0.03166666666666666,0.01688888888888889,2.890099663096496,Germany,23.0,4.0,0.78425,4.374627281012723,0.22627868798934225
Gianluca Gaetano,MF,0.22538624659194184,0.2777777777777778,0.04563758389261745,0.05503355704697986,0.07999999999999999,0.010666666666666666,2.04089783743475,Italy,23.0,2.0,0.87481,3.845286094332588,0.22683329551916637
Gianluca Gaetano,MF,0.22538624659194184,0.2777777777777778,0.04563758389261745,0.05503355704697986,0.07999999999999999,0.010666666666666666,2.04089783743475,Italy,23.0,2.0,0.87481,3.845286094332588,0.22683329551916637
Saïd Benrahma,"FW,MF",0.23295970917903666,0.2674418604651163,0.11948051948051948,0.04415584415584416,0.05833333333333333,0.03111111111111111,2.5450135910601026,France,27.0,5.0,0.6495000000000001,4.516633834189067,0.2272504000434464
Saïd Benrahma,"FW,MF",0.23295970917903666,0.2674418604651163,0.11948051948051948,0.04415584415584416,0.05833333333333333,0.03111111111111111,2.5450135910601026,England,27.0,1.0,0.99232,4.602338834189067,0.2272504000434464
Pedri,"MF,FW",0.44683429263859437,0.225609756097561,0.05555555555555556,0.0921409214092141,0.039999999999999994,0.010666666666666666,2.669756097560976,Spain,20.0,3.0,0.8173900000000001,3.9396889634146346,0.22997368600932733
Ângelo,"FW,MF",0.33111178430778554,0.21311475409836067,0.09140767824497259,0.05393053016453383,0.0,0.022222222222222223,2.294648155363084,France,18.0,5.0,0.6495000000000001,3.453896300986005,0.23664560826933498
Christian Eriksen,MF,0.34534989397152377,0.21259842519685043,0.035056967572305,0.0595968448729185,0.013333333333333332,0.014222222222222223,1.8694527662569789,England,31.0,1.0,0.99232,4.563224298067037,0.2369585789282986
Fredrik Jensen,"MF,FW",0.405028779157831,0.21476510067114096,0.03288490284005979,0.034379671150971604,0.021666666666666667,0.024000000000000004,1.438328407620309,Germany,25.0,4.0,0.78425,3.6309759649532007,0.23841107607459577
Pablo Sarabia,"MF,FW",0.5283247500757345,0.26288659793814445,0.04699140401146131,0.06246418338108883,0.034999999999999996,0.032,2.20205113283904,England,31.0,1.0,0.99232,4.779413236345376,0.23967740859593528
Pedro Neto,"FW,MF",0.4589518327779461,0.2261904761904762,0.12928759894459105,0.03562005277044855,0.019999999999999997,0.04711111111111112,2.4281302927503456,England,23.0,1.0,0.99232,4.126364690287725,0.24091797224948402
Jack Grealish,"FW,MF",0.30536201151166315,0.2321428571428572,0.17244796828543113,0.049554013875123884,0.045,0.008,2.962289678606825,England,27.0,1.0,0.99232,4.873568291094436,0.2428420892529586
Nabil Alioui,"MF,FW",0.30536201151166315,0.2142857142857143,0.043607532210109025,0.04261645193260655,0.06,0.008,1.6511353532493276,France,24.0,5.0,0.6495000000000001,3.635612979612064,0.24339706275952186
Brajan Gruda,"MF,FW",0.4968191457134202,0.23626373626373628,0.1218769043266301,0.04326630103595369,0.03666666666666667,0.014222222222222223,2.41821303011431,Germany,19.0,4.0,0.78425,3.6679009695743017,0.24959470042968723
