Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR
Nicolò Barella,MF,2846.0,1.3291139240506329,2.1503865073787773,8.791286015460296,0.06,0.09,2.487157289377941
Granit Xhaka,MF,2821.0,1.3099041533546325,1.914214817440624,12.506203473945408,0.1,0.0,3.1560644889481333
Tijjani Reijnders,MF,2820.0,1.5974440894568689,2.8085106382978724,6.51063829787234,0.1,0.1,2.223318605125417
Enzo Barrenechea,MF,2811.0,0.8012820512820513,0.32017075773745995,4.9626467449306295,0.0,0.03,1.2258199107900283
Isaac Palazón Camacho,"MF,FW",2791.0,1.1612903225806452,1.2898602651379434,4.127552848441419,0.13,0.03,1.3377406872320012
Lewis Cook,MF,2786.0,1.4838709677419355,0.7106963388370423,4.587221823402728,0.0,0.1,1.3863578259963412
Andre-Frank Zambo Anguissa,MF,2786.0,1.2258064516129032,1.3890882986360373,5.265613783201723,0.0,0.06,1.5941017066901328
Henrikh Mkhitaryan,MF,2785.0,1.2944983818770228,2.9730700179533214,6.204667863554758,0.06,0.26,2.1784472526770204
Michael Folorunsho,"MF,FW",2781.0,0.5825242718446603,1.8122977346278317,1.7475728155339807,0.16,0.03,0.8534789644012947
Felipe Anderson,"FW,MF",2770.0,1.3636363636363635,3.509025270758123,4.093862815884476,0.16,0.19,1.8663048900557926
Téji Savanier,MF,2765.0,2.964169381107492,1.2694394213381555,7.291139240506329,0.29,0.2,2.393949608590395
Julian Weigl,MF,2764.0,0.7817589576547231,0.4558610709117221,3.418958031837916,0.07,0.1,0.9683156120808722
Dejan Kulusevski,"FW,MF",2762.0,2.1498371335504887,4.920347574221578,4.692251991310644,0.26,0.1,2.4084873398165425
Antonio Candreva,"MF,FW",2750.0,1.9607843137254901,2.1927272727272724,4.876363636363636,0.2,0.2,1.88597504456328
Sean Longstaff,MF,2747.0,0.6557377049180327,0.7863123407353476,4.750637058609392,0.2,0.07,1.2795374208525545
Iván Martín,MF,2729.0,0.957095709570957,2.770245511176255,4.716013191645291,0.16,0.13,1.7436708824785008
Junya Ito,"FW,MF",2714.0,2.6490066225165565,4.078850405305822,4.609432571849668,0.1,0.23,2.3464579199344096
Lewis Ferguson,MF,2712.0,1.0631229235880397,1.8915929203539823,4.712389380530974,0.2,0.1,1.5834210448945993
Antoine Makoumbou,MF,2702.0,0.4666666666666667,1.232420429311621,4.563286454478164,0.03,0.0,1.2554747100912902
João Palhinha,MF,2699.0,0.43333333333333335,0.2667654686921082,3.234531307891812,0.13,0.03,0.8089260219834509
Youssouf Fofana,MF,2697.0,1.3333333333333333,1.7686318131256953,8.309232480533927,0.13,0.13,2.3342395253985915
Angelo Stiller,MF,2694.0,1.1111111111111112,1.2360801781737194,7.349665924276169,0.03,0.17,1.9933714427122
Óscar Valentín,MF,2692.0,0.3678929765886288,0.8023774145616642,4.413075780089153,0.03,0.0,1.1196692342478891
Danley Jean-Jacques,MF,2682.0,0.33557046979865773,1.174496644295302,2.8187919463087248,0.0,0.0,0.8657718120805369
Jon Guridi,MF,2678.0,1.0738255033557047,1.0082150858849888,3.9320388349514563,0.1,0.13,1.2518158848384302
Gerard Gumbau,MF,2674.0,1.3804713804713804,0.6731488406881077,4.543754674644727,0.0,0.1,1.3494749791608431
Kevin Stöger,MF,2668.0,4.29054054054054,2.732383808095952,9.54647676161919,0.24,0.34,3.439880222051136
Vinicius Souza,MF,2668.0,0.13513513513513511,0.2361319340329835,2.2263868065967016,0.03,0.0,0.5225307751529641
Mason Greenwood,"MF,FW",2662.0,1.2162162162162162,4.293764087152517,3.0090157776108186,0.27,0.2,1.7907992161959103
Andrea Colpani,"MF,FW",2657.0,1.8983050847457628,3.04855099736545,4.064734663153933,0.27,0.14,1.8713181490530293
Diego López,"MF,FW",2656.0,1.3220338983050848,2.541415662650602,2.473644578313253,0.1,0.2,1.3374188278537882
Martín Zubimendi,MF,2654.0,0.5423728813559322,1.1529766390354184,5.154483798040694,0.14,0.03,1.392966663686409
Xavi Simons,MF,2653.0,2.6779661016949152,5.122502826988315,6.34376177911798,0.27,0.37,2.9668461415602425
Adrien Rabiot,MF,2651.0,0.8813559322033898,2.4443606186344775,4.073934364390796,0.17,0.1,1.526930183045733
Eren Dinkçi,"FW,MF",2650.0,1.2244897959183674,2.8867924528301887,3.0226415094339623,0.34,0.17,1.5117847516365037
João Gomes,MF,2649.0,0.6802721088435374,0.9513023782559457,3.4314835787089466,0.07,0.03,1.028611613161686
Julián Álvarez,"MF,FW",2647.0,2.2789115646258504,2.1760483566301474,3.5020778239516432,0.37,0.27,1.7094075490415281
Antoine Griezmann,"FW,MF",2644.0,1.4625850340136055,1.4636913767019668,4.016641452344932,0.54,0.2,1.502583572612101
Javier Muñoz,MF,2640.0,0.8191126279863481,1.125,4.159090909090909,0.07,0.1,1.2576407074154514
Mitchell Weiser,"DF,MF",2636.0,1.2627986348122866,2.765553869499241,3.7898330804248865,0.1,0.24,1.6456371169472832
Kai Havertz,"MF,FW",2634.0,1.5699658703071673,1.8792710706150342,3.3826879271070616,0.44,0.24,1.4823849736058528
Leandro Paredes,MF,2634.0,0.9215017064846416,1.2300683371298406,7.312072892938497,0.1,0.17,1.9537285873105958
Abdoulaye Doucouré,"FW,MF",2629.0,1.1643835616438356,1.8828451882845187,3.320654241156333,0.24,0.03,1.3065765982169375
Teun Koopmeiners,MF,2627.0,2.0547945205479454,2.706509326227636,5.789874381423677,0.41,0.17,2.2022356456398517
Remo Freuler,MF,2624.0,0.6506849315068494,1.2690548780487805,5.659298780487805,0.03,0.03,1.5278077180086869
Atakan Karazor,MF,2623.0,0.9965635738831614,0.8234845596645063,4.872283644681662,0.0,0.14,1.380466355645866
Lucas Paquetá,"FW,MF",2622.0,1.4776632302405497,1.1670480549199085,6.418764302059497,0.14,0.21,1.8896951174439913
Ross Barkley,MF,2618.0,1.5120274914089347,1.650114591291062,5.6035141329258975,0.17,0.14,1.8121312431251788
Dani Rodríguez,MF,2615.0,1.6494845360824741,1.8585086042065009,4.061185468451242,0.07,0.14,1.5628357217480435
Andreas Pereira,MF,2613.0,2.896551724137931,1.9288174512055107,4.753157290470723,0.1,0.24,1.9977052931628332
Chris Ramos,"FW,MF",2612.0,0.4827586206896552,1.0681470137825422,0.9647779479326187,0.17,0.03,0.5291367164809633
Nikola Vlašić,"MF,FW",2608.0,1.206896551724138,2.312116564417178,5.17638036809816,0.1,0.07,1.7700786968478952
Cole Palmer,MF,2607.0,0.0,4.039125431530495,6.800920598388953,0.76,0.38,2.3580092059838895
Leandro Barreiro Martins,MF,2606.0,0.6896551724137931,0.7597851112816577,3.211818879508826,0.14,0.03,0.9552518326408554
Jan-Niklas Beste,"FW,MF",2603.0,2.4221453287197234,2.7660391855551287,1.9708029197080292,0.28,0.38,1.5737974867965765
Christian Pulisic,"FW,MF",2602.0,1.5224913494809689,4.531129900076864,3.0092236740968485,0.42,0.28,1.9385689847309364
Youssef Maleh,MF,2602.0,1.1764705882352942,0.5880092236740968,4.0468870099923135,0.0,0.03,1.171273364380341
Romano Schmid,"MF,FW",2601.0,1.7647058823529413,2.595155709342561,4.982698961937716,0.14,0.21,1.9455121107266438
Alexis Mac Allister,MF,2599.0,1.6262975778546713,1.5236629472874184,7.237398999615237,0.17,0.17,2.145471904951465
Marten de Roon,"MF,DF",2599.0,0.795847750865052,0.9696036937283571,6.163909195844556,0.0,0.17,1.636872128087593
Florian Sotoca,"MF,FW",2598.0,1.7993079584775087,1.9399538106235565,5.404157043879907,0.24,0.21,1.9156837625961947
Weston McKennie,"MF,DF",2594.0,1.4236111111111112,2.220508866615266,3.191981495759445,0.0,0.24,1.4392202946971646
Pedro Chirivella,MF,2594.0,0.6597222222222222,0.3469545104086353,6.661526599845798,0.03,0.03,1.545640666495331
Joris Chotard,MF,2587.0,0.4878048780487805,0.41747197526092,3.86161577116351,0.0,0.1,0.9833785248946422
Daniel Parejo,MF,2580.0,1.1846689895470384,0.3837209302325581,7.325581395348837,0.1,0.17,1.8397942630256867
Alex Baena,"MF,FW",2579.0,2.8919860627177703,2.93136874757658,5.758045754168283,0.07,0.49,2.4702801128925267
Bernardo Silva,"MF,FW",2578.0,2.2377622377622375,4.887509697439875,6.179208688906129,0.21,0.31,2.774896124821648
Anthony Losilla,MF,2576.0,0.6643356643356643,0.38431677018633537,3.493788819875776,0.03,0.07,0.9324882508795551
Angel Gomes,MF,2571.0,1.6783216783216783,1.7152858809801634,7.141190198366394,0.0,0.28,2.1909595515336475
Benjamin André,MF,2570.0,0.6643356643356643,0.6653696498054474,6.303501945525292,0.14,0.0,1.5406414519332807
Chris Führich,"FW,MF",2567.0,1.8596491228070176,5.364238410596027,5.083755356447215,0.28,0.25,2.5645285779700524
Marcos Llorente,"MF,DF",2565.0,0.9122807017543859,2.491228070175439,3.719298245614035,0.21,0.14,1.487561403508772
Hakan Çalhanoğlu,MF,2556.0,1.8309859154929577,1.5845070422535212,6.549295774647888,0.46,0.11,2.0719577464788737
Muhammed Cham,"MF,FW",2554.0,1.7253521126760565,2.50195771339076,5.6734534064213005,0.28,0.14,2.0501526464976236
Nicolò Cambiaghi,"FW,MF",2553.0,1.091549295774648,4.512338425381904,2.2209165687426555,0.04,0.04,1.5809608579798415
Jordan Ayew,"FW,MF",2543.0,0.8833922261484098,2.6189539913488007,2.2296500196618165,0.14,0.25,1.2353992474318054
Milan Badelj,MF,2535.0,0.6382978723404256,0.6390532544378698,5.36094674556213,0.04,0.11,1.364659574468085
Édgar González,"DF,MF",2522.0,0.25,0.2141157811260904,2.569389373513085,0.07,0.0,0.6137010309278351
Pierre Lees-Melou,MF,2517.0,0.9642857142857143,1.8235995232419548,6.901072705601908,0.14,0.0,1.9517915886259156
Manuel Akanji,"DF,MF",2511.0,0.4659498207885305,1.6487455197132617,5.304659498207886,0.07,0.0,1.4908709677419354
Maximilian Arnold,MF,2506.0,1.7266187050359711,0.7182761372705506,5.135674381484438,0.07,0.04,1.5351138447581918
Christian Nørgaard,MF,2505.0,0.8633093525179856,0.5389221556886228,5.784431137724551,0.07,0.04,1.456332529186232
Matheus Henrique,MF,2501.0,1.2949640287769784,1.5473810475809677,3.3826469412235105,0.07,0.07,1.2729984035162911
Luis Rioja,"FW,MF",2498.0,1.474820143884892,2.522017614091273,2.7742193755004,0.18,0.14,1.4142114266953132
Javier Guerra,MF,2498.0,0.4316546762589928,1.6933546837469975,2.9183346677341873,0.14,0.04,1.0346688055480355
Sergio Ruiz,MF,2494.0,0.4332129963898917,1.226944667201283,4.077786688051323,0.0,0.14,1.1895888703284996
Koke,MF,2493.0,0.9386281588447654,0.9386281588447654,7.653429602888087,0.0,0.14,1.9481371841155237
Frederic Guilbert,"DF,MF",2490.0,0.8303249097472925,1.1566265060240963,4.192771084337349,0.07,0.0,1.2429445000217476
Mohammed Kudus,"FW,MF",2484.0,1.0144927536231882,4.239130434782608,2.898550724637681,0.29,0.22,1.7254347826086958
Djené,"DF,MF",2484.0,0.25362318840579706,0.47101449275362317,3.550724637681159,0.0,0.0,0.855072463768116
Mikel Merino,MF,2482.0,0.7246376811594203,0.9427880741337631,5.910556003223207,0.18,0.11,1.5665963517032782
Xaver Schlager,MF,2477.0,0.9818181818181818,2.652402099313686,8.356883326604764,0.0,0.18,2.4522207215473264
Adri Embarba,"FW,MF",2476.0,1.8909090909090909,3.416801292407108,2.108239095315024,0.11,0.07,1.5151898957262444
Álvaro García,"FW,MF",2475.0,1.4181818181818182,2.036363636363636,2.290909090909091,0.22,0.04,1.1830909090909092
Eric Martel,MF,2457.0,0.43956043956043955,0.7692307692307692,2.7472527472527473,0.04,0.04,0.8072087912087913
Ondrej Duda,MF,2456.0,1.9413919413919414,1.245928338762215,4.287459283387622,0.04,0.15,1.5439559127083557
Joakim Mæhle,"DF,MF",2452.0,0.8088235294117647,3.0831973898858074,4.367862969004894,0.07,0.11,1.6919767776604933
Matheus Cunha,"FW,MF",2440.0,1.033210332103321,3.94672131147541,3.209016393442623,0.44,0.26,1.759789607404271
Anthony Elanga,"FW,MF",2433.0,1.1851851851851851,3.625154130702836,1.812577065351418,0.18,0.33,1.4415832762478877
Fran Beltrán,MF,2428.0,0.6666666666666666,1.0378912685337727,4.967051070840197,0.0,0.0,1.3343218012081275
Antonio Blanco,MF,2426.0,0.7407407407407407,0.7419620774938169,4.934047815333883,0.0,0.04,1.2953501267136882
Benjamin Bourigeaud,"MF,FW",2425.0,2.5650557620817844,1.002061855670103,6.60618556701031,0.33,0.22,2.1336606369524396
Maximilian Beier,"FW,MF",2420.0,0.892193308550186,2.268595041322314,1.115702479338843,0.6,0.04,0.9272981658422687
Brais Méndez,"MF,FW",2413.0,1.4925373134328357,1.6784086199751347,4.774140074595939,0.19,0.22,1.674017201600782
Jefferson Lerma,"MF,DF",2400.0,0.898876404494382,0.525,3.9749999999999996,0.04,0.04,1.0957752808988763
Kristian Thorstvedt,MF,2397.0,1.3533834586466165,1.1264080100125156,4.881101376720901,0.23,0.04,1.5071785690760064
Samuele Ricci,MF,2395.0,0.9774436090225563,1.7661795407098122,4.5845511482254695,0.04,0.08,1.4936348595915678
Lucas Robertone,MF,2381.0,1.2830188679245282,1.1717765644687106,4.838303233935322,0.0,0.19,1.515619733265712
Edson Álvarez,MF,2377.0,0.4545454545454546,0.7572570466975179,3.4455195624737063,0.04,0.04,0.9474644127433359
Florian Wirtz,MF,2372.0,2.765151515151515,5.236087689713322,8.499156829679595,0.42,0.42,3.468079206908887
Lazar Samardzic,MF,2372.0,2.3484848484848486,2.4662731871838113,3.1492411467116357,0.23,0.08,1.639799836476059
Mattéo Guendouzi,MF,2367.0,0.8745247148288973,1.7490494296577945,4.524714828897339,0.08,0.11,1.470657794676806
Roberto Gagliardini,"MF,DF",2360.0,0.7633587786259542,1.4491525423728815,4.576271186440678,0.04,0.08,1.385756501487903
Nahitan Nández,"MF,DF",2341.0,1.6538461538461537,2.1913712088850916,2.9218282785134555,0.08,0.12,1.3974091282489403
Hugo Magnetti,MF,2340.0,0.9230769230769231,1.3846153846153846,3.8846153846153846,0.08,0.0,1.2464615384615385
Aimar Oroz,MF,2339.0,1.0,2.000855066267636,3.963232150491663,0.08,0.04,1.4128174433518599
Nicolas Höfler,MF,2330.0,0.3474903474903475,0.5407725321888412,3.630901287553648,0.04,0.04,0.9198328334465674
Rayan Aït-Nouri,"DF,MF",2329.0,0.9652509652509653,2.5890940317732936,3.8256762559038218,0.08,0.04,1.4960042505856164
Jens Stage,MF,2327.0,0.9652509652509653,0.9282337773957886,3.287494628276751,0.12,0.04,1.060195874184701
Isco,MF,2326.0,3.13953488372093,3.869303525365434,8.357695614789337,0.31,0.19,3.1613068047751405
Vincenzo Grifo,"MF,FW",2325.0,2.1705426356589146,2.0903225806451613,4.451612903225807,0.31,0.31,1.8664956239059767
Anton Stach,MF,2321.0,0.7364341085271318,1.900043084877208,5.545023696682465,0.08,0.12,1.680300178017361
Marco Brescianini,MF,2321.0,0.8527131782945736,1.7837139164153384,2.7143472641102973,0.16,0.08,1.110154871764042
Jude Bellingham,MF,2315.0,1.867704280155642,3.304535637149028,7.619870410367171,0.74,0.23,2.701422065534368
Vitinho,"DF,MF",2314.0,0.42801556420233466,2.294727744165946,2.566983578219533,0.0,0.08,1.081945377317563
Becir Omeragic,"DF,MF",2312.0,0.38910505836575876,0.8174740484429065,2.7638408304498268,0.0,0.0,0.7940839874516985
Luis Alberto,MF,2311.0,2.490272373540856,3.232366940718304,8.256166161834704,0.19,0.27,2.895761095218773
Habib Diarra,"MF,FW",2305.0,0.8203125,2.3036876355748372,4.1778741865509765,0.12,0.04,1.4843748644251629
Lucas Höler,"FW,MF",2305.0,1.25,0.9370932754880694,1.913232104121475,0.27,0.08,0.871065075921909
Samu Costa,MF,2303.0,0.46875,0.6252713851498046,3.634389926183239,0.04,0.04,0.9616822622666088
Omar Marmoush,"FW,MF",2301.0,1.5625,3.441981747066493,2.346805736636245,0.47,0.23,1.5862574967405476
Florian Grillitsch,"DF,MF",2295.0,0.7450980392156863,1.2549019607843137,5.96078431372549,0.04,0.24,1.668156862745098
Boubakary Soumaré,MF,2286.0,0.31496062992125984,1.141732283464567,4.015748031496063,0.0,0.04,1.1064881889763778
Abdoulaye Touré,MF,2284.0,0.4724409448818898,0.8669001751313485,5.831873905429072,0.08,0.0,1.4422430050884623
Lennard Maloney,MF,2284.0,0.31496062992125984,0.1182136602451839,2.4430823117338005,0.04,0.04,0.5912513203800489
Robin Gosens,"DF,MF",2283.0,1.299212598425197,0.8278580814717477,3.823915900131406,0.24,0.12,1.2501973160056703
Ashley Young,"DF,MF",2280.0,0.8300395256916996,1.5789473684210527,3.236842105263158,0.0,0.0,1.129165799875182
Giacomo Bonaventura,MF,2277.0,1.6205533596837944,2.3715415019762847,5.533596837944664,0.32,0.12,1.9731383399209488
Vincent Sierro,MF,2261.0,1.2749003984063745,0.6766917293233082,5.373728438743918,0.24,0.08,1.5130641132947205
Johan Gastien,MF,2260.0,1.2749003984063745,0.8362831858407079,6.6902654867256635,0.0,0.0,1.7602898141945493
Lamine Camara,MF,2255.0,1.6334661354581672,0.9179600886917959,3.8713968957871394,0.04,0.16,1.3365646239874205
Josh Brownhill,MF,2252.0,1.36,0.7593250444049734,3.596802841918295,0.16,0.08,1.1832255772646538
Ritsu Doan,"DF,MF",2246.0,1.24,1.9634906500445235,3.1255565449688336,0.28,0.08,1.3178094390026716
Julien Ponceau,MF,2244.0,1.4056224899598395,4.251336898395722,6.176470588235294,0.12,0.08,2.402685995318171
Leon Goretzka,MF,2241.0,1.285140562248996,2.6506024096385543,7.068273092369478,0.24,0.28,2.308803212851406
Enzo Millot,"MF,FW",2241.0,1.3253012048192772,1.8473895582329318,5.100401606425703,0.2,0.16,1.7226184738955823
Michel Aebischer,MF,2230.0,0.6854838709677419,1.0493273542600896,5.044843049327354,0.0,0.04,1.3679308549110374
Julian Brandt,"MF,FW",2223.0,3.2388663967611335,2.995951417004049,4.696356275303644,0.28,0.45,2.349234817813765
Erhan Mašović,"DF,MF",2219.0,0.16194331983805668,0.6083821541234791,1.9062640829202344,0.0,0.0,0.5353179113763541
Jack Harrison,"MF,FW",2214.0,1.1382113821138211,2.6422764227642275,2.5203252032520322,0.12,0.12,1.3081626016260164
Luca Mazzitelli,MF,2210.0,0.5284552845528455,0.7330316742081447,6.800904977375565,0.2,0.0,1.6324783872273112
Enzo Fernández,MF,2209.0,1.3061224489795917,2.118605703938434,8.555907650520597,0.12,0.08,2.432127160687725
Mathias Jensen,MF,2204.0,1.6734693877551021,0.7758620689655173,5.0226860254083485,0.12,0.12,1.5424034964257936
Jonas Hofmann,MF,2204.0,3.183673469387755,2.5725952813067154,4.85934664246824,0.2,0.29,2.230123078632542
Andrej Kramarić,"MF,FW",2199.0,3.19672131147541,2.9058663028649385,4.870395634379263,0.61,0.25,2.3305966497439226
Florian Kainz,"MF,FW",2197.0,2.1721311475409837,1.6385980883022302,5.079654073736914,0.2,0.16,1.8460766619160256
Alex Iwobi,"FW,MF",2192.0,2.0081967213114753,4.47536496350365,6.035583941605839,0.21,0.08,2.548829125284193
Dominik Kohr,"DF,MF",2184.0,0.6172839506172839,0.782967032967033,4.079670329670329,0.04,0.0,1.0999842626509293
Jordan Veretout,MF,2183.0,1.9753086419753085,2.185066422354558,7.998167659184608,0.04,0.08,2.459708544702895
Dilane Bakwa,"FW,MF",2177.0,2.024793388429752,3.8860817638952687,3.8033991731740926,0.12,0.25,2.0298548650998227
Joshua Kimmich,"MF,DF",2176.0,2.9752066115702482,2.3161764705882355,9.471507352941178,0.04,0.25,3.0315780870199327
Moussa Diaby,"FW,MF",2174.0,1.9421487603305785,3.891444342226311,2.980680772769089,0.25,0.33,1.8868547750651956
Marshall Munetsi,MF,2173.0,0.49792531120331945,0.786930510814542,2.7749654855039116,0.17,0.12,0.8649642615043547
Ellyes Skhiri,MF,2168.0,0.7883817427385892,0.4151291512915129,4.5664206642066425,0.08,0.08,1.185986311647349
Sergi Darder,MF,2157.0,2.125,2.3365785813630042,5.507649513212796,0.08,0.21,2.06484561891516
Mikel Oyarzabal,"FW,MF",2156.0,0.875,1.12708719851577,1.6280148423005565,0.38,0.13,0.8030204081632655
Takefusa Kubo,"FW,MF",2150.0,2.4267782426778246,5.693023255813953,3.7255813953488373,0.29,0.17,2.449076578768123
Aleksandr Golovin,"MF,FW",2147.0,2.092050209205021,2.095947834187238,7.2100605496040995,0.25,0.25,2.379611718599272
Adrien Tameze,"DF,MF",2146.0,0.7983193277310924,0.9226467847157502,3.7744641192917054,0.0,0.08,1.1230860463477097
Grischa Prömel,MF,2139.0,0.8823529411764706,1.4726507713884993,4.0392706872370265,0.17,0.21,1.3588548799603992
Marvin Senaya,"DF,MF",2138.0,0.8823529411764706,2.020579981290926,3.1150608044901777,0.04,0.04,1.219598745391515
Denis Zakaria,"MF,DF",2137.0,0.4641350210970464,1.1371080954609265,4.506317267197005,0.17,0.0,1.2385120767509956
Rocco Reitz,MF,2136.0,0.8438818565400844,1.7275280898876404,4.634831460674157,0.25,0.13,1.5052482814203763
James Maddison,MF,2135.0,2.827004219409283,2.4449648711943794,9.442622950819672,0.17,0.38,3.073918408284667
Antonio Sanabria,"FW,MF",2133.0,0.6329113924050633,0.8016877637130801,2.4050632911392404,0.21,0.0,0.7889324894514769
Vitinha,"FW,MF",2126.0,0.625,1.735653809971778,7.704609595484477,0.3,0.17,2.094052681091251
Toni Kroos,MF,2124.0,2.6271186440677963,1.3559322033898304,12.288135593220339,0.04,0.34,3.3602372881355933
Billy Gilmour,MF,2120.0,0.9322033898305084,1.6556603773584904,8.193396226415095,0.0,0.04,2.1682519987208186
Hwang Hee-chan,"FW,MF",2119.0,0.723404255319149,1.5714959886739028,1.5714959886739028,0.51,0.13,0.863279246533391
Takumi Minamino,MF,2117.0,1.446808510638298,2.040623523854511,4.123760037789324,0.38,0.26,1.6382384144564268
Luis Milla,MF,2115.0,1.2340425531914894,1.3191489361702127,5.148936170212766,0.0,0.04,1.5524255319148934
Lee Jae-sung,"MF,FW",2113.0,1.3617021276595744,1.0648367250354946,3.492664458116422,0.26,0.13,1.2488406621622983
Teddy Teuma,MF,2113.0,1.7872340425531914,1.2352106010411736,6.687174633222906,0.26,0.13,2.0069238553634543
Ansgar Knauff,"MF,DF",2109.0,0.7692307692307693,3.2859174964438123,2.4324324324324325,0.3,0.09,1.3545161396214027
Khéphren Thuram,MF,2108.0,1.324786324786325,2.860531309297913,4.44022770398482,0.04,0.04,1.7411090676138117
Unai López,MF,2108.0,1.324786324786325,1.366223908918406,4.9525616698292225,0.04,0.09,1.5597143807067906
Pontus Almqvist,"FW,MF",2107.0,1.153846153846154,3.0754627432368298,1.36687233032748,0.09,0.04,1.1402362454820927
Yangel Herrera,MF,2107.0,0.7692307692307693,1.324157570004746,3.9297579496915045,0.21,0.0,1.2256292577854038
Lovro Majer,"MF,FW",2106.0,1.623931623931624,2.606837606837607,5.2991452991453,0.21,0.21,1.989982905982906
Dominik Szoboszlai,MF,2104.0,2.393162393162393,3.208174904942966,6.501901140684411,0.13,0.09,2.460647687757954
Loum Tchaouna,"FW,MF",2100.0,0.944206008583691,3.085714285714286,2.528571428571429,0.17,0.13,1.367698344573881
Wilson Odobert,"MF,FW",2098.0,1.3304721030042919,4.375595805529075,2.488083889418494,0.13,0.09,1.6788303595903722
Ivan Ilić,MF,2098.0,2.017167381974249,2.102001906577693,5.919923736892279,0.13,0.09,2.047818605088844
Chris Richards,"DF,MF",2094.0,0.2575107296137339,0.042979942693409746,1.848137535816619,0.04,0.04,0.44572564162475253
Tomáš Suslov,"MF,FW",2092.0,1.206896551724138,1.9789674952198852,2.7533460803059273,0.13,0.22,1.2668420254499901
Amadou Onana,MF,2091.0,0.7758620689655172,0.9038737446197991,4.60545193687231,0.09,0.0,1.2660375500915253
Iñigo Ruiz de Galarreta,MF,2091.0,1.120689655172414,1.1190817790530847,6.327116212338594,0.04,0.04,1.7293775293128189
Daler Kuzyaev,MF,2090.0,1.25,0.9904306220095694,5.124401913875598,0.09,0.09,1.5089665071770333
Deniz Undav,"FW,MF",2089.0,1.6810344827586208,1.938726663475347,5.169937769267592,0.78,0.43,1.9649397831003121
Florent Mollet,"MF,FW",2083.0,1.6450216450216448,1.1665866538646184,4.147863658185309,0.17,0.17,1.4598943914143143
Lassana Coulibaly,MF,2082.0,0.47619047619047616,1.2536023054755043,3.804034582132565,0.0,0.04,1.118765472759709
Samuel Lino,"DF,MF",2080.0,1.4718614718614718,5.668269230769231,3.6346153846153846,0.17,0.22,2.2379492174492173
Rodrigo De Paul,MF,2075.0,1.6883116883116882,3.1662650602409634,8.76144578313253,0.13,0.22,2.802204506337036
Pape Matar Sarr,MF,2069.0,0.8695652173913043,1.8704688255195747,6.524891251812471,0.13,0.13,1.90498505894467
Mario Götze,MF,2068.0,1.5217391304347827,0.9574468085106383,5.0048355899419725,0.13,0.09,1.5368043057774785
Yves Bissouma,MF,2068.0,0.4782608695652174,1.8713733075435204,7.354932301740813,0.0,0.0,1.94091329576991
Leon Bailey,"MF,FW",2068.0,2.260869565217391,4.439071566731141,3.5686653771760155,0.44,0.39,2.21472130182491
Ruben Loftus-Cheek,MF,2068.0,1.0869565217391304,3.1769825918762087,3.220502901353965,0.26,0.04,1.5348884029938612
Amine Gouiri,"FW,MF",2067.0,0.9130434782608695,2.5689404934687956,3.570391872278665,0.3,0.13,1.479475168801666
Josh Cullen,MF,2057.0,1.1353711790393013,0.9625668449197862,5.381623723869714,0.09,0.13,1.5439123495657603
Eberechi Eze,"MF,FW",2055.0,2.3684210526315788,2.9781021897810223,4.072992700729928,0.48,0.18,1.9859031886285057
Viktor Tsyhankov,"MF,FW",2052.0,1.4912280701754386,2.850877192982456,3.9035087719298245,0.35,0.31,1.7771228070175438
Mario Pašalić,MF,2051.0,1.3596491228070176,2.106289614822038,5.660653339834227,0.26,0.26,1.9293184154926566
Dany Mota,"FW,MF",2049.0,1.4912280701754386,4.919472913616398,2.5036603221083458,0.18,0.13,1.8398722611800364
Francisco Perez,"MF,FW",2049.0,0.8333333333333333,2.5915080527086385,1.800878477306003,0.04,0.18,1.103143972669595
Dejan Ljubicic,"MF,FW",2048.0,1.2280701754385965,1.8017578125,3.69140625,0.0,0.09,1.3712468475877193
Sergio Arribas,"MF,FW",2047.0,1.8502202643171808,2.4621397166585246,3.5613092330239375,0.4,0.18,1.6687338427999285
João Pedro,"FW,MF",2045.0,1.6299559471365639,3.6528117359413206,4.048899755501223,0.4,0.13,1.9453334877158217
Thomas Delaine,"DF,MF",2044.0,1.145374449339207,2.773972602739726,2.2896281800391387,0.04,0.04,1.2577950464236145
Jordan Ferri,MF,2031.0,1.238938053097345,1.6395864106351552,7.666174298375185,0.04,0.04,2.1249397524215374
Charles De Ketelaere,"FW,MF",2026.0,2.1777777777777776,3.909180651530108,5.597235932872655,0.44,0.36,2.4888388724361086
Daniel Boloca,MF,2022.0,0.6222222222222222,1.2017804154302671,4.851632047477745,0.04,0.0,1.3391269370260468
Mahdi Camara,MF,2020.0,1.4285714285714286,1.6485148514851486,3.608910891089109,0.31,0.13,1.4071994342291372
Ridle Baku,"DF,MF",2013.0,1.2946428571428572,1.65424739195231,3.8002980625931446,0.04,0.0,1.3538376623376625
Pablo Rosario,"MF,DF",2009.0,0.7623318385650224,0.8959681433549029,4.166251866600298,0.0,0.0,1.1649103697040448
Moi Gómez,"MF,FW",2006.0,1.0762331838565022,1.6151545363908275,5.697906281156531,0.13,0.0,1.690858800280772
Jan Schöppner,MF,1998.0,0.5855855855855856,0.7207207207207208,3.2432432432432434,0.09,0.09,0.9459099099099101
