Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore
José Luis García Vayá,MF,3302.0,1.4986376021798364,0.8176862507571169,6.841308298001211,0.19,0.03,1.8595264301876329,Spain,24,3,0.8173900000000001,3.8130396796219617
Bryan Cristante,"MF,DF",3289.0,0.821917808219178,1.2861051991486774,6.403162055335969,0.08,0.11,1.7432370125407648,Italy,28,2,0.87481,4.151806558151497
Stanislav Lobotka,MF,3282.0,0.6301369863013698,0.7952468007312614,5.155393053016453,0.0,0.03,1.3251553680098167,Italy,28,2,0.87481,3.8800534892063814
Nemanja Maksimović,MF,3265.0,0.5509641873278237,0.6064318529862175,2.012251148545176,0.11,0.0,0.6449294377718435,Spain,28,3,0.8173900000000001,3.4235516345516985
Bruno Guimarães,MF,3263.0,1.7079889807162536,1.7928286852589643,7.805700275819798,0.19,0.22,2.346303588359003,England,25,1,0.99232,4.273177332433352
Walace,MF,3238.0,0.5833333333333334,1.0284126003705991,3.529956763434219,0.06,0.0,1.0343405394276304,Italy,28,2,0.87481,3.69102385062796
Declan Rice,MF,3225.0,1.3128491620111733,2.093023255813953,7.75813953488372,0.2,0.22,2.3188023905417694,England,24,1,0.99232,4.1553015538521505
Matteo Pessina,MF,3222.0,0.7541899441340782,1.927374301675978,5.307262569832402,0.17,0.08,1.6387653631284915,Italy,26,2,0.87481,3.8838999860335197
Kirian Rodríguez,MF,3211.0,1.0364145658263304,1.2893179694799128,8.296480847088135,0.17,0.06,2.159442676478876,Spain,27,3,0.8173900000000001,4.30798523971127
Tyrick Mitchell,"DF,MF",3204.0,0.6741573033707865,0.898876404494382,2.640449438202247,0.06,0.08,0.8726966292134832,England,23,1,0.99232,3.1153328089887644
Aleix García,MF,3199.0,1.6056338028169015,1.631759924976555,8.271334792122538,0.08,0.17,2.360745703983199,Spain,26,3,0.8173900000000001,4.338832207589079
Morgan Gibbs-White,"MF,FW",3156.0,2.108262108262108,2.281368821292776,4.847908745247148,0.14,0.29,1.9485079349604064,England,23,1,0.99232,3.814610157724265
Morten Frendrup,MF,3145.0,0.3724928366762178,1.0302066772655007,3.004769475357711,0.06,0.14,0.929493797859886,Italy,22,2,0.87481,3.022873468608926
Rubén Alcaraz,MF,3134.0,0.6609195402298851,0.7753669432035737,4.422463305679643,0.09,0.03,1.1897499578226205,Spain,32,3,0.8173900000000001,4.177684972584704
Conor Gallagher,MF,3128.0,1.4942528735632186,1.7838874680306906,4.948849104859336,0.14,0.2,1.7193978892906492,England,23,1,0.99232,3.6656886280389225
Matìas Soulé,"FW,MF",3121.0,2.3631123919308354,3.316244793335469,5.709708426786286,0.32,0.09,2.3368131224105184,Italy,20,2,0.87481,3.7376310295668373
Bruno Fernandes,"MF,FW",3118.0,3.2947976878612715,2.482360487491982,8.572803078896728,0.29,0.23,2.9679922508499965,England,28,1,0.99232,4.977274963052498
Pascal Groß,"MF,DF",3114.0,2.976878612716763,2.398843930635838,8.728323699421965,0.12,0.29,2.9198092485549134,England,32,1,0.99232,5.345956011560694
Martin Ødegaard,MF,3091.0,2.973760932944607,2.649627952119056,10.016175994823682,0.23,0.29,3.237912975977469,England,24,1,0.99232,4.752723434385356
Nélson Semedo,"DF,MF",3084.0,0.6997084548104957,3.0058365758754864,4.027237354085603,0.0,0.03,1.555556476954317,England,29,1,0.99232,4.159191710020306
Vitaly Janelt,"MF,DF",3054.0,1.0914454277286136,0.7367387033398822,3.624754420432221,0.03,0.09,1.1205877103001434,England,25,1,0.99232,3.476462011695093
Maxence Caqueret,MF,3022.0,1.6964285714285714,2.084712111184646,8.517538054268696,0.03,0.09,2.489735747376383,France,23,5,0.6495000000000001,4.080703235794649
Albert Guðmundsson,"FW,MF",3016.0,2.417910447761194,2.446949602122016,3.580901856763925,0.42,0.12,1.7671523813294274,Italy,26,2,0.87481,3.967351547864128
Manuel Locatelli,MF,3008.0,0.7784431137724551,0.6283244680851063,6.941489361702128,0.03,0.12,1.708651388711938,Italy,25,2,0.87481,3.8293259026627595
Sander Berge,MF,3005.0,0.8682634730538923,1.916805324459235,4.911813643926789,0.03,0.06,1.5603764882879831,England,25,1,0.99232,3.762324717387189
James Garner,MF,3004.0,1.3173652694610778,1.078561917443409,2.996005326231691,0.03,0.06,1.0993865026272356,England,22,1,0.99232,3.1626812267077034
James Ward-Prowse,MF,3001.0,1.921921921921922,0.5398200599800067,4.318560479840054,0.21,0.21,1.4400604923483964,England,28,1,0.99232,3.984119320026458
John McGinn,"MF,FW",2999.0,1.3213213213213215,1.770590196732244,5.67189063021007,0.18,0.12,1.8067604296527275,England,28,1,0.99232,4.222474279274273
Óscar Mingueza,"DF,MF",2998.0,1.4414414414414416,2.2214809873248837,5.103402268178786,0.06,0.06,1.7772649393890223,Spain,24,3,0.8173900000000001,3.759569710602865
İlkay Gündoğan,MF,2994.0,2.912912912912913,2.1342685370741483,6.733466933867736,0.15,0.27,2.4521296767709595,Spain,32,3,0.8173900000000001,4.998231789901124
Douglas Luiz,MF,2993.0,1.5915915915915917,1.804209822920147,5.051787504176412,0.27,0.15,1.76151778373763,England,25,1,0.99232,3.8930665594294593
Sávio,"FW,MF",2976.0,1.5709969788519638,5.473790322580645,2.8125,0.27,0.3,2.088457460286522,Spain,19,3,0.8173900000000001,3.4618448491862397
Ylber Ramadani,MF,2970.0,0.4848484848484848,1.0909090909090908,3.6666666666666665,0.03,0.0,1.0514848484848485,Italy,27,2,0.87481,3.6021676515151517
Mario Lemina,MF,2968.0,0.6060606060606061,0.9703504043126686,2.304582210242588,0.12,0.03,0.7971986441231725,England,29,1,0.99232,3.6662591186800624
Ander Guevara,MF,2932.0,0.6441717791411042,1.6268758526603002,5.740109140518418,0.03,0.0,1.6052313544639645,Spain,26,3,0.8173900000000001,3.847747880401577
Rodri,MF,2931.0,1.503067484662577,2.333674513817809,11.545547594677585,0.25,0.28,3.185457918631594,England,27,1,0.99232,5.018627647110536
Rodri,MF,2931.0,1.503067484662577,2.333674513817809,11.545547594677585,0.25,0.28,3.185457918631594,Spain,23,3,0.8173900000000001,4.574895147110537
Maximilian Eggestein,MF,2914.0,0.7716049382716049,1.2971859986273162,5.003431708991077,0.03,0.06,1.4354445291779996,Germany,26,4,0.78425,3.7291014439656998
Gustavo Hamer,MF,2910.0,2.1671826625387,1.11340206185567,4.175257731958762,0.12,0.19,1.5601684912706264,England,26,1,0.99232,3.8621895193259075
Ryan Christie,MF,2907.0,1.7027863777089784,1.8575851393188856,5.170278637770898,0.0,0.15,1.7911300309597524,England,28,1,0.99232,4.212314520123839
Federico Valverde,MF,2904.0,1.51702786377709,3.2231404958677685,7.159090909090909,0.06,0.22,2.451851853747153,Spain,25,3,0.8173900000000001,4.29805120493565
Dwight McNeil,"MF,FW",2892.0,2.149532710280374,2.489626556016597,3.5477178423236517,0.09,0.19,1.7033754217241246,England,23,1,0.99232,3.6552740241206814
Ermedin Demirović,"FW,MF",2873.0,1.0344827586206895,0.8771319178558998,1.8795683954055,0.47,0.28,0.8892366143764179,Germany,25,4,0.78425,3.2740662993446716
Lucas Ocampos,"FW,MF",2871.0,1.1285266457680252,3.6677115987460818,3.887147335423198,0.13,0.09,1.7766771159874608,Spain,29,3,0.8173900000000001,4.25918762539185
Tomáš Souček,MF,2870.0,0.6269592476489029,0.2195121951219512,2.696864111498258,0.22,0.06,0.7486671108538224,England,28,1,0.99232,3.534713622054985
Éderson,MF,2869.0,0.5642633228840126,1.0038340885325898,6.713140467061694,0.19,0.03,1.6842475756956592,Italy,24,2,0.87481,3.713463424202179
Moisés Caicedo,MF,2866.0,0.7232704402515723,0.8478715980460572,5.432658757850663,0.03,0.09,1.4307601592296584,England,21,1,0.99232,3.278074103499278
Carlton Morris,"FW,MF",2862.0,0.6918238993710691,1.1635220125786163,1.7610062893081762,0.35,0.13,0.7972704402515725,England,27,1,0.99232,3.466305786163522
Laurent Abergel,MF,2860.0,0.9433962264150944,1.1958041958041958,6.104895104895105,0.06,0.03,1.6638191054228788,France,30,5,0.6495000000000001,4.243857418524871
Phil Foden,"FW,MF",2857.0,2.302839116719243,2.929646482324116,5.292264613230662,0.6,0.25,2.2399500424548044,England,23,1,0.99232,4.004047527595623
Nicolò Barella,MF,2846.0,1.3291139240506329,2.1503865073787773,8.791286015460296,0.06,0.09,2.487157289377941,Italy,26,2,0.87481,4.435354738095661
Granit Xhaka,MF,2821.0,1.3099041533546325,1.914214817440624,12.506203473945408,0.1,0.0,3.1560644889481333,Germany,30,4,0.78425,5.247504417816287
Tijjani Reijnders,MF,2820.0,1.5974440894568689,2.8085106382978724,6.51063829787234,0.1,0.1,2.223318605125417,Italy,25,2,0.87481,4.163859593331521
Enzo Barrenechea,MF,2811.0,0.8012820512820513,0.3201707577374599,4.9626467449306295,0.0,0.03,1.2258199107900285,Italy,22,2,0.87481,3.2154854420135184
Isaac Palazón Camacho,"MF,FW",2791.0,1.1612903225806452,1.2898602651379434,4.127552848441419,0.13,0.03,1.3377406872320012,Spain,28,3,0.8173900000000001,3.8738789467008012
Lewis Cook,MF,2786.0,1.4838709677419355,0.7106963388370423,4.587221823402728,0.0,0.1,1.3863578259963412,England,26,1,0.99232,3.749212586897622
Andre-Frank Zambo Anguissa,MF,2786.0,1.2258064516129032,1.389088298636037,5.265613783201723,0.0,0.06,1.5941017066901328,Italy,27,2,0.87481,3.9548686093485865
Henrikh Mkhitaryan,MF,2785.0,1.2944983818770228,2.9730700179533214,6.204667863554758,0.06,0.26,2.1784472526770204,Italy,34,2,0.87481,5.034693214240064
Michael Folorunsho,"MF,FW",2781.0,0.5825242718446603,1.812297734627832,1.7475728155339807,0.16,0.03,0.8534789644012947,Italy,25,2,0.87481,3.2734638268608416
Felipe Anderson,"FW,MF",2770.0,1.3636363636363635,3.509025270758123,4.093862815884476,0.16,0.19,1.8663048900557928,Italy,30,2,0.87481,4.431800678536265
Téji Savanier,MF,2765.0,2.964169381107492,1.2694394213381557,7.291139240506329,0.29,0.2,2.393949608590395,France,31,5,0.6495000000000001,4.818442245583757
Julian Weigl,MF,2764.0,0.7817589576547231,0.4558610709117221,3.418958031837916,0.07,0.1,0.9683156120808722,Germany,27,4,0.78425,3.525467647852567
Dejan Kulusevski,"FW,MF",2762.0,2.1498371335504887,4.920347574221578,4.692251991310644,0.26,0.1,2.4084873398165425,England,23,1,0.99232,4.113596770880753
Antonio Candreva,"MF,FW",2750.0,1.96078431372549,2.1927272727272724,4.876363636363636,0.2,0.2,1.88597504456328,Italy,36,2,0.87481,5.044586278966132
Sean Longstaff,MF,2747.0,0.6557377049180327,0.7863123407353476,4.750637058609392,0.2,0.07,1.2795374208525545,England,25,1,0.99232,3.5797793235541606
Iván Martín,MF,2729.0,0.957095709570957,2.770245511176255,4.716013191645291,0.16,0.13,1.7436708824785008,Spain,24,3,0.8173900000000001,3.7377335736110258
Junya Ito,"FW,MF",2714.0,2.6490066225165565,4.078850405305822,4.609432571849668,0.1,0.23,2.3464579199344096,France,30,5,0.6495000000000001,4.687572647957366
Lewis Ferguson,MF,2712.0,1.0631229235880395,1.8915929203539823,4.712389380530974,0.2,0.1,1.5834210448945991,Italy,23,2,0.87481,3.5479261791814896
Antoine Makoumbou,MF,2702.0,0.4666666666666667,1.232420429311621,4.563286454478164,0.03,0.0,1.2554747100912902,Italy,25,2,0.87481,3.5347610615593386
João Palhinha,MF,2699.0,0.4333333333333333,0.2667654686921082,3.234531307891812,0.13,0.03,0.8089260219834509,England,28,1,0.99232,3.5738819142892435
Youssouf Fofana,MF,2697.0,1.3333333333333333,1.7686318131256953,8.309232480533927,0.13,0.13,2.3342395253985915,France,24,5,0.6495000000000001,4.0796306915090845
Angelo Stiller,MF,2694.0,1.1111111111111112,1.2360801781737194,7.349665924276169,0.03,0.17,1.9933714427122,Germany,22,4,0.78425,3.6917539377629303
Angelo Stiller,MF,2694.0,1.1111111111111112,1.2360801781737194,7.349665924276169,0.03,0.17,1.9933714427122,Germany,22,4,0.78425,3.6917539377629303
Óscar Valentín,MF,2692.0,0.3678929765886288,0.8023774145616642,4.413075780089153,0.03,0.0,1.1196692342478891,Spain,28,3,0.8173900000000001,3.7321325022611282
Danley Jean-Jacques,MF,2682.0,0.3355704697986577,1.174496644295302,2.8187919463087248,0.0,0.0,0.8657718120805369,France,23,5,0.6495000000000001,3.0251266778523496
Jon Guridi,MF,2678.0,1.0738255033557047,1.0082150858849888,3.932038834951456,0.1,0.13,1.2518158848384302,Spain,28,3,0.8173900000000001,3.8180278251449797
Gerard Gumbau,MF,2674.0,1.3804713804713804,0.6731488406881077,4.543754674644727,0.0,0.1,1.3494749791608431,Spain,28,3,0.8173900000000001,3.8815062364545483
Kevin Stöger,MF,2668.0,4.29054054054054,2.732383808095952,9.54647676161919,0.24,0.34,3.439880222051136,Germany,29,4,0.78425,5.3319846443332395
Vinicius Souza,MF,2668.0,0.1351351351351351,0.2361319340329835,2.2263868065967016,0.03,0.0,0.5225307751529641,England,24,1,0.99232,2.987725003849427
Mason Greenwood,"MF,FW",2662.0,1.2162162162162162,4.293764087152517,3.0090157776108186,0.27,0.2,1.7907992161959103,Spain,21,3,0.8173900000000001,3.468366990527342
Andrea Colpani,"MF,FW",2657.0,1.8983050847457628,3.04855099736545,4.064734663153933,0.27,0.14,1.8713181490530293,Italy,24,2,0.87481,3.8350592968844692
Diego López,"MF,FW",2656.0,1.3220338983050848,2.541415662650602,2.473644578313253,0.1,0.2,1.3374188278537882,Spain,21,3,0.8173900000000001,3.1736697381049623
Martín Zubimendi,MF,2654.0,0.5423728813559322,1.1529766390354184,5.154483798040694,0.14,0.03,1.392966663686409,Spain,24,3,0.8173900000000001,3.5097758313961664
Xavi Simons,MF,2653.0,2.6779661016949152,5.122502826988315,6.34376177911798,0.27,0.37,2.9668461415602425,Germany,20,4,0.78425,4.124512492014158
Adrien Rabiot,MF,2651.0,0.8813559322033898,2.444360618634477,4.073934364390796,0.17,0.1,1.526930183045733,Italy,28,2,0.87481,4.011207118979726
Eren Dinkçi,"FW,MF",2650.0,1.2244897959183674,2.8867924528301887,3.0226415094339623,0.34,0.17,1.5117847516365035,Germany,21,4,0.78425,3.2787225885637277
João Gomes,MF,2649.0,0.6802721088435374,0.9513023782559455,3.4314835787089466,0.07,0.03,1.028611613161686,England,22,1,0.99232,3.116677548555096
Julián Álvarez,"MF,FW",2647.0,2.2789115646258504,2.1760483566301474,3.5020778239516432,0.37,0.27,1.709407549041528,England,23,1,0.99232,3.6591949068769933
Antoine Griezmann,"FW,MF",2644.0,1.4625850340136055,1.4636913767019668,4.016641452344932,0.54,0.2,1.502583572612101,Spain,32,3,0.8173900000000001,4.381026822197866
Javier Muñoz,MF,2640.0,0.8191126279863481,1.125,4.159090909090909,0.07,0.1,1.2576407074154514,Spain,28,3,0.8173900000000001,3.8218139598200436
Mitchell Weiser,"DF,MF",2636.0,1.2627986348122866,2.765553869499241,3.789833080424887,0.1,0.24,1.6456371169472832,Germany,29,4,0.78425,4.165726626015735
Kai Havertz,"MF,FW",2634.0,1.5699658703071673,1.8792710706150344,3.3826879271070616,0.44,0.24,1.4823849736058528,England,24,1,0.99232,3.6116302328438046
Leandro Paredes,MF,2634.0,0.9215017064846416,1.2300683371298406,7.312072892938497,0.1,0.17,1.953728587310596,Italy,29,2,0.87481,4.388626081751887
Abdoulaye Doucouré,"FW,MF",2629.0,1.1643835616438356,1.8828451882845187,3.320654241156333,0.24,0.03,1.3065765982169375,England,30,1,0.99232,4.09735478884101
Teun Koopmeiners,MF,2627.0,2.054794520547945,2.706509326227636,5.789874381423677,0.41,0.17,2.202235645639852,Italy,25,2,0.87481,4.150155669665904
Remo Freuler,MF,2624.0,0.6506849315068494,1.2690548780487805,5.659298780487805,0.03,0.03,1.5278077180086869,Italy,31,2,0.87481,4.3117775167056465
Atakan Karazor,MF,2623.0,0.9965635738831614,0.8234845596645063,4.872283644681662,0.0,0.14,1.380466355645866,Germany,26,4,0.78425,3.6933656311698133
Lucas Paquetá,"FW,MF",2622.0,1.4776632302405497,1.1670480549199085,6.418764302059497,0.14,0.21,1.8896951174439915,England,25,1,0.99232,3.976381826338595
Ross Barkley,MF,2618.0,1.5120274914089349,1.650114591291062,5.6035141329258975,0.17,0.14,1.8121312431251788,England,29,1,0.99232,4.325965308031367
Dani Rodríguez,MF,2615.0,1.649484536082474,1.8585086042065009,4.061185468451242,0.07,0.14,1.5628357217480435,Spain,35,3,0.8173900000000001,4.7201907191362285
Andreas Pereira,MF,2613.0,2.896551724137931,1.9288174512055107,4.753157290470723,0.1,0.24,1.9977052931628327,England,27,1,0.99232,4.246588440555842
Chris Ramos,"FW,MF",2612.0,0.4827586206896552,1.0681470137825422,0.9647779479326188,0.17,0.03,0.5291367164809633,Spain,26,3,0.8173900000000001,3.148286365712626
Nikola Vlašić,"MF,FW",2608.0,1.206896551724138,2.312116564417178,5.17638036809816,0.1,0.07,1.7700786968478952,Italy,25,2,0.87481,3.869253652951132
Cole Palmer,MF,2607.0,0.0,4.039125431530495,6.800920598388953,0.76,0.38,2.358009205983889,England,21,1,0.99232,3.8807859838895284
Cole Palmer,MF,2607.0,0.0,4.039125431530495,6.800920598388953,0.76,0.38,2.358009205983889,England,21,1,0.99232,3.8807859838895284
Leandro Barreiro Martins,MF,2606.0,0.6896551724137931,0.7597851112816577,3.211818879508826,0.14,0.03,0.9552518326408554,Germany,23,4,0.78425,3.1169761912165566
Jan-Niklas Beste,"FW,MF",2603.0,2.4221453287197234,2.7660391855551287,1.9708029197080288,0.28,0.38,1.5737974867965765,Germany,24,4,0.78425,3.6190308664177753
Christian Pulisic,"FW,MF",2602.0,1.5224913494809689,4.531129900076864,3.0092236740968485,0.42,0.28,1.9385689847309364,Italy,24,2,0.87481,3.878772340075109
Youssef Maleh,MF,2602.0,1.1764705882352942,0.5880092236740968,4.0468870099923135,0.0,0.03,1.171273364380341,Italy,24,2,0.87481,3.3800301868472222
Romano Schmid,"MF,FW",2601.0,1.7647058823529411,2.595155709342561,4.982698961937716,0.14,0.21,1.945512110726644,Germany,23,4,0.78425,3.760645371972319
Alexis Mac Allister,MF,2599.0,1.626297577854671,1.5236629472874184,7.237398999615237,0.17,0.17,2.145471904951465,England,24,1,0.99232,4.0426367382184525
Marten de Roon,"MF,DF",2599.0,0.795847750865052,0.9696036937283572,6.163909195844556,0.0,0.17,1.636872128087593,Italy,32,2,0.87481,4.482669383256936
Florian Sotoca,"MF,FW",2598.0,1.799307958477509,1.9399538106235563,5.404157043879907,0.24,0.21,1.9156837625961949,France,32,5,0.6495000000000001,4.607569445687527
Weston McKennie,"MF,DF",2594.0,1.4236111111111112,2.220508866615266,3.191981495759445,0.0,0.24,1.4392202946971646,Italy,24,2,0.87481,3.5541956915531574
Pedro Chirivella,MF,2594.0,0.6597222222222222,0.3469545104086353,6.661526599845798,0.03,0.03,1.545640666495331,France,26,5,0.6495000000000001,3.7670414332219653
Joris Chotard,MF,2587.0,0.4878048780487805,0.41747197526092,3.86161577116351,0.0,0.1,0.9833785248946422,France,21,5,0.6495000000000001,2.9015710411815174
Daniel Parejo,MF,2580.0,1.1846689895470384,0.3837209302325581,7.325581395348837,0.1,0.17,1.8397942630256867,Spain,34,3,0.8173900000000001,4.800213770966697
Alex Baena,"MF,FW",2579.0,2.8919860627177703,2.93136874757658,5.758045754168283,0.07,0.49,2.4702801128925267,Spain,22,3,0.8173900000000001,4.010029573380143
Bernardo Silva,"MF,FW",2578.0,2.237762237762237,4.887509697439875,6.179208688906129,0.21,0.31,2.774896124821648,England,28,1,0.99232,4.851762481134072
Anthony Losilla,MF,2576.0,0.6643356643356643,0.3843167701863353,3.493788819875776,0.03,0.07,0.9324882508795552,Germany,37,4,0.78425,4.502179863071711
Angel Gomes,MF,2571.0,1.6783216783216783,1.7152858809801634,7.141190198366394,0.0,0.28,2.1909595515336475,France,22,5,0.6495000000000001,3.786498708496871
Benjamin André,MF,2570.0,0.6643356643356643,0.6653696498054474,6.303501945525292,0.14,0.0,1.5406414519332807,France,32,5,0.6495000000000001,4.363791943756633
Chris Führich,"FW,MF",2567.0,1.8596491228070176,5.364238410596027,5.083755356447215,0.28,0.25,2.5645285779700524,Germany,25,4,0.78425,4.363006075680534
Marcos Llorente,"MF,DF",2565.0,0.912280701754386,2.491228070175439,3.719298245614035,0.21,0.14,1.487561403508772,Spain,28,3,0.8173900000000001,3.9712624122807023
Hakan Çalhanoğlu,MF,2556.0,1.8309859154929575,1.5845070422535212,6.549295774647888,0.46,0.11,2.0719577464788737,Italy,29,2,0.87481,4.465475035211268
Muhammed Cham,"MF,FW",2554.0,1.7253521126760565,2.50195771339076,5.6734534064213005,0.28,0.14,2.050152646497624,France,22,5,0.6495000000000001,3.6949742202234557
Nicolò Cambiaghi,"FW,MF",2553.0,1.091549295774648,4.512338425381904,2.2209165687426555,0.04,0.04,1.5809608579798415,Italy,22,2,0.87481,3.446327057686897
Jordan Ayew,"FW,MF",2543.0,0.8833922261484098,2.6189539913488007,2.2296500196618165,0.14,0.25,1.2353992474318054,England,31,1,0.99232,4.151089510830674
Milan Badelj,MF,2535.0,0.6382978723404256,0.6390532544378698,5.36094674556213,0.04,0.11,1.364659574468085,Italy,34,2,0.87481,4.505731223404256
Édgar González,"DF,MF",2522.0,0.25,0.2141157811260904,2.569389373513085,0.07,0.0,0.6137010309278351,Spain,26,3,0.8173900000000001,3.203253170103093
Pierre Lees-Melou,MF,2517.0,0.9642857142857144,1.8235995232419548,6.901072705601908,0.14,0.0,1.951791588625916,France,30,5,0.6495000000000001,4.431039532606846
Manuel Akanji,"DF,MF",2511.0,0.4659498207885305,1.6487455197132617,5.304659498207886,0.07,0.0,1.4908709677419354,England,28,1,0.99232,4.017146129032258
Maximilian Arnold,MF,2506.0,1.7266187050359711,0.7182761372705506,5.135674381484438,0.07,0.04,1.5351138447581918,Germany,29,4,0.78425,4.093886499092825
Christian Nørgaard,MF,2505.0,0.8633093525179856,0.5389221556886228,5.784431137724551,0.07,0.04,1.456332529186232,England,29,1,0.99232,4.094696143971051
Matheus Henrique,MF,2501.0,1.2949640287769784,1.5473810475809675,3.3826469412235105,0.07,0.07,1.2729984035162911,Italy,25,2,0.87481,3.5461514622855894
Luis Rioja,"FW,MF",2498.0,1.474820143884892,2.522017614091273,2.7742193755004,0.18,0.14,1.4142114266953132,Spain,29,3,0.8173900000000001,4.023584927351954
Javier Guerra,MF,2498.0,0.4316546762589928,1.6933546837469975,2.9183346677341877,0.14,0.04,1.0346688055480355,Spain,20,3,0.8173900000000001,2.876882223606223
Sergio Ruiz,MF,2494.0,0.4332129963898917,1.226944667201283,4.077786688051323,0.0,0.14,1.1895888703284996,Spain,28,3,0.8173900000000001,3.777580265713525
Koke,MF,2493.0,0.9386281588447654,0.9386281588447654,7.653429602888087,0.0,0.14,1.948137184115524,Spain,31,3,0.8173900000000001,4.570636669675091
Frederic Guilbert,"DF,MF",2490.0,0.8303249097472925,1.1566265060240963,4.192771084337349,0.07,0.0,1.2429445000217476,France,28,5,0.6495000000000001,3.7702889250141363
Mohammed Kudus,"FW,MF",2484.0,1.0144927536231882,4.239130434782608,2.898550724637681,0.29,0.22,1.7254347826086958,England,22,1,0.99232,3.5696126086956523
Djené,"DF,MF",2484.0,0.253623188405797,0.4710144927536231,3.550724637681159,0.0,0.0,0.855072463768116,Spain,31,3,0.8173900000000001,3.8601446014492753
Mikel Merino,MF,2482.0,0.7246376811594203,0.9427880741337632,5.910556003223207,0.18,0.11,1.5665963517032782,Spain,27,3,0.8173900000000001,3.922635128607131
Xaver Schlager,MF,2477.0,0.9818181818181818,2.652402099313686,8.356883326604764,0.0,0.18,2.4522207215473264,Germany,25,4,0.78425,4.290005969005762
Adri Embarba,"FW,MF",2476.0,1.8909090909090909,3.416801292407108,2.108239095315024,0.11,0.07,1.5151898957262444,Spain,31,3,0.8173900000000001,4.289220932222059
Álvaro García,"FW,MF",2475.0,1.4181818181818182,2.036363636363636,2.290909090909091,0.22,0.04,1.1830909090909092,Spain,30,3,0.8173900000000001,3.973356590909091
Eric Martel,MF,2457.0,0.4395604395604395,0.7692307692307692,2.7472527472527477,0.04,0.04,0.8072087912087913,Germany,21,4,0.78425,2.8207482142857145
Ondrej Duda,MF,2456.0,1.9413919413919412,1.245928338762215,4.287459283387622,0.04,0.15,1.5439559127083555,Italy,28,2,0.87481,4.0222738432604315
Joakim Mæhle,"DF,MF",2452.0,0.8088235294117647,3.0831973898858074,4.367862969004894,0.07,0.11,1.6919767776604933,Germany,26,4,0.78425,3.895847405479321
Matheus Cunha,"FW,MF",2440.0,1.033210332103321,3.94672131147541,3.209016393442623,0.44,0.26,1.759789607404271,England,24,1,0.99232,3.7919432448127766
Anthony Elanga,"FW,MF",2433.0,1.1851851851851851,3.625154130702836,1.812577065351418,0.18,0.33,1.4415832762478875,England,21,1,0.99232,3.285109129561127
Fran Beltrán,MF,2428.0,0.6666666666666666,1.037891268533773,4.967051070840197,0.0,0.0,1.3343218012081275,Spain,24,3,0.8173900000000001,3.471656670785283
Antonio Blanco,MF,2426.0,0.7407407407407407,0.7419620774938169,4.934047815333883,0.0,0.04,1.2953501267136882,Spain,23,3,0.8173900000000001,3.3463250823638977
Benjamin Bourigeaud,"MF,FW",2425.0,2.5650557620817844,1.002061855670103,6.60618556701031,0.33,0.22,2.13366063695244,France,29,5,0.6495000000000001,4.449254414019086
Maximilian Beier,"FW,MF",2420.0,0.892193308550186,2.268595041322314,1.115702479338843,0.6,0.04,0.9272981658422688,Germany,20,4,0.78425,2.7988063077974745
Brais Méndez,"MF,FW",2413.0,1.4925373134328357,1.678408619975135,4.774140074595939,0.19,0.22,1.674017201600782,Spain,26,3,0.8173900000000001,3.8924586810405084
Jefferson Lerma,"MF,DF",2400.0,0.898876404494382,0.525,3.975,0.04,0.04,1.0957752808988763,England,28,1,0.99232,3.76033393258427
Kristian Thorstvedt,MF,2397.0,1.3533834586466165,1.1264080100125156,4.881101376720901,0.23,0.04,1.5071785690760064,Italy,24,2,0.87481,3.598368569899405
Samuele Ricci,MF,2395.0,0.9774436090225564,1.7661795407098122,4.5845511482254695,0.04,0.08,1.4936348595915678,Italy,21,2,0.87481,3.2895651587345194
Lucas Robertone,MF,2381.0,1.2830188679245282,1.1717765644687106,4.838303233935322,0.0,0.19,1.515619733265712,Spain,26,3,0.8173900000000001,3.789500326622713
Edson Álvarez,MF,2377.0,0.4545454545454546,0.7572570466975179,3.4455195624737063,0.04,0.04,0.947464412743336,England,25,1,0.99232,3.3639318682831685
Florian Wirtz,MF,2372.0,2.765151515151515,5.236087689713322,8.499156829679595,0.42,0.42,3.468079206908887,Germany,20,4,0.78425,4.450313984490776
Lazar Samardzic,MF,2372.0,2.3484848484848486,2.4662731871838117,3.149241146711636,0.23,0.08,1.639799836476059,Italy,21,2,0.87481,3.3845723937094387
Mattéo Guendouzi,MF,2367.0,0.8745247148288973,1.7490494296577943,4.524714828897339,0.08,0.11,1.470657794676806,Italy,24,2,0.87481,3.574630066539924
Mattéo Guendouzi,MF,2367.0,0.8745247148288973,1.7490494296577943,4.524714828897339,0.08,0.11,1.470657794676806,France,24,5,0.6495000000000001,3.5183025665399246
Roberto Gagliardini,"MF,DF",2360.0,0.7633587786259542,1.4491525423728815,4.576271186440678,0.04,0.08,1.385756501487903,Italy,29,2,0.87481,4.0194442259671375
Nahitan Nández,"MF,DF",2341.0,1.6538461538461535,2.191371208885092,2.9218282785134555,0.08,0.12,1.3974091282489405,Italy,27,2,0.87481,3.8270184333618116
Hugo Magnetti,MF,2340.0,0.9230769230769232,1.3846153846153846,3.8846153846153846,0.08,0.0,1.2464615384615385,France,25,5,0.6495000000000001,3.472575
