Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore
Marvelous Nakamba,MF,1130.0,0.5555555555555556,0.079646017699115,2.8672566371681416,0.0,0.0,0.7004916420845625,England,29,1,0.99232,3.603399567354966
Dodi Lukebakio,"FW,MF",1125.0,1.04,3.84,2.08,0.4,0.08,1.4560000000000002,Spain,25,3,0.8173900000000001,3.6507475
Saša Lukić,MF,1122.0,0.88,0.962566844919786,3.449197860962567,0.08,0.0,1.0663529411764707,England,26,1,0.99232,3.541209411764706
Óscar Melendo,"MF,FW",1122.0,0.88,1.6844919786096255,3.048128342245989,0.0,0.0,1.1225240641711232,Spain,25,3,0.8173900000000001,3.43398814171123
Ryan Gravenberch,MF,1121.0,1.28,3.1311329170383586,6.262265834076717,0.08,0.0,2.1426797502230155,England,21,1,0.99232,3.74082183764496
Ryan Gravenberch,MF,1121.0,1.28,3.1311329170383586,6.262265834076717,0.08,0.0,2.1426797502230155,Germany,21,4,0.78425,3.68880433764496
Marco Asensio,"MF,FW",1113.0,2.661290322580645,2.911051212938005,5.741239892183288,0.32,0.4,2.414716285540388,France,27,5,0.6495000000000001,4.431940585601252
Samuel Moutoussamy,MF,1107.0,0.8943089430894309,1.6260162601626016,4.796747967479675,0.08,0.0,1.4714146341463417,France,26,5,0.6495000000000001,3.7187945121951222
Ben Brereton,"FW,MF",1105.0,0.6666666666666666,1.8733031674208145,3.013574660633484,0.49,0.08,1.183708898944193,England,24,1,0.99232,3.417490784313726
Ben Brereton,"FW,MF",1105.0,0.6666666666666666,1.8733031674208145,3.013574660633484,0.49,0.08,1.183708898944193,Spain,24,3,0.8173900000000001,3.373758284313726
Gaetano Oristanio,"FW,MF",1104.0,1.2195121951219512,2.0380434782608696,2.119565217391304,0.16,0.08,1.115424178154825,Italy,20,2,0.87481,2.943728215800636
Fabio Miretti,MF,1103.0,1.951219512195122,1.795104261106074,3.508612873980054,0.08,0.08,1.48298732945625,Italy,19,2,0.87481,3.0826442641465626
Gonzalo Melero,"MF,FW",1103.0,0.8943089430894309,1.8766999093381684,3.99818676337262,0.08,0.08,1.385839123160044,Spain,29,3,0.8173900000000001,4.0051429300540295
Pelly Ruddock Mpanzu,MF,1101.0,0.4918032786885246,0.8174386920980927,2.779291553133515,0.0,0.0,0.8177067047840266,England,30,1,0.99232,3.779589358109617
Ângelo,"FW,MF",1094.0,2.1311475409836067,4.113345521023766,4.853747714808044,0.0,0.25,2.294648155363084,France,18,5,0.6495000000000001,3.453896300986005
Carlos Soler,"MF,DF",1090.0,1.6528925619834711,1.2385321100917432,6.110091743119266,0.17,0.17,1.868303283038896,France,26,5,0.6495000000000001,3.9767721339752824
Eli Junior Kroupi,"FW,MF",1084.0,0.9166666666666666,0.8302583025830258,0.996309963099631,0.42,0.25,0.6656469864698648,France,17,5,0.6495000000000001,2.295045541205412
Martin Hongla,MF,1084.0,0.75,0.4981549815498155,4.732472324723247,0.0,0.0,1.1961254612546126,Italy,25,2,0.87481,3.4961840498154984
Martin Hongla,MF,1084.0,0.75,0.4981549815498155,4.732472324723247,0.0,0.0,1.1961254612546126,Spain,25,3,0.8173900000000001,3.4818290498154982
Mouctar Diakhaby,"DF,MF",1073.0,0.1680672268907563,0.587138863000932,2.4324324324324325,0.08,0.0,0.6455277044648242,Spain,26,3,0.8173900000000001,3.223940507902136
Aïssa Laïdouni,MF,1071.0,1.0084033613445378,2.016806722689076,4.705882352941177,0.0,0.25,1.621218487394958,Germany,26,4,0.78425,3.849854516806723
John Stones,"DF,MF",1064.0,0.5084745762711864,1.3533834586466165,4.821428571428571,0.08,0.0,1.3446573212692747,England,29,1,0.99232,4.022107258825029
Reinier,"MF,FW",1059.0,1.3559322033898304,0.8498583569405098,2.7195467422096318,0.17,0.17,1.0530674605079944,Italy,21,2,0.87481,3.0031963493301967
Jamie Gittens,"FW,MF",1058.0,1.5254237288135593,5.444234404536862,2.2117202268431,0.09,0.34,1.9472756720387043,Germany,18,4,0.78425,3.261791686825158
Giovanni Fabbian,"MF,FW",1057.0,1.3675213675213675,0.936613055818354,1.447492904446547,0.43,0.17,0.8443254655572537,Italy,20,2,0.87481,2.767514052612215
Junior Messias,"MF,DF",1053.0,1.2820512820512822,2.9914529914529915,2.4786324786324787,0.09,0.0,1.3594273504273504,Italy,32,2,0.87481,4.302330277777778
Nampalys Mendy,MF,1052.0,0.7692307692307693,1.796577946768061,7.186311787072244,0.0,0.09,1.9774241006142148,France,31,5,0.6495000000000001,4.54770066539924
Kristijan Jakić,MF,1051.0,0.5982905982905983,0.9419600380589916,4.795432921027593,0.17,0.09,1.3111367114754364,Germany,26,4,0.78425,3.6483013624590335
Kristijan Jakić,MF,1051.0,0.5982905982905983,0.9419600380589916,4.795432921027593,0.17,0.09,1.3111367114754364,Germany,26,4,0.78425,3.6483013624590335
Mathys Tel,"FW,MF",1050.0,1.0256410256410258,3.857142857142857,2.3142857142857145,0.6,0.43,1.6284139194139198,Germany,18,4,0.78425,3.0545315476190478
Nabil Fekir,"MF,FW",1049.0,2.5641025641025643,2.745471877979028,5.748331744518589,0.09,0.17,2.2715812373200364,Spain,30,3,0.8173900000000001,4.680875304258024
José Luis Morales,"FW,MF",1048.0,0.3448275862068966,2.490458015267176,1.4599236641221374,0.6,0.0,0.919041853119242,Spain,36,3,0.8173900000000001,4.401724704527507
Mohamed Camara,MF,1035.0,1.2173913043478262,1.2173913043478262,6.608695652173913,0.09,0.17,1.868695652173913,France,23,5,0.6495000000000001,3.677027173913044
Ibrahim Sangaré,MF,1035.0,0.6086956521739131,0.4347826086956521,3.8260869565217392,0.0,0.0,0.9739130434782608,England,25,1,0.99232,3.3811234782608697
Junior Sambia,"DF,MF",1032.0,1.0434782608695652,2.005813953488372,3.5755813953488373,0.09,0.17,1.3849747219413548,Italy,26,2,0.87481,3.718936069261881
Tiago Tomás,"FW,MF",1032.0,0.782608695652174,1.8313953488372088,1.4825581395348837,0.09,0.09,0.8553124368048535,Germany,21,4,0.78425,2.852015583923155
Ander Herrera,MF,1030.0,1.0526315789473684,0.9611650485436892,8.213592233009708,0.0,0.26,2.123477772100153,Spain,33,3,0.8173900000000001,4.8846080518651
Elliot Anderson,"MF,FW",1027.0,1.3157894736842104,3.242453748782862,4.995131450827653,0.0,0.18,1.9646749346589452,England,20,1,0.99232,3.5251187075283146
Oussama Targhalline,MF,1025.0,0.7017543859649122,2.370731707317073,6.146341463414634,0.0,0.0,1.843765511339324,France,21,5,0.6495000000000001,3.460822582370561
Khalil Fayad,"FW,MF",1025.0,0.7017543859649122,1.5804878048780486,3.073170731707317,0.26,0.0,1.0970825845100558,France,19,5,0.6495000000000001,2.7754786799315365
Julian Justvan,"FW,MF",1023.0,0.0,1.7595307917888563,4.926686217008798,0.18,0.18,1.409243401759531,Germany,25,4,0.78425,3.612070711143695
Julian Justvan,"FW,MF",1023.0,0.0,1.7595307917888563,4.926686217008798,0.18,0.18,1.409243401759531,Germany,25,4,0.78425,3.612070711143695
Felix Nmecha,MF,1021.0,1.238938053097345,1.6748285994123409,3.966699314397649,0.09,0.18,1.439093193381467,Germany,22,4,0.78425,3.3314730756979536
Mathias Honsak,"FW,MF",1021.0,1.0619469026548671,1.939275220372184,1.6748285994123409,0.09,0.09,0.9712101444878786,Germany,26,4,0.78425,3.427349093917121
Wesley Saïd,"FW,MF",1020.0,1.0619469026548671,1.588235294117647,2.294117647058824,0.62,0.09,1.077859968766267,France,28,5,0.6495000000000001,3.662983979698074
Carles Aleñá,MF,1020.0,1.5929203539823007,1.0588235294117647,2.0294117647058822,0.09,0.09,0.9722311296199896,Spain,25,3,0.8173900000000001,3.336297734252993
Abdou Harroui,"MF,FW",1019.0,1.415929203539823,3.79784102060844,3.356231599607458,0.26,0.26,1.818000364751144,Italy,25,2,0.87481,3.9004027370882435
Jacob Brown,"MF,FW",1019.0,0.7079646017699115,2.208047105004906,1.678115799803729,0.18,0.0,0.9368255013157094,England,25,1,0.99232,3.3570165758552113
Jens Cajuste,MF,1016.0,1.327433628318584,1.6830708661417322,3.27755905511811,0.0,0.18,1.3116127099156851,Italy,23,2,0.87481,3.3712507614451956
Federico Bonazzoli,"FW,MF",1016.0,0.7079646017699115,1.1515748031496065,2.3031496062992125,0.27,0.09,0.8865378022437461,Italy,26,2,0.87481,3.394952071458435
Alex Scott,MF,1014.0,1.9469026548672568,2.130177514792899,4.437869822485207,0.09,0.09,1.7389899984290724,England,19,1,0.99232,3.2784234989788974
Kevin Sessa,"MF,FW",1011.0,1.517857142857143,2.5816023738872405,4.54005934718101,0.27,0.0,1.7549037727850787,Germany,23,4,0.78425,3.6367499523103017
Umut Tohumcu,MF,1011.0,0.8035714285714286,1.602373887240356,4.094955489614244,0.0,0.18,1.354180161085206,Germany,18,4,0.78425,2.876279604705384
Jack Grealish,"FW,MF",1009.0,2.321428571428572,7.760158572844401,4.4598612487611495,0.27,0.09,2.962289678606825,England,27,1,0.99232,4.873568291094436
Nabil Alioui,"MF,FW",1009.0,2.142857142857143,1.962338949454906,3.835480673934589,0.36,0.09,1.6511353532493276,France,24,5,0.6495000000000001,3.6356129796120635
Rodrigo Bentancur,MF,1005.0,0.7142857142857143,1.4328358208955223,6.447761194029851,0.09,0.09,1.7549765458422173,England,26,1,0.99232,3.9888147547974415
Arne Maier,MF,1003.0,2.5225225225225225,1.5254237288135597,5.742771684945165,0.18,0.36,2.084143587256249,Germany,24,4,0.78425,3.9507558317165623
Lucas Mincarelli,"DF,MF",978.0,0.3669724770642201,2.2085889570552144,2.392638036809816,0.09,0.09,1.0296398941858502,France,19,5,0.6495000000000001,2.7316409312208028
Alejandro Pozo Pozo,"DF,MF",976.0,1.2037037037037035,2.028688524590164,4.057377049180328,0.0,0.0,1.4579538554948392,Spain,24,3,0.8173900000000001,3.552017506071646
Luca Koleosho,"MF,FW",974.0,1.0185185185185184,4.897330595482546,1.7556468172484598,0.09,0.09,1.5702991862499047,England,18,1,0.99232,3.0687744710624383
Adrian Beck,"MF,FW",974.0,1.0185185185185184,1.570841889117043,2.679671457905544,0.09,0.09,1.0898063731082213,Germany,26,4,0.78425,3.5044366425203437
Óscar Rodríguez Arnaiz,"MF,FW",967.0,1.9626168224299068,1.2099276111685626,4.8397104446742505,0.19,0.09,1.6484509756545438,Spain,25,3,0.8173900000000001,3.7758406341754536
Domingos André Ribeiro Almeida,"FW,MF",965.0,1.2149532710280375,2.238341968911917,4.663212435233161,0.19,0.09,1.669301535034623,Spain,23,3,0.8173900000000001,3.5893934977725053
Jean-Ricner Bellegarde,"MF,FW",958.0,1.0,2.8183716075156577,3.663883089770355,0.19,0.09,1.5424509394572024,England,25,1,0.99232,3.7506731106471816
Jean-Ricner Bellegarde,"MF,FW",958.0,1.0,2.8183716075156577,3.663883089770355,0.19,0.09,1.5424509394572024,France,25,5,0.6495000000000001,3.664968110647181
Davide Frattesi,MF,955.0,0.9433962264150944,2.5445026178010477,3.486910994764398,0.57,0.28,1.535961967796108,Italy,23,2,0.87481,3.5170777790674705
Kenan Yıldız,"FW,MF",952.0,1.69811320754717,3.0252100840336134,3.7815126050420167,0.19,0.0,1.71996717932456,Italy,18,2,0.87481,3.136681166560964
Gonçalo Guedes,"FW,MF",951.0,1.7924528301886793,3.5962145110410098,4.73186119873817,0.28,0.19,2.109105707993572,Spain,26,3,0.8173900000000001,4.175266210195822
Paulo Azzi,"DF,MF",950.0,0.8490566037735849,4.4526315789473685,3.3157894736842106,0.0,0.0,1.723495531281033,Italy,29,2,0.87481,4.238974595332672
Jadon Sancho,"FW,MF",947.0,2.380952380952381,5.797254487856389,5.892291446673706,0.19,0.19,2.890099663096496,England,23,1,0.99232,4.4266447810127225
Jadon Sancho,"FW,MF",947.0,2.380952380952381,5.797254487856389,5.892291446673706,0.19,0.19,2.890099663096496,Germany,23,4,0.78425,4.374627281012723
Gavi,"MF,FW",944.0,1.0476190476190477,2.4788135593220337,3.718220338983051,0.1,0.1,1.4889305891848266,Spain,18,3,0.8173900000000001,2.9721523829701377
Oliver Arblaster,MF,943.0,1.0476190476190477,1.2407211028632026,4.103923647932131,0.0,0.0,1.2784527596828763,England,19,1,0.99232,2.97907429379387
Sofyan Amrabat,"MF,DF",938.0,0.5769230769230769,0.5756929637526652,6.332622601279318,0.0,0.0,1.4970477283910122,England,26,1,0.99232,3.8211610234541578
Andre Brooks,"MF,DF",938.0,0.2884615384615384,1.1513859275053304,1.7270788912579955,0.0,0.0,0.633385271444973,England,19,1,0.99232,2.5597804264392328
Oriol Romeu,MF,936.0,0.7692307692307692,1.1538461538461535,6.346153846153846,0.0,0.1,1.683846153846154,Spain,31,3,0.8173900000000001,4.3988475000000005
Eldor Shomurodov,"FW,MF",936.0,0.9615384615384616,1.1538461538461535,1.7307692307692306,0.29,0.29,0.8852307692307692,Italy,28,2,0.87481,3.5941025000000004
José Arnaiz,"FW,MF",929.0,1.3592233009708736,2.2282023681377825,1.0656620021528525,0.19,0.1,0.9796175342523018,Spain,28,3,0.8173900000000001,3.6410988972639964
Bilal Boutobba,"FW,MF",926.0,1.1650485436893203,3.6933045356371488,4.1792656587473,0.1,0.1,1.847523747614754,France,24,5,0.6495000000000001,3.7632654359495903
Kacper Urbanski,"MF,FW",926.0,1.5533980582524272,2.429805615550756,3.012958963282937,0.0,0.1,1.4292325274172242,Italy,18,2,0.87481,2.947703642821196
Arthur Atta,"MF,FW",924.0,1.1650485436893203,1.5584415584415583,4.675324675324675,0.1,0.19,1.5467629554911109,France,20,5,0.6495000000000001,3.1677709210692218
Václav Černý,"FW,MF",921.0,1.3725490196078431,2.5407166123778504,3.615635179153095,0.39,0.1,1.5747801622277575,Germany,25,4,0.78425,3.7196696054480425
Jorginho,MF,921.0,0.9803921568627452,0.7817589576547231,9.86970684039088,0.0,0.2,2.38637159098167,England,31,1,0.99232,4.899221534138086
Yannik Keitel,"DF,MF",920.0,0.196078431372549,0.391304347826087,4.695652173913044,0.1,0.0,1.066606990622336,Germany,23,4,0.78425,3.189357043904519
Cheick Doucouré,MF,919.0,0.9803921568627452,0.88139281828074,4.798694232861807,0.0,0.0,1.3320958416010582,England,23,1,0.99232,3.413942297040688
Ablie Jallow,"MF,FW",918.0,1.1764705882352942,2.843137254901961,4.11764705882353,0.29,0.2,1.7164509803921573,France,24,5,0.6495000000000001,3.6780681372549022
Karim Adeyemi,"FW,MF",913.0,0.8910891089108911,5.125958378970427,2.5629791894852136,0.3,0.1,1.7760053354733063,Germany,21,4,0.78425,3.4504659680576495
Jonathan Viera,"MF,FW",912.0,2.463768115942029,3.4539473684210527,6.710526315789474,0.0,0.3,2.615648360030511,Spain,33,3,0.8173900000000001,5.204518934019832
Jonathan Viera,"MF,FW",912.0,2.463768115942029,3.4539473684210527,6.710526315789474,0.0,0.3,2.615648360030511,Spain,33,3,0.8173900000000001,5.204518934019832
Francis Coquelin,MF,910.0,0.099009900990099,0.4945054945054945,4.648351648351649,0.0,0.0,1.0483734087694483,Spain,32,3,0.8173900000000001,4.085790215700142
Tosin Aiyegun,"MF,FW",902.0,0.7,1.6962305986696231,1.5964523281596452,0.2,0.0,0.8185365853658538,France,25,5,0.6495000000000001,3.194423780487805
Silas Katompa,"FW,MF",900.0,1.5,4.9,2.5,0.5,0.2,1.89,Germany,24,4,0.78425,3.8245625000000003
Amine Adli,"MF,FW",898.0,2.1,3.207126948775056,3.908685968819599,0.4,0.6,2.063162583518931,Germany,23,4,0.78425,3.8371181792873053
Jailson Siqueira,"DF,MF",897.0,0.2,1.605351170568562,3.812709030100335,0.0,0.1,1.1536120401337795,Spain,27,3,0.8173900000000001,3.654195326086957
Ayman Kari,MF,893.0,1.3131313131313131,2.217245240761478,3.729003359462486,0.1,0.1,1.4918759826710557,France,18,5,0.6495000000000001,2.9320943887361866
Noah Okafor,"FW,MF",887.0,0.8080808080808081,2.9425028184892894,1.5219842164599773,0.61,0.2,1.1755135686060147,Italy,23,2,0.87481,3.2827863195939098
Isaac Success,"FW,MF",880.0,1.1224489795918366,1.534090909090909,1.7386363636363635,0.1,0.1,0.919035250463822,Italy,27,2,0.87481,3.5160754128014844
Kamory Doumbia,MF,879.0,1.2244897959183672,2.252559726962457,4.914675767918088,0.61,0.51,1.8923450581597827,France,20,5,0.6495000000000001,3.3923992878038587
Unai Gómez,MF,875.0,1.2371134020618555,2.0571428571428574,2.8800000000000003,0.21,0.0,1.2558512518409426,Spain,20,3,0.8173900000000001,3.0206508136966126
Jakub Jankto,"MF,FW",872.0,0.6185567010309279,1.2385321100917432,2.6834862385321103,0.1,0.21,0.9811150099309563,Italy,27,2,0.87481,3.556427256455122
Szymon Żurkowski,MF,868.0,0.4166666666666667,1.762672811059908,2.0737327188940093,0.41,0.0,0.8916144393241169,Italy,25,2,0.87481,3.298251885560676
Ezequiel Ávila,"FW,MF",864.0,2.1875,1.4583333333333337,4.0625,0.1,0.31,1.6446666666666667,Spain,29,3,0.8173900000000001,4.173380833333334
Ezequiel Ávila,"FW,MF",864.0,2.1875,1.4583333333333337,4.0625,0.1,0.31,1.6446666666666667,Spain,29,3,0.8173900000000001,4.173380833333334
Imran Louza,MF,863.0,2.604166666666667,1.981460023174971,8.6558516801854,0.1,0.31,2.7512956740054078,France,24,5,0.6495000000000001,4.350717188103515
Sergi Roberto,"MF,DF",860.0,0.9375,1.3604651162790695,5.232558139534884,0.31,0.21,1.6001046511627908,Spain,31,3,0.8173900000000001,4.3444155232558135
Jacob Ramsey,"FW,MF",853.0,1.0526315789473684,3.4818288393903867,2.954279015240328,0.11,0.11,1.5417478867156165,England,22,1,0.99232,3.450216126365151
Valentin Rongier,MF,851.0,0.9473684210526316,2.009400705052879,7.72032902467685,0.0,0.0,2.1354196301564725,France,28,5,0.6495000000000001,4.350397759601707
Adam Lallana,"MF,FW",850.0,1.5957446808510638,0.9529411764705882,4.129411764705882,0.0,0.11,1.3686195244055068,England,35,1,0.99232,4.6376826908635795
Joel Asoro,"FW,MF",848.0,0.851063829787234,1.4858490566037736,1.6981132075471697,0.21,0.11,0.8610052187876356,France,24,5,0.6495000000000001,3.1220283922119636
Mikkel Damsgaard,MF,842.0,1.0638297872340423,1.7102137767220902,6.520190023752969,0.0,0.21,1.9218467175418208,England,23,1,0.99232,3.797280366402184
Nikola Moro,MF,840.0,1.182795698924731,2.25,6.2142857142857135,0.11,0.0,1.940416282642089,Italy,25,2,0.87481,3.9799730837173577
Nicolò Zaniolo,"FW,MF",839.0,1.075268817204301,3.754469606674612,3.2181168057210963,0.21,0.0,1.630571045920002,England,24,1,0.99232,3.707951179848002
Kike Pérez,"MF,FW",835.0,0.7526881720430108,1.8323353293413167,5.065868263473053,0.11,0.0,1.5411783529714762,Spain,26,3,0.8173900000000001,3.8061134294314596
Serge Aurier,"DF,MF",833.0,0.4301075268817204,1.0804321728691475,5.078031212484993,0.0,0.22,1.3837141824471724,England,30,1,0.99232,4.147494218590662
Andrey Santos,MF,831.0,0.0,0.5415162454873647,5.1985559566787005,0.11,0.0,1.159014440433213,England,19,1,0.99232,2.901439386281589
Andrey Santos,MF,831.0,0.0,0.5415162454873647,5.1985559566787005,0.11,0.0,1.159014440433213,France,19,5,0.6495000000000001,2.815734386281589
Rominigue Kouamé,MF,821.0,0.4395604395604395,1.753958587088916,3.7271619975639463,0.0,0.0,1.1841362048426605,Spain,26,3,0.8173900000000001,3.5740360331477294
Uroš Račić,MF,820.0,0.6593406593406593,0.5487804878048781,4.060975609756098,0.11,0.11,1.0978193513803272,Italy,25,2,0.87481,3.4322850783972125
Boubacar Traoré,MF,819.0,0.6593406593406593,0.989010989010989,3.186813186813187,0.0,0.0,0.9670329670329672,England,21,1,0.99232,2.9766514285714285
Nathan Tella,"DF,MF",819.0,1.5384615384615383,3.8461538461538463,3.076923076923077,0.55,0.22,1.8133076923076925,Germany,24,4,0.78425,3.7747125000000006
Pedro,"FW,MF",816.0,1.868131868131868,3.419117647058824,3.639705882352941,0.11,0.11,1.8293910795087267,Italy,36,2,0.87481,5.007806701680672
Samuel Iling-Junior,"DF,MF",810.0,2.111111111111111,3.2222222222222223,2.7777777777777777,0.11,0.22,1.6992222222222224,Italy,19,2,0.87481,3.223196944444445
Rico Lewis,"DF,MF",809.0,1.4444444444444444,2.3362175525339928,3.6711990111248456,0.22,0.0,1.5123722016206569,England,18,1,0.99232,3.031121931053427
Mihailo Ristić,"DF,MF",808.0,0.6666666666666666,2.6732673267326734,3.341584158415841,0.0,0.0,1.3363036303630365,Spain,27,3,0.8173900000000001,3.772944859735974
Antonín Barák,"MF,FW",808.0,1.5555555555555556,1.8935643564356437,3.6757425742574257,0.22,0.33,1.545972497249725,Italy,28,2,0.87481,4.023584623212321
Ianis Hagi,"MF,FW",804.0,2.696629213483146,1.9029850746268655,3.582089552238806,0.0,0.22,1.7023407680697638,Spain,24,3,0.8173900000000001,3.710868999245347
José Callejón,"MF,FW",803.0,1.797752808988764,1.1207970112079702,3.922789539227895,0.0,0.11,1.401267871884926,Spain,36,3,0.8173900000000001,4.715171616725202
Harvey Barnes,"FW,MF",802.0,1.4606741573033708,5.049875311720698,3.815461346633416,0.56,0.34,2.2232021631314973,England,25,1,0.99232,4.193161406035474
Sargis Adamyan,"FW,MF",801.0,1.348314606741573,1.6853932584269662,2.02247191011236,0.11,0.22,1.08823595505618,Germany,30,4,0.78425,3.903415870786517
Maxime Lopez,MF,800.0,0.7865168539325842,1.575,5.4,0.0,0.0,1.5523033707865166,Italy,25,2,0.87481,3.727699691011236
Maxime Lopez,MF,800.0,0.7865168539325842,1.575,5.4,0.0,0.0,1.5523033707865166,Italy,25,2,0.87481,3.727699691011236
Christian Groß,"DF,MF",797.0,0.898876404494382,1.91969887076537,5.194479297365119,0.0,0.11,1.6356109145249742,Germany,34,4,0.78425,4.659209594441234
Thomas Partey,"MF,DF",788.0,0.6818181818181818,1.713197969543147,8.223350253807105,0.0,0.0,2.1236732810336867,England,30,1,0.99232,4.628467632671897
Kristjan Asllani,MF,787.0,0.9195402298850576,0.5717916137229988,3.659466327827192,0.11,0.23,1.11015963428705,Italy,21,2,0.87481,3.0403062622865824
Ramón Terrats,"MF,DF",785.0,0.9195402298850576,2.1783439490445864,4.356687898089173,0.0,0.23,1.5599144154037634,Spain,22,3,0.8173900000000001,3.4182918700124465
Darwin Machís,MF,785.0,1.264367816091954,2.292993630573249,1.7197452229299364,0.46,0.0,1.101421333919028,Spain,30,3,0.8173900000000001,3.920271367047368
Tino Kadewere,"FW,MF",781.0,1.8181818181818183,1.7285531370038414,2.9961587708066584,0.12,0.0,1.3205787451984636,France,27,5,0.6495000000000001,3.7207511843790018
Tino Kadewere,"FW,MF",781.0,1.8181818181818183,1.7285531370038414,2.9961587708066584,0.12,0.0,1.3205787451984636,France,27,5,0.6495000000000001,3.7207511843790018
Antoine Joujou,"FW,MF",779.0,1.0344827586206895,4.043645699614891,2.541720154043646,0.0,0.23,1.5929697224558454,France,20,5,0.6495000000000001,3.1978053195962994
Lucien Agoume,MF,777.0,0.0,0.8108108108108109,4.054054054054054,0.0,0.0,0.9729729729729732,Italy,21,2,0.87481,2.9511349324324327
Lucien Agoume,MF,777.0,0.0,0.8108108108108109,4.054054054054054,0.0,0.0,0.9729729729729732,Spain,21,3,0.8173900000000001,2.9367799324324326
Adrià Altimira,"DF,MF",775.0,0.2325581395348837,1.1612903225806452,3.367741935483871,0.0,0.0,0.95231807951988,Spain,22,3,0.8173900000000001,3.0233542516879224
James Milner,"DF,MF",773.0,1.8604651162790695,1.2807244501940491,8.033635187580854,0.0,0.23,2.3039649508107947,England,37,1,0.99232,5.445657218027017
Carles Pérez,"MF,DF",772.0,1.162790697674419,3.963730569948187,2.098445595854922,0.12,0.12,1.4929933726955056,Spain,25,3,0.8173900000000001,3.6747931922520785
Sheraldo Becker,"FW,MF",771.0,1.6666666666666663,3.268482490272373,1.517509727626459,0.23,0.23,1.3825317769130998,Spain,28,3,0.8173900000000001,3.9029931549935153
Sheraldo Becker,"FW,MF",771.0,1.6666666666666663,3.268482490272373,1.517509727626459,0.23,0.23,1.3825317769130998,Germany,28,4,0.78425,3.8947081549935154
Saïd Benrahma,"FW,MF",770.0,2.674418604651163,5.376623376623376,3.9740259740259742,0.35,0.35,2.5450135910601026,England,27,1,0.99232,4.602338834189067
Saïd Benrahma,"FW,MF",770.0,2.674418604651163,5.376623376623376,3.9740259740259742,0.35,0.35,2.5450135910601026,France,27,5,0.6495000000000001,4.516633834189067
Nicola Sansone,"FW,MF",767.0,2.0,1.760104302477184,4.224250325945241,0.23,0.23,1.6888709256844852,Italy,31,2,0.87481,4.416468601694915
Pape Gueye,"MF,DF",765.0,0.4705882352941176,0.9411764705882352,7.176470588235294,0.12,0.0,1.7296470588235295,France,24,5,0.6495000000000001,3.6866455882352946
Alexis Sánchez,"FW,MF",763.0,2.117647058823529,1.887287024901704,6.251638269986894,0.24,0.59,2.2523144707424256,Italy,34,2,0.87481,5.082706905982577
Hugo Álvarez,"MF,DF",762.0,2.235294117647059,4.251968503937007,4.015748031496063,0.12,0.12,2.148602130616026,Spain,20,3,0.8173900000000001,3.6009388849004167
Grégoire Defrel,"FW,MF",757.0,0.9523809523809524,0.8322324966974901,2.02113606340819,0.12,0.24,0.8451499024973265,Italy,32,2,0.87481,3.968049936623262
Houssem Aouar,"MF,FW",756.0,1.1904761904761905,2.023809523809524,3.095238095238095,0.48,0.0,1.309904761904762,Italy,25,2,0.87481,3.570140595238095
Gelabert,"MF,FW",754.0,1.7857142857142856,1.6710875331564985,3.938992042440318,0.12,0.24,1.5631587722622209,France,22,5,0.6495000000000001,3.3784282019704435
Zakaria Aboukhlal,"MF,FW",754.0,0.5952380952380952,2.745358090185676,2.3872679045092835,0.36,0.0,1.181572817986611,France,23,5,0.6495000000000001,3.2303973316912975
Joseph Nduquidi,"MF,DF",751.0,0.2409638554216867,0.7190412782956058,2.636484687083888,0.0,0.0,0.7192979641602362,France,18,5,0.6495000000000001,2.429918676704154
Stefan Lainer,"DF,MF",751.0,0.9638554216867468,1.7976031957390146,4.434087882822903,0.0,0.12,1.475109300049733,Germany,30,4,0.78425,4.154883545032327
Tommaso Baldanzi,"MF,FW",745.0,1.5662650602409638,2.416107382550335,3.624161073825503,0.24,0.0,1.5453067033233605,Italy,20,2,0.87481,3.2231518571601843
Tommaso Baldanzi,"MF,FW",745.0,1.5662650602409638,2.416107382550335,3.624161073825503,0.24,0.0,1.5453067033233605,Italy,20,2,0.87481,3.2231518571601843
Simone Bastoni,"MF,DF",745.0,1.4457831325301205,1.4496644295302012,3.74496644295302,0.12,0.0,1.3400828010026684,Italy,26,2,0.87481,3.6897563206517345
Gianluca Gaetano,MF,745.0,2.7777777777777777,2.053691275167785,4.953020134228187,0.48,0.12,2.04089783743475,Italy,23,2,0.87481,3.8452860943325877
Gianluca Gaetano,MF,745.0,2.7777777777777777,2.053691275167785,4.953020134228187,0.48,0.12,2.04089783743475,Italy,23,2,0.87481,3.8452860943325877
Dani García,MF,745.0,0.2409638554216867,0.3624161073825503,4.348993288590604,0.12,0.0,1.0024746502789683,Spain,33,3,0.8173900000000001,4.1559560226813295
Javier Manquillo,"DF,MF",744.0,0.1204819277108433,0.6048387096774193,3.0241935483870965,0.0,0.12,0.7859028371550719,Spain,29,3,0.8173900000000001,3.615184344150797
Hugo Bueno,"DF,MF",741.0,0.7317073170731708,2.672064777327936,0.97165991902834,0.0,0.0,0.8750864026858893,England,20,1,0.99232,2.816886161745828
Agustín Martegani,MF,731.0,0.7407407407407408,1.723666210670315,3.4473324213406293,0.12,0.0,1.194347874550337,Italy,23,2,0.87481,3.2950286184577195
