Player,Position,Minutes Played,Key Passes per 90,Progressive Carries per 90,Progressive Passes per 90,Goals per 90,Assists per 90,CDR,Comp,Age,Ranking (2024),Power Coefficient,RScore,Correlation with Target
Mario Martín,MF,0.005149954559224457,0.0,0.0,0.0,0.0,0.0,0.0,Spain,19,3,0.8173900000000001,2.1043475000000003,0.9999961720785447
Elias Baum,"DF,MF",0.008179339594062418,0.0,0.0,0.0,0.0,0.0,0.0,Germany,17,4,0.78425,1.8960625,0.9999961720785446
Alberto Dadie,MF,0.008179339594062418,0.0,0.0,0.0,0.0,0.0,0.0,Spain,21,3,0.8173900000000001,2.3043475,0.9999961720785446
Pablo Gozalbez,"MF,FW",0.03089972735534685,0.0,0.0,0.0,0.0,0.0,0.0,Spain,22,3,0.8173900000000001,2.4043475,0.9999961720785446
Tomás Mendes,MF,0.0015146925174189252,0.0,0.0,0.0,0.0,0.0,0.0,Spain,18,3,0.8173900000000001,2.0043475,0.9999961720785445
Davide Bettella,MF,0.0006058770069675701,0.0,0.0,0.0,0.0,0.0,0.0,Italy,23,2,0.87481,2.5187025000000003,0.9999961720785445
Mohamed Bechikh,"FW,MF",0.0039382005452893165,0.0,0.0,0.0,0.0,0.0,0.0,France,18,5,0.6495000000000001,1.962375,0.9999961720785445
Marko Mladenović,MF,0.0015146925174189252,0.0,0.0,0.0,0.0,0.0,0.0,Germany,18,4,0.78425,1.9960625,0.9999961720785445
Thiago Alcántara,MF,0.0015146925174189252,0.0,0.0,0.0,0.0,0.0,0.0,England,32,1,0.99232,3.44808,0.9999961720785445
Unai Ropero,MF,0.0012117540139351402,0.0,0.0,0.0,0.0,0.0,0.0,Spain,21,3,0.8173900000000001,2.3043475,0.9999961720785445
Victor Parada,MF,0.0006058770069675701,0.0,0.0,0.0,0.0,0.0,0.0,Spain,21,3,0.8173900000000001,2.3043475,0.9999961720785445
Kaine Kesler-Hayden,"MF,DF",0.0015146925174189252,0.0,0.0,0.0,0.0,0.0,0.0,England,20,1,0.99232,2.24808,0.9999961720785445
Raimane Daou,"DF,MF",0.007270524083611063,0.0,0.0,0.0,0.0,0.0,0.0,France,18,5,0.6495000000000001,1.962375,0.9999961720785445
Asaf Arania,MF,0.0015146925174189252,0.0,0.0,0.0,0.0,0.0,0.0,Germany,17,4,0.78425,1.8960625,0.9999961720785445
Alois Confais,"MF,FW",0.0018176310209027657,0.0,0.0,0.0,0.0,0.0,0.0,France,26,5,0.6495000000000001,2.762375,0.9999961720785445
Zack Nelson,"MF,DF",0.0018176310209027657,0.0,0.0,0.0,0.0,0.0,0.0,England,18,1,0.99232,2.04808,0.9999961720785445
Kofi Amoako,MF,0.00030293850348378504,0.0,0.0,0.0,0.0,0.0,0.0,Germany,18,4,0.78425,1.9960625,0.9999961720785445
Jonny Castro,MF,0.0012117540139351402,0.0,0.0,0.0,0.0,0.0,0.0,England,29,1,0.99232,3.14808,0.9999961720785445
Hugo Boutsingkham,"MF,FW",0.0030293850348379614,0.0,0.0,0.0,0.0,0.0,0.0,France,20,5,0.6495000000000001,2.162375,0.9999961720785445
Iñaki González,MF,0.0012117540139351402,0.0,0.0,0.0,0.0,0.0,0.0,Spain,19,3,0.8173900000000001,2.1043475000000003,0.9999961720785445
Andrea Sodero,MF,0.0012117540139351402,0.0,0.0,0.0,0.0,0.0,0.0,Italy,18,2,0.87481,2.0187025,0.9999961720785445
Liam Henderson,MF,0.0012117540139351402,0.0,0.0,0.0,0.0,0.0,0.0,Italy,27,2,0.87481,2.9187025,0.9999961720785445
Djaoui Cissé,MF,0.0009088155104513551,0.0,0.0,0.0,0.0,0.0,0.0,France,19,5,0.6495000000000001,2.0623750000000003,0.9999961720785444
Niccolò Pisilli,MF,0.002726446531354121,0.0,0.0,0.0,0.0,0.0,0.0,Italy,18,2,0.87481,2.0187025,0.9999961720785444
Ilia Gruev,MF,0.0009088155104513551,0.0,0.0,0.0,0.0,0.0,0.0,Germany,23,4,0.78425,2.4960625000000003,0.9999961720785444
Abdellah Baallal,MF,0.0009088155104513551,0.0,0.0,0.0,0.0,0.0,0.0,France,18,5,0.6495000000000001,1.962375,0.9999961720785444
Finley Munroe,MF,0.0009088155104513551,0.0,0.0,0.0,0.0,0.0,0.0,England,18,1,0.99232,2.04808,0.9999961720785444
Peru Nolaskoain,"DF,MF",0.002726446531354121,0.0,0.0,0.0,0.0,0.0,0.0,Spain,24,3,0.8173900000000001,2.6043475000000003,0.9999961720785444
Jon Karrikaburu,"MF,FW",0.004544077552256887,0.0,0.0,0.0,0.0,0.0,0.0,Spain,20,3,0.8173900000000001,2.2043475,0.9999961720785444
Aljoscha Kemlein,MF,0.008482278097546203,0.0,0.0,0.0,0.0,0.0,0.0,Germany,18,4,0.78425,1.9960625,0.9999961720785444
Michael Obafemi,"FW,MF",0.005755831566192027,0.0,0.0,0.0,0.0,0.0,0.0,England,23,1,0.99232,2.54808,0.9999961720785444
Sydie Peck,MF,0.002726446531354121,0.0,0.0,0.0,0.0,0.0,0.0,England,18,1,0.99232,2.04808,0.9999961720785444
Simon Zoller,"FW,MF",0.013329294153286875,0.0,0.0,0.0,0.0,0.0,0.0,Germany,32,4,0.78425,3.3960625,0.9999961720785444
Przemysław Szymiński,MF,0.002423508027870336,0.0,0.0,0.0,0.0,0.0,0.0,Italy,29,2,0.87481,3.1187025000000004,0.9999961720785443
Ibrahima Kebe,MF,0.002423508027870336,0.0,0.0,0.0,0.0,0.0,0.0,Spain,22,3,0.8173900000000001,2.4043475,0.9999961720785443
Asier Osambela,MF,0.002423508027870336,0.0,0.0,0.0,0.0,0.0,0.0,Spain,19,3,0.8173900000000001,2.1043475000000003,0.9999961720785443
Jesús Corona,"MF,DF",0.004847016055740672,0.0,0.0,0.0,0.0,0.0,0.0,Spain,30,3,0.8173900000000001,3.2043475,0.9999961720785443
Vinicius Souza,MF,0.8079369887912754,0.013513513513513514,0.005247376311844076,0.024737631184407794,0.0049999999999999975,0.0,0.5225307751529641,England,24,1,0.99232,2.987725003849427,0.9997087209699
Morten Frendrup,MF,0.9524386549530446,0.03724928366762177,0.022893481717011128,0.033386327503974564,0.01,0.012444444444444449,0.929493797859886,Italy,22,2,0.87481,3.022873468608926,0.999650453793873
Erhan Mašović,"DF,MF",0.6719176007270525,0.016194331983805682,0.0135196034249662,0.021180712032447046,0.0,0.0,0.5353179113763541,Germany,24,4,0.78425,2.9440191423946307,0.9995664006024498
Édgar González,"DF,MF",0.7637079672826417,0.02500000000000001,0.004758128469468673,0.028548770816812057,0.011666666666666665,0.0,0.6137010309278351,Spain,26,3,0.8173900000000001,3.203253170103093,0.9994091610557979
Chris Richards,"DF,MF",0.6340502877915783,0.025751072961373384,0.0009551098376313211,0.020534861509073542,0.0066666666666666645,0.0035555555555555566,0.4457256416247525,England,23,1,0.99232,2.8378016670560893,0.9993123269085215
Lennard Maloney,MF,0.691608603453499,0.03149606299212597,0.0026269702276707427,0.027145359019264452,0.0066666666666666645,0.0035555555555555566,0.5912513203800489,Germany,23,4,0.78425,2.880375858247032,0.9990716756581051
Danley Jean-Jacques,MF,0.8121781278400485,0.03355704697986578,0.02609992542878448,0.03131991051454139,0.0,0.0,0.8657718120805369,France,23,5,0.6495000000000001,3.0251266778523496,0.9990291393079288
Javier Guerra,MF,0.7564374431990306,0.043165467625899276,0.0376301040832666,0.03242594075260209,0.023333333333333334,0.0035555555555555566,1.0346688055480355,Spain,20,3,0.8173900000000001,2.876882223606223,0.9989882426742588
Nemanja Maksimović,MF,0.9887912753710997,0.05509641873278236,0.013476263399693718,0.022358346094946406,0.018333333333333333,0.0,0.6449294377718435,Spain,28,3,0.8173900000000001,3.4235516345516985,0.9989724076859842
João Palhinha,MF,0.817328082399273,0.043333333333333335,0.0059281215264912895,0.03593923675435347,0.021666666666666664,0.002666666666666668,0.8089260219834509,England,28,1,0.99232,3.5738819142892435,0.9988569317700841
Djené,"DF,MF",0.7521963041502576,0.025362318840579712,0.010466988727858284,0.0394524959742351,0.0,0.0,0.855072463768116,Spain,31,3,0.8173900000000001,3.8601446014492753,0.9988338844964846
Eric Martel,MF,0.7440169645561951,0.043956043956043966,0.01709401709401709,0.030525030525030535,0.0066666666666666645,0.0035555555555555566,0.8072087912087913,Germany,21,4,0.78425,2.8207482142857145,0.9987893723848511
Chris Ramos,"FW,MF",0.7909724325961831,0.04827586206896552,0.023736600306278707,0.010719754977029101,0.028333333333333335,0.002666666666666668,0.5291367164809633,Spain,26,3,0.8173900000000001,3.148286365712626,0.9987447399020433
Ryan Yates,MF,0.6031505604362315,0.03167420814479638,0.018072289156626502,0.036646586345381524,0.008333333333333331,0.004444444444444445,0.9056375729160988,England,25,1,0.99232,3.3367444223954643,0.9987306627655965
Guido Rodríguez,MF,0.5589215389275978,0.019512195121951223,0.008667388949079091,0.0352112676056338,0.016666666666666663,0.0,0.7608337076870227,Spain,29,3,0.8173900000000001,3.5988894099965654,0.9987067506811793
Marshall Munetsi,MF,0.657982429566798,0.049792531120331926,0.0174873446847676,0.030832949838932356,0.028333333333333335,0.010666666666666668,0.8649642615043547,France,27,5,0.6495000000000001,3.424601769977831,0.9987028121928919
Ylber Ramadani,MF,0.8994244168433809,0.04848484848484849,0.024242424242424232,0.040740740740740744,0.0049999999999999975,0.0,1.0514848484848485,Italy,27,2,0.87481,3.602167651515152,0.9986970167979309
Walace,MF,0.9806119357770373,0.058333333333333334,0.02285361334156887,0.03922174181593577,0.01,0.0,1.0343405394276304,Italy,28,2,0.87481,3.69102385062796,0.9986754861305503
Nicolas Höfler,MF,0.7055437746137535,0.03474903474903475,0.012017167381974253,0.04034334763948498,0.0066666666666666645,0.0035555555555555566,0.9198328334465674,Germany,33,4,0.78425,4.093953841740269,0.9986732555347569
Mario Lemina,MF,0.8988185398364132,0.060606060606060594,0.021563342318059297,0.025606469002695424,0.019999999999999997,0.002666666666666668,0.7971986441231725,England,29,1,0.99232,3.6662591186800624,0.9986367527108782
Ko Itakura,"DF,MF",0.4831869130566495,0.02824858757062146,0.0175438596491228,0.022556390977443604,0.028333333333333335,0.0,0.6374069495773332,Germany,26,4,0.78425,3.210377017225267,0.9985196700544013
Becir Omeragic,"DF,MF",0.7000908815510452,0.038910505836575876,0.018166089965397918,0.03070934256055363,0.0,0.0,0.7940839874516985,France,21,5,0.6495000000000001,2.778529591843604,0.9985192390481451
Óscar Valentín,MF,0.8152075128748866,0.03678929765886288,0.017830609212481426,0.04903417533432393,0.0049999999999999975,0.0,1.1196692342478891,Spain,28,3,0.8173900000000001,3.732132502261128,0.9984910138708182
Tyrick Mitchell,"DF,MF",0.9703120266585883,0.06741573033707865,0.019975031210986264,0.02933832709113608,0.01,0.007111111111111113,0.8726966292134832,England,23,1,0.99232,3.1153328089887644,0.9984700282062301
Michael Folorunsho,"MF,FW",0.8421690396849439,0.058252427184466035,0.04027328299172959,0.019417475728155338,0.026666666666666665,0.002666666666666668,0.8534789644012947,Italy,25,2,0.87481,3.2734638268608416,0.9984247924911224
Sergio Ruiz,MF,0.7552256891850956,0.04332129963898916,0.027265437048917394,0.045308740978348035,0.0,0.012444444444444449,1.1895888703284996,Spain,28,3,0.8173900000000001,3.777580265713525,0.998414765115522
Edson Álvarez,MF,0.7197818842774918,0.04545454545454547,0.016827934371055953,0.03828355069415229,0.0066666666666666645,0.0035555555555555566,0.947464412743336,England,25,1,0.99232,3.3639318682831685,0.9983801589941812
Ibrahim Sulemana,MF,0.4053317176613148,0.026845637583892606,0.022404779686333077,0.020164301717699774,0.021666666666666664,0.0,0.631291723263379,Italy,20,2,0.87481,2.629042120121196,0.9983120466605642
Boubakary Soumaré,MF,0.6922144804604666,0.03149606299212597,0.025371828521434815,0.04461942257217848,0.0,0.0035555555555555566,1.1064881889763778,Spain,24,3,0.8173900000000001,3.323564822834646,0.9982595208177673
Matteo Pessina,MF,0.9757649197212968,0.07541899441340782,0.042830540037243944,0.05896958410924892,0.028333333333333335,0.007111111111111113,1.6387653631284915,Italy,26,2,0.87481,3.88389998603352,0.9981894164130136
Rubén Alcaraz,MF,0.949106331414723,0.06609195402298851,0.017230376515634964,0.049138481174218256,0.014999999999999998,0.002666666666666668,1.1897499578226205,Spain,32,3,0.8173900000000001,4.177684972584704,0.9981270658696524
Antoine Makoumbou,MF,0.8182368979097244,0.046666666666666676,0.027387120651369345,0.05070318282753516,0.0049999999999999975,0.0,1.2554747100912902,Italy,25,2,0.87481,3.5347610615593386,0.9981016568895288
Joris Chotard,MF,0.7833989700090882,0.04878048780487805,0.009277155005798218,0.042906841901816775,0.0,0.00888888888888889,0.9833785248946422,France,21,5,0.6495000000000001,2.901571041181517,0.9980925482734212
Tomáš Souček,MF,0.8691305664950015,0.06269592476489029,0.004878048780487802,0.029965156794425088,0.03666666666666667,0.005333333333333334,0.7486671108538224,England,28,1,0.99232,3.534713622054985,0.9980547337795159
Samu Costa,MF,0.6973644350196911,0.046874999999999986,0.013894919669995655,0.04038211029092488,0.0066666666666666645,0.0035555555555555566,0.9616822622666088,Spain,22,3,0.8173900000000001,3.029440970473296,0.9980369501216592
Martín Zubimendi,MF,0.8036958497425024,0.054237288135593226,0.025621703089675957,0.05727204220045216,0.023333333333333334,0.002666666666666668,1.392966663686409,Spain,24,3,0.8173900000000001,3.5097758313961664,0.9980226290859845
Iker Muñoz,MF,0.5613450469554682,0.024271844660194164,0.018338727076591156,0.043149946062567425,0.03166666666666666,0.0,1.0092912621359225,Spain,20,3,0.8173900000000001,2.86038682038835,0.9979789103167389
Orel Mangala,MF,0.4731899424416844,0.03448275862068967,0.016634676903390905,0.028790786948176585,0.01,0.0,0.7429117744390762,France,25,5,0.6495000000000001,3.1452676533854,0.9978917638940535
Orel Mangala,MF,0.4731899424416844,0.03448275862068967,0.016634676903390905,0.028790786948176585,0.01,0.0,0.7429117744390762,England,25,1,0.99232,3.2309726533853995,0.9978917638940535
Hugo Larsson,MF,0.5710390790669495,0.0476190476190476,0.027571580063626713,0.03605514316012725,0.016666666666666663,0.004444444444444445,1.0173748926930264,Germany,19,4,0.78425,2.757356180250468,0.997865570392388
Sean Longstaff,MF,0.8318691305664951,0.06557377049180327,0.01747360757189661,0.05278485620677103,0.03333333333333333,0.0062222222222222245,1.2795374208525545,England,25,1,0.99232,3.5797793235541606,0.9978513395522738
Mouctar Diakhaby,"DF,MF",0.3247500757346259,0.01680672268907564,0.0130475302889096,0.02702702702702703,0.013333333333333332,0.0,0.6455277044648242,Spain,26,3,0.8173900000000001,3.223940507902136,0.9978339307373842
Stanislav Lobotka,MF,0.9939412299303243,0.06301369863013698,0.017672151127361355,0.05728214503351614,0.0,0.002666666666666668,1.3251553680098167,Italy,28,2,0.87481,3.880053489206381,0.9978303093822412
Carlton Morris,"FW,MF",0.8667070584671313,0.0691823899371069,0.025856044723969247,0.01956673654786862,0.05833333333333333,0.011555555555555558,0.7972704402515725,England,27,1,0.99232,3.466305786163522,0.997730445717605
Denis Zakaria,"MF,DF",0.6470766434413815,0.046413502109704644,0.02526906878802058,0.0500701918577445,0.028333333333333335,0.0,1.2385120767509956,France,26,5,0.6495000000000001,3.567407849888147,0.9976359268753363
Nemanja Gudelj,"DF,MF",0.5274159345652834,0.036082474226804134,0.026406429391504015,0.041905855338691164,0.008333333333333331,0.004444444444444445,1.084128209073585,Spain,31,3,0.8173900000000001,4.00903083589783,0.9975959243172628
Alberto Grassi,MF,0.5471069372917299,0.02985074626865672,0.014388489208633087,0.04150525733259547,0.0,0.004444444444444445,0.9512925274017296,Italy,28,2,0.87481,3.637042642811125,0.9975922084945973
Cameron Archer,MF,0.5546803998788247,0.0,0.03602620087336244,0.008187772925764197,0.03333333333333333,0.004444444444444445,0.5066157205240176,England,22,1,0.99232,2.777380218340612,0.9975738899650298
Cameron Archer,MF,0.5546803998788247,0.0,0.03602620087336244,0.008187772925764197,0.03333333333333333,0.004444444444444445,0.5066157205240176,England,22,1,0.99232,2.777380218340612,0.9975738899650298
Vitinho,"DF,MF",0.7006967585580128,0.04280155642023348,0.050993949870354355,0.028522039757994815,0.0,0.007111111111111113,1.081945377317563,England,24,1,0.99232,3.3513444952564164,0.9975612625474861
Manuel Akanji,"DF,MF",0.76037564374432,0.04659498207885303,0.036638789326961366,0.058940661091198734,0.011666666666666665,0.0,1.4908709677419354,England,28,1,0.99232,4.017146129032258,0.997502711435567
Tiemoué Bakayoko,MF,0.39775825507421997,0.027397260273972587,0.0213089802130898,0.04109589041095891,0.023333333333333334,0.0062222222222222245,1.0213013698630138,France,28,5,0.6495000000000001,3.626220890410959,0.9974838110738684
Leandro Barreiro Martins,MF,0.7891548015752803,0.06896551724137931,0.016884113584036825,0.03568687643898695,0.023333333333333334,0.002666666666666668,0.9552518326408554,Germany,23,4,0.78425,3.116976191216557,0.9974797115985076
João Gomes,MF,0.8021811572250834,0.06802721088435373,0.02114005285013212,0.038127595318988294,0.011666666666666665,0.002666666666666668,1.028611613161686,England,22,1,0.99232,3.116677548555096,0.9974567479691989
Éderson,MF,0.8688276279915179,0.056426332288401264,0.022307424189613106,0.07459044963401883,0.03166666666666666,0.002666666666666668,1.6842475756956592,Italy,24,2,0.87481,3.713463424202179,0.9973865040580635
Andreas Christensen,"DF,MF",0.5992123598909422,0.031818181818181815,0.024254674077817076,0.05912076806467914,0.014999999999999998,0.008,1.382102255500942,Spain,27,3,0.8173900000000001,3.802713966075612,0.997335909299831
Jannik Müller,"DF,MF",0.3432293244471373,0.015873015873015858,0.014109347442680768,0.027336860670194005,0.0,0.0,0.6507936507936508,Germany,29,4,0.78425,3.5190783730158737,0.9972689242892371
Bryan Cristante,"MF,DF",0.9960617994547107,0.0821917808219178,0.02858011553663727,0.07114624505928854,0.013333333333333332,0.00977777777777778,1.7432370125407648,Italy,28,2,0.87481,4.151806558151497,0.9972133994555477
Niklas Dorsch,MF,0.41956982732505305,0.019480519480519487,0.017316017316017313,0.03391053391053391,0.0,0.0,0.8051948051948054,Germany,25,4,0.78425,3.2194391233766235,0.9971954561406051
Lassana Coulibaly,MF,0.6304150257497729,0.0476190476190476,0.027857829010566753,0.04226705091258406,0.0,0.0035555555555555566,1.118765472759709,Italy,27,2,0.87481,3.645900057293811,0.9970902722219572
Jan Schöppner,MF,0.6049681914571343,0.05855855855855856,0.016016016016016016,0.036036036036036036,0.014999999999999998,0.008,0.94590990990991,Germany,24,4,0.78425,3.2109039414414418,0.9970723991590617
Ander Guevara,MF,0.8879127537109968,0.06441717791411042,0.03615279672578445,0.06377899045020465,0.0049999999999999975,0.0,1.6052313544639645,Spain,26,3,0.8173900000000001,3.847747880401577,0.9970650413740452
Anthony Losilla,MF,0.7800666464707665,0.06643356643356643,0.008540372670807442,0.03881987577639751,0.0049999999999999975,0.0062222222222222245,0.9324882508795552,Germany,37,4,0.78425,4.502179863071711,0.9970461896599191
Aurélien Tchouaméni,"MF,DF",0.6016358679188125,0.0497737556561086,0.02818319073980875,0.05586311021640665,0.023333333333333334,0.004444444444444445,1.3877322118658155,Spain,23,3,0.8173900000000001,3.406373437712781,0.9969896505363135
Alexis Blin,MF,0.49712208421690407,0.038461538461538464,0.008526187576126672,0.03654080389768574,0.0,0.00977777777777778,0.8443932352665606,Italy,26,2,0.87481,3.3675581029232644,0.9969276253182927
Julian Weigl,MF,0.8370190851257195,0.07817589576547232,0.01013024602026049,0.03798842257597684,0.011666666666666665,0.00888888888888889,0.9683156120808722,Germany,27,4,0.78425,3.525467647852567,0.9968365739625757
Maximilian Eggestein,MF,0.8824598606482885,0.0771604938271605,0.028826355525051466,0.055593685655456415,0.0049999999999999975,0.005333333333333334,1.4354445291779996,Germany,26,4,0.78425,3.7291014439657,0.9968247113113058
Moisés Caicedo,MF,0.8679188124810664,0.07232704402515724,0.018841591067690157,0.060362875087229595,0.0049999999999999975,0.008,1.4307601592296584,England,21,1,0.99232,3.278074103499278,0.9968225250405682
Omar Mascarell,MF,0.4756134504695547,0.017142857142857154,0.015276893698281342,0.0426479949077021,0.0,0.0,0.9394416659088842,Spain,30,3,0.8173900000000001,3.814984582840775,0.9967935691947274
Nélson Semedo,"DF,MF",0.9339594062405332,0.06997084548104957,0.06679636835278857,0.04474708171206226,0.0,0.002666666666666668,1.555556476954317,England,29,1,0.99232,4.159191710020306,0.9967473535946707
Kévin N'Doram,MF,0.4856104210845199,0.03932584269662921,0.014962593516209474,0.03865336658354115,0.0,0.00977777777777778,0.9420756255428844,France,27,5,0.6495000000000001,3.474724156602875,0.9967364467426665
Tahith Chong,"MF,FW",0.6001211754013935,0.045454545454545456,0.05751765893037336,0.03632694248234107,0.03,0.0,1.2804529859645906,England,23,1,0.99232,3.3803744408769845,0.996648987997308
Scott McTominay,"MF,FW",0.5755831566192063,0.052132701421800945,0.03051025775907416,0.0336664913203577,0.05500000000000001,0.004444444444444445,1.032854566441708,England,26,1,0.99232,3.51943546818711,0.9966487499662292
Milan Badelj,MF,0.7676461678279309,0.06382978723404256,0.014201183431952653,0.05956607495069033,0.0066666666666666645,0.00977777777777778,1.364659574468085,Italy,34,2,0.87481,4.505731223404256,0.996636876280553
Antonio Sanabria,"FW,MF",0.6458648894274464,0.06329113924050633,0.017815283638068447,0.026722925457102673,0.034999999999999996,0.0,0.7889324894514769,Italy,27,2,0.87481,3.43150861814346,0.9966277470518553
Lucas Torró,MF,0.5413511057255378,0.04522613065326633,0.0033557046979865723,0.03355704697986578,0.008333333333333331,0.0,0.7296804492259958,Spain,29,3,0.8173900000000001,3.5786397919968977,0.9966204902107239
Giulio Maggiore,MF,0.5449863677673433,0.05500000000000001,0.008888888888888884,0.035555555555555556,0.03333333333333333,0.00888888888888889,0.8800000000000002,Italy,25,2,0.87481,3.2907025,0.99661292956185
Mikel Merino,MF,0.75159042714329,0.07246376811594205,0.020950846091861403,0.06567284448025786,0.03,0.00977777777777778,1.5665963517032782,Spain,27,3,0.8173900000000001,3.922635128607131,0.9965207208580644
Rani Khedira,MF,0.40654347167524996,0.03355704697986578,0.008935219657483243,0.026061057334326135,0.0,0.0,0.6166301028949512,Germany,29,4,0.78425,3.4968720668817186,0.9965189786637259
Remo Freuler,MF,0.7946076946379885,0.06506849315068494,0.028201219512195116,0.06288109756097561,0.0049999999999999975,0.002666666666666668,1.5278077180086869,Italy,31,2,0.87481,4.311777516705647,0.9964500739320501
Adrien Rabiot,MF,0.8027870342320509,0.08813559322033898,0.05431912485854393,0.04526593738211996,0.028333333333333335,0.00888888888888889,1.526930183045733,Italy,28,2,0.87481,4.011207118979726,0.996444069106077
Abdoulaye Touré,MF,0.691608603453499,0.04724409448818899,0.01926444833625219,0.06479859894921192,0.013333333333333332,0.0,1.4422430050884625,France,29,5,0.6495000000000001,3.999832953307501,0.9964157209367706
Javier Muñoz,MF,0.7994547106937293,0.08191126279863481,0.024999999999999994,0.04621212121212122,0.011666666666666665,0.00888888888888889,1.2576407074154514,Spain,28,3,0.8173900000000001,3.821813959820044,0.9964049106765106
Lucas Tousart,MF,0.47591638897303856,0.039999999999999994,0.019083969465648856,0.03244274809160306,0.0,0.0,0.8357251908396948,Germany,26,4,0.78425,3.339283874045802,0.9963689972577642
Sander Berge,MF,0.9100272644653136,0.08682634730538924,0.04259567387687188,0.0545757071547421,0.0049999999999999975,0.005333333333333334,1.5603764882879831,England,25,1,0.99232,3.762324717387189,0.9963616728389401
Marcos Llorente,"MF,DF",0.7767343229324448,0.0912280701754386,0.05536062378167641,0.04132553606237817,0.034999999999999996,0.012444444444444449,1.487561403508772,Spain,28,3,0.8173900000000001,3.9712624122807023,0.9962797628221377
Jordan Ayew,"FW,MF",0.7700696758558013,0.08833922261484098,0.05819897758552889,0.02477388910735352,0.023333333333333334,0.022222222222222227,1.2353992474318054,England,31,1,0.99232,4.151089510830674,0.9961578510060813
Alex Král,MF,0.4147228112693124,0.03289473684210527,0.0218978102189781,0.03211678832116788,0.0,0.0,0.8409719554360353,Germany,25,4,0.78425,3.242694271033423,0.9961267840240613
Beñat Turrientes,MF,0.5107543168736748,0.04812834224598929,0.03082394783639596,0.03023117960877297,0.0,0.004444444444444445,0.932833447977456,Spain,21,3,0.8173900000000001,2.9106892411853464,0.9961159066637879
Patrick Osterhage,MF,0.5634656164798546,0.06280193236714976,0.02794196668457818,0.03439011284255777,0.016666666666666663,0.004444444444444445,1.021103596061543,Germany,23,4,0.78425,3.1597798374400035,0.9961019535766
Dominik Kohr,"DF,MF",0.6613147531051198,0.06172839506172837,0.017399267399267393,0.04532967032967033,0.0066666666666666645,0.0,1.0999842626509293,Germany,29,4,0.78425,3.811052270723105,0.9960735487211365
Warren Bondo,MF,0.44653135413511064,0.04268292682926829,0.04203389830508473,0.029152542372881354,0.01,0.005333333333333334,1.0124167011161638,Italy,19,2,0.87481,2.7767733557255068,0.9960173430413858
Iván Martín,MF,0.8264162375037869,0.0957095709570957,0.061561011359472326,0.05240014657383657,0.026666666666666665,0.011555555555555558,1.7436708824785008,Spain,24,3,0.8173900000000001,3.7377335736110258,0.9959336117955199
Felix Agu,"DF,MF",0.48863980611935787,0.03910614525139665,0.03965303593556381,0.0198265179677819,0.0,0.0,0.7919669373429421,Germany,23,4,0.78425,3.0108410092729128,0.9959322079856718
Benjamin André,MF,0.7782490154498638,0.06643356643356643,0.014785992217898822,0.07003891050583658,0.023333333333333334,0.0,1.5406414519332807,France,32,5,0.6495000000000001,4.363791943756633,0.9958911551211991
Anton Stach,MF,0.7028173280823994,0.07364341085271317,0.042223179663937946,0.06161137440758295,0.013333333333333332,0.010666666666666668,1.680300178017361,Germany,24,4,0.78425,3.6882576157112847,0.995889387500722
Anton Stach,MF,0.7028173280823994,0.07364341085271317,0.042223179663937946,0.06161137440758295,0.013333333333333332,0.010666666666666668,1.680300178017361,Germany,24,4,0.78425,3.6882576157112847,0.995889387500722
Manuel Locatelli,MF,0.9109360799757651,0.07784431137724551,0.013962765957446804,0.0771276595744681,0.0049999999999999975,0.010666666666666668,1.708651388711938,Italy,25,2,0.87481,3.82932590266276,0.9958842583270294
Elvis Rexhbeçaj,MF,0.601029990911845,0.0588235294117647,0.015113350125944579,0.04584382871536525,0.014999999999999998,0.0,1.087856126833605,Germany,25,4,0.78425,3.4031689824418434,0.9958627911256114
Yohann Magnin,MF,0.5107543168736748,0.04812834224598929,0.016597510373443987,0.042086544161232975,0.008333333333333331,0.0,1.008192072755168,France,26,5,0.6495000000000001,3.4176998472908595,0.9957386746009307
Fran Beltrán,MF,0.7352317479551652,0.06666666666666668,0.023064250411861616,0.05518945634266886,0.0,0.0,1.3343218012081275,Spain,24,3,0.8173900000000001,3.471656670785283,0.995639366584076
Roberto Gagliardini,"MF,DF",0.7146319297182673,0.07633587786259544,0.032203389830508466,0.05084745762711865,0.0066666666666666645,0.007111111111111113,1.385756501487903,Italy,29,2,0.87481,4.0194442259671375,0.9956067550694697
Bartol Franjić,MF,0.3720084822780976,0.014598540145985411,0.021155410903173313,0.04068348250610253,0.0,0.0062222222222222245,0.972898463530376,Germany,23,4,0.78425,3.1284465012947447,0.9955990006797985
Rocco Reitz,MF,0.6467737049378977,0.08438818565400844,0.03838951310861423,0.051498127340823964,0.041666666666666664,0.011555555555555558,1.5052482814203765,Germany,21,4,0.78425,3.2744738829232447,0.9955583506977791
Kobbie Mainoo,MF,0.5825507421993336,0.07009345794392524,0.025987525987525985,0.033264033264033266,0.023333333333333334,0.004444444444444445,1.0018272485281832,England,18,1,0.99232,2.6992677115433192,0.9955512414749659
Vitinha,"FW,MF",0.6437443199030597,0.0625,0.038570084666039506,0.08560677328316087,0.049999999999999996,0.015111111111111113,2.094052681091251,France,23,5,0.6495000000000001,3.8235092427093136,0.9955207212588054
